Time(Iteration),EpsilonGreedyLinearBandit,LinUCB
0,0.6030097833749106,0.5821885695942444
1,1.0469702316750245,0.9976386914730326
2,1.4852834783164524,1.5554587382975547
3,1.938040441962223,2.2157700961280398
4,2.539349883692021,2.6680034138569066
5,2.8586222060226003,3.272984667706811
6,3.3384870534693434,3.7892644243464466
7,3.5553926462785066,4.338459989495202
8,3.774782407329545,4.909692134131526
9,4.04542484219286,5.493003906832436
10,4.322869901608428,5.688408407719641
11,4.650690925989734,5.798257641589588
12,4.856065871409969,5.896198137224461
13,4.9532397005904745,5.994138632859334
14,5.2149653964464555,6.111762692244807
15,5.422851971799622,6.1802033403776075
16,5.615505096630678,6.2664073491922405
17,5.9866190794449015,6.330568251472999
18,6.123850033823199,6.394729153753758
19,6.383432466421715,6.458890056034515
20,6.54879930638167,6.523050958315272
21,6.7031419747002925,6.58721186059603
22,6.821360496672716,6.651372762876787
23,7.0881201126364335,6.715533665157544
24,7.199844023863669,6.779694567438301
25,7.573141195503796,6.843855469719058
26,7.701620273534957,6.908016371999816
27,7.809199496354123,6.972177274280573
28,8.03915955207058,7.03633817656133
29,8.327025705146678,7.100499078842087
30,8.465347147161783,7.164659981122844
31,8.619994474911335,7.228820883403602
32,9.096915696551925,7.292981785684359
33,9.453508751882387,7.357142687965116
34,9.542226947081627,7.421303590245873
35,9.809998081661897,7.48546449252663
36,10.135980142188759,7.5496253948073875
37,10.453088325125604,7.6137862970881445
38,10.566203471002689,7.6779471993689015
39,10.712045282541535,7.7421081016496585
40,10.755728149039117,7.8062690039304155
41,10.94905619257664,7.870429906211173
42,11.089408858012337,7.93459080849193
43,11.2423920452977,7.998751710772687
44,11.277487313643292,8.062912613053445
45,11.454193672170462,8.127073515334201
46,11.535877508816494,8.19123441761496
47,11.620473909551151,8.255395319895715
48,11.78637360824368,8.319556222176473
49,12.149127727841698,8.383717124457231
50,12.272504108122078,8.447878026737987
51,12.316267228638933,8.512038929018745
52,12.445055727242332,8.576199831299501
53,12.682423625144413,8.640360733580259
54,12.894225106816629,8.704521635861017
55,13.138413779630573,8.768682538141773
56,13.339357923850937,8.832843440422531
57,13.587813589832109,8.897004342703287
58,13.764095153246444,8.961165244984045
59,13.865491723301968,9.025326147264803
60,13.950512895477587,9.089487049545559
61,14.00182375483897,9.153647951826317
62,14.031000920732566,9.217808854107073
63,14.207332631122497,9.28196975638783
64,14.32602500283518,9.346130658668589
65,14.545582265638036,9.410291560949345
66,14.670718894540453,9.474452463230103
67,14.82031163329572,9.538613365510859
68,15.092044280903863,9.602774267791617
69,15.266559481478001,9.666935170072374
70,15.335685804855762,9.73109607235313
71,15.443733128201345,9.796425942914201
72,15.808911067892122,9.860586845194959
73,15.891726807668666,9.924747747475717
74,16.0900710622408,9.988908649756473
75,16.113345772711703,10.05306955203723
76,16.250697760696916,10.117230454317987
77,16.320368003703805,10.181391356598745
