Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta,LinTSTheta,LinPHETheta
0,0.9576040578623484,0.9534316024350176,0.9530685111258448,0.9530685111258448
1,0.9005960062775623,0.8751389930980571,0.872896241658335,0.88056075948492
2,0.8573482074544498,0.8215175129772383,0.8246703730754156,0.8685733339510004
3,0.8460196594999211,0.7740897308477546,0.7760050494399391,0.8586082917688123
4,0.7896949764163926,0.7366629901195094,0.7628576152509007,0.8692536049768146
5,0.7457645786241403,0.6481230639387794,0.6692689124454719,0.7506307463572283
6,0.7376088628299037,0.5833415789667409,0.5934448848686726,0.7811130231259554
7,0.7203394183435101,0.5766091679153555,0.584424235795521,0.793597186588209
8,0.7059521926787132,0.5656252738068931,0.6360410640050655,0.8326709068958538
9,0.6470237534995718,0.5405532349399544,0.6437631713906941,0.7008512905339772
10,0.6382630125666984,0.476757657687456,0.6051725965646061,0.6328420208404555
11,0.5955315470145603,0.43022777119336036,0.556845896743516,0.5613002472409425
12,0.5657215190461848,0.4083283197670272,0.5709926862718686,0.47007849827327786
13,0.572132510733698,0.4050262959163276,0.5345840656442843,0.4139484893020938
14,0.5573600192872996,0.4012247876408604,0.5321357042144849,0.3875648282926675
15,0.5378728099622527,0.3967468099170177,0.5396897616074793,0.3837041450292222
16,0.5302961943672969,0.39717813146737646,0.550609566098659,0.3596717598363417
17,0.5283758211677406,0.3987281380425078,0.5579015467943266,0.30932854185952735
18,0.5178098462941436,0.39956502028184426,0.555815191072879,0.29610350524863743
19,0.5165790033105073,0.4001664511341592,0.5548977898229563,0.2850924437252137
20,0.505533752305999,0.40221562893660884,0.5508405696098437,0.26358171913443385
21,0.5089384253476588,0.4015279635772706,0.5456415323116235,0.25531881751620744
22,0.5089676828211862,0.3993034057011193,0.5414663387038343,0.2567640061780032
23,0.49794981060586296,0.40013879715789435,0.5423080021417886,0.24091396482523417
24,0.4987059652154193,0.40017432915280954,0.5399864690687184,0.23132192021322145
25,0.4966144062861737,0.4002496917704709,0.548720725876381,0.23160120200163004
26,0.496632416397366,0.3993174391401869,0.5348473516288599,0.22997126838934903
27,0.4576443438470995,0.4002091978555574,0.533184070279018,0.2295590538482543
28,0.43253938041652396,0.4001409144461395,0.5375602248842342,0.2306946855857385
29,0.42773865961138585,0.39935822019588973,0.544051781873555,0.22698784159607022
30,0.4391655859477813,0.40030181663778,0.5397960512654658,0.22811441941641997
31,0.43302666302122567,0.39967290875287687,0.539366768245274,0.22463680515933668
32,0.4229453351764672,0.39958946959477204,0.5457867703573884,0.22477270846971925
33,0.42482063784529017,0.4000457516827459,0.5452485728714523,0.2257022183613837
34,0.4240701395303845,0.3991213372937782,0.5441498103399569,0.22779814850698016
35,0.4188672654060352,0.39951596834581,0.5446292508799724,0.22858150270347913
36,0.43680103093690115,0.399728678123973,0.5499379153477217,0.22992518787937186
37,0.43134793525544823,0.39967200584259255,0.5505656346802567,0.2292042162449704
38,0.41660545740634214,0.3993431570420646,0.5489805213286816,0.22824812007546386
39,0.4273836628409541,0.39969440449767085,0.5505882491971088,0.2283079268839024
40,0.41847684101313753,0.3995763191195066,0.5471294546980714,0.2279070129855909
41,0.41397396541935494,0.3994916060173169,0.5459790906922943,0.22728847418311665
42,0.4081721178722823,0.399205728066277,0.5418063594765414,0.22668860892040738
43,0.40836845156561974,0.3993090332091567,0.5439443416326555,0.22707125131006495
44,0.40686457850231694,0.3991353924357355,0.5433567877025572,0.2267555736767013
45,0.39670372911401847,0.39984106592547275,0.5429918108189519,0.22738464843525757
46,0.39063831332666077,0.3996505472887112,0.5426888210899816,0.22710930086772657
47,0.38694741143039135,0.39959719170853825,0.5435896282208131,0.227165247146749
48,0.37337185195055794,0.3992749646174973,0.545625567269636,0.2267622428006261
49,0.3444203620783516,0.39916964601928806,0.5461719487769314,0.22636902987584992
50,0.35083930969337807,0.3993858553014741,0.5467722530301424,0.22625640743377504
51,0.3482776803861364,0.3991818611625032,0.5456788543818323,0.22600042061573428
52,0.33814827116886065,0.39899255746358564,0.5450197689560163,0.2260893794314011
53,0.34306575504989467,0.39937843965218667,0.5450108245374892,0.22645868349031995
54,0.3262053020299213,0.3994271165669357,0.5445464346448142,0.2263535310546525
55,0.3061701542992671,0.3992024226315941,0.5450615864629663,0.2260322175155785
56,0.3035569267948739,0.39929081278121054,0.5438768129747166,0.22586884094978738
57,0.30076407003428896,0.39963951968947015,0.5454639897451988,0.2263846487212641
58,0.303089209795568,0.3995221544771578,0.5448112264220751,0.22629805064325764
59,0.31178871566256827,0.3996710788069788,0.5455089214657993,0.22657167446751125
60,0.30980415002629186,0.3996362953702676,0.5447963195530531,0.22657114525210162
61,0.30180677450464943,0.39922576992607206,0.543778119804813,0.22643481118119882
62,0.2998509324799157,0.39893395137633697,0.5442770902743086,0.22588186060405996
63,0.3026612391684803,0.39895554635825575,0.546817750657746,0.2260635939063373
64,0.3046306514334114,0.3989029384094624,0.5447951226820658,0.22560377146927682
65,0.30705022173333685,0.3988055072242407,0.5445835413141104,0.2255717876429424
66,0.2950120170593732,0.39871301390260694,0.5443357151992089,0.22557201978448402
67,0.2737174336751904,0.3986469010114438,0.5436957603523288,0.22543997342162134
68,0.27523473131386444,0.3984395131845981,0.543667871217984,0.2252951136721515
69,0.27210055535014527,0.3983151170396609,0.5437541495442486,0.22515380680599809
70,0.27029160356572346,0.3984208987648537,0.5448478979813643,0.22534679861005813
71,0.27007964361476294,0.398487255109639,0.5450401653851532,0.2253631614480621
72,0.27133370185067074,0.39861730871981643,0.54500583413012,0.22556563344789954
73,0.2695818540825837,0.398678438456377,0.5441763000047114,0.22550745581512283
74,0.2700500340299069,0.3985149965453803,0.5439458306671041,0.2252359779107871
75,0.27023485769063577,0.39811339676250757,0.5438078273734541,0.2248418052667283
76,0.2698634295150471,0.397898189835404,0.5430850466078525,0.22479679853472456
77,0.26994466485236984,0.39777737901454213,0.5429365737258912,0.2248158872589981
78,0.2697420894923582,0.39782096873420664,0.5418423109599114,0.22473472919327397
79,0.2704078560545133,0.39788338750887686,0.5418870973054474,0.22458164999924604
80,0.2695062559387612,0.3978192421798922,0.5419867933007223,0.2249687228988651
81,0.2684064382869201,0.39775013900208267,0.5418986575230798,0.22488194747226925
82,0.2666031356796981,0.39753507855639914,0.5420619298063601,0.2247949472853111
83,0.26861198343852566,0.3975334411722068,0.5414615006460582,0.22511533229980332
84,0.25736820997913845,0.3974280987551784,0.5404669774286555,0.22492482047112689
85,0.2569835610314935,0.39741638540109964,0.5392987589763287,0.22476929562861575
86,0.25555070070422126,0.39751719457571594,0.5447885683960477,0.22480926076318836
87,0.25686417871109896,0.39777240042593986,0.5448433948981756,0.2249205321108926
88,0.25729315426039906,0.39770651118542644,0.5451678722793044,0.22505741867985898
89,0.2568709347902996,0.3976797386299892,0.545946876357863,0.2249644260026596
90,0.25583733793365065,0.3977685118061312,0.5458237670615225,0.2250123533852005
91,0.2563064422169281,0.39761754240422204,0.5458712951047934,0.22510370836154805
92,0.2524778932781512,0.39768434167246386,0.5461135936880334,0.2250430118301118
