Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound,ThompsonSampling,PHE
95,15.897204461166561,15.443314538125213,6.915893297667997,6.831558979589838,6.850542749072541
96,15.952395491486271,15.565015312377252,6.915893297667997,6.831558979589838,6.850542749072541
97,16.097357604005452,15.594680873263618,6.915893297667997,6.832249387760369,6.851552630088068
98,16.115632720897096,15.706716815535804,6.915893297667997,6.8329397959309,6.852562511103595
99,16.153846223020608,15.777869827673916,6.915893297667997,6.833630204101432,6.853572392119122
100,16.354655136461506,15.913484202170721,6.916583705838529,6.833630204101432,6.853572392119122
101,16.695745844301225,16.03595683124017,6.930613099635191,6.839008228315654,6.8542628002896535
102,16.78898637425916,16.18773074397319,6.930613099635191,6.839008228315654,6.866884849796861
103,16.90010995232952,16.22688772162959,6.930613099635191,6.866644120783816,6.866884849796861
104,17.033791384388998,16.227578129800122,6.931303507805723,6.8673345289543475,6.867894730812388
105,17.139615685272368,16.392642970836,6.931993915976254,6.868024937124879,6.868904611827915
106,17.328399362339436,16.39333337900653,6.944615965483462,6.868715345295411,6.882934005624577
107,17.345664598215553,16.604106852673144,6.9453063736539935,6.879005247270842,6.883943886640104
108,17.467932284810807,16.656766793536736,6.950684397868216,6.879695655441374,6.884634294810636
109,17.586721708948694,16.685347526243255,6.950684397868216,6.892412280137276,6.890012319024858
110,17.6990712144646,16.72173685319925,6.951374806038747,6.892412280137276,6.890702727195389
111,17.700245309589516,16.797712147281068,6.951374806038747,6.893102688307808,6.891712608210916
112,17.700245309589516,17.07732846874064,6.951374806038747,6.893793096478339,6.892722489226443
113,17.700245309589516,17.295081123931098,6.951374806038747,6.89448350464887,6.89373237024197
114,17.88152094401186,17.379896290394868,6.951374806038747,6.895173912819402,6.894742251257497
115,17.933673702267832,17.611649819388887,6.951374806038747,6.90779596232661,6.894742251257497
116,18.065749938373923,17.690996451056975,6.951374806038747,6.908486370497141,6.894742251257497
117,18.065749938373923,17.839896103788355,6.951374806038747,6.908486370497141,6.894742251257497
118,18.16844098219906,17.839896103788355,6.951374806038747,6.908486370497141,6.894742251257497
119,18.183983173717646,18.094164219020502,6.952065214209279,6.913864394711363,6.895752132273024
120,18.34846216630041,18.159020138480024,6.957443238423501,6.913864394711363,6.896442540443556
121,18.438240240318656,18.31362096808768,6.962821262637723,6.914554802881895,6.897132948614088
122,18.466673293400568,18.371139366493345,6.968199286851946,6.915245211052427,6.8978233567846186
123,18.48576169969817,18.775845674206725,6.973577311066168,6.915245211052427,6.89851376495515
124,18.67776675016289,18.857156011351247,6.9742677192367,6.915245211052427,6.899204173125682
125,18.79964076851714,18.857156011351247,6.974958127407231,6.915935619222958,6.899894581296214
126,18.920443668070895,19.037507366861856,6.975648535577763,6.916626027393489,6.900584989466745
127,18.920443668070895,19.19341699476578,6.975648535577763,6.916626027393489,6.901275397637276
128,19.01402438622072,19.371336742374872,6.975648535577763,6.917316435564021,6.901965805807808
129,19.057513390829723,19.536190225992588,6.975648535577763,6.9180068437345525,6.902656213978339
130,19.128666402967834,19.690678747093436,6.976338943748294,6.9180068437345525,6.903666094993866
131,19.298468418760873,19.728892249216948,6.977029351918826,6.9180068437345525,6.904675976009393
132,19.298468418760873,19.847742099055232,6.977719760089357,6.9180068437345525,6.90568585702492
133,19.494242578895204,19.98296504596764,6.978410168259889,6.9180068437345525,6.9066957380404475
134,19.55186733693651,19.98296504596764,6.979100576430421,6.9180068437345525,6.9077056190559745
135,19.617872463957138,20.060082987224607,6.979790984600951,6.9180068437345525,6.9087155000715015
136,19.66684707958791,20.060082987224607,6.980481392771483,6.9180068437345525,6.9097253810870285
137,19.702353339383997,20.1472490019053,6.980481392771483,6.9180068437345525,6.92001528306246
138,19.702353339383997,20.28352332312532,6.993198017467385,6.918697251905084,6.920705691232992
139,19.80213276196752,20.28352332312532,6.994207898482912,6.924075276119306,6.921396099403523
140,19.826016160740725,20.30876527700577,6.995217779498439,6.929453300333529,6.922086507574055
141,19.90582705153174,20.437258782499228,6.996227660513966,6.934831324547751,6.922776915744587
142,19.961774031625975,20.48179270242435,6.997237541529493,6.934831324547751,6.923467323915117
143,20.02006703176342,20.636476637070224,6.997237541529493,6.935521732718283,6.924157732085649
144,20.151641526630986,20.636476637070224,6.99824742254502,6.936212140888815,6.924848140256181
145,20.265859656968537,20.653990046859324,6.99824742254502,6.9369025490593454,6.9255385484267125
146,20.265859656968537,20.759042693603124,6.99824742254502,6.937592957229877,6.926228956597244
147,20.357192907949585,20.86406878445037,6.99824742254502,6.938283365400409,6.926919364767775
148,20.41410368902104,21.018873012592152,6.99824742254502,6.9389737735709405,6.927609772938307
149,20.517302027866883,21.03441520411074,6.99824742254502,6.939664181741472,6.928300181108838
150,20.534112290081502,21.03441520411074,7.0036254467592425,6.939664181741472,6.928300181108838
151,20.56672086409788,21.03441520411074,7.009003470973465,6.939664181741472,6.928300181108838
152,20.56672086409788,21.03441520411074,7.009693879143997,6.939664181741472,6.928300181108838
153,20.725713500726325,21.150222669707077,7.010703760159524,6.939664181741472,6.929310062124365
154,20.725713500726325,21.245674147766017,7.010703760159524,6.953693575538134,6.929310062124365
155,20.754294233432844,21.282284714503398,7.010703760159524,6.967722969334796,6.929310062124365
156,20.976923391675538,21.29257461647883,7.010703760159524,6.973100993549018,6.929310062124365
157,21.13844138273653,21.31645801525203,7.016081784373746,6.974110874564545,6.930000470294897
158,21.13844138273653,21.385740341769836,7.016081784373746,6.975120755580072,6.930690878465429
159,21.37388710629407,21.49505256663631,7.016081784373746,6.976130636595599,6.931381286635959
160,21.37388710629407,21.528495662635457,7.016081784373746,6.977140517611126,6.932071694806491
161,21.37388710629407,21.68319145391936,7.021459808587968,6.9778309257816575,6.932762102977023
162,21.505937838064835,21.750278671577394,7.026837832802191,6.978521333952189,6.9334525111475545
163,21.641869349239464,21.83502038921934,7.026837832802191,6.978521333952189,6.9334525111475545
164,21.82182352741572,21.854108795516943,7.026837832802191,6.978521333952189,6.9334525111475545
165,22.038716095795774,21.854108795516943,7.026837832802191,6.978521333952189,6.9334525111475545
166,22.24949851430088,21.854108795516943,7.026837832802191,6.978521333952189,6.9334525111475545
167,22.400465918861492,21.91277321443766,7.026837832802191,6.978521333952189,6.9334525111475545
168,22.42479955908639,21.91277321443766,7.026837832802191,6.978521333952189,6.9334525111475545
169,22.520818777483335,22.12383875149811,7.026837832802191,6.978521333952189,6.9334525111475545
170,22.586823904503962,22.14233625637682,7.026837832802191,6.978521333952189,6.9334525111475545
171,22.675301695847264,22.15321909846331,7.026837832802191,6.978521333952189,6.9334525111475545
172,22.778289212711044,22.25663835336577,7.026837832802191,6.978521333952189,6.9334525111475545
173,22.908809448373066,22.325301958155908,7.026837832802191,6.978521333952189,6.9334525111475545
174,22.965276950421888,22.325301958155908,7.026837832802191,6.978521333952189,6.9334525111475545
175,23.033757840329248,22.325301958155908,7.026837832802191,6.978521333952189,6.9334525111475545
176,23.055493195193552,22.436915211068914,7.026837832802191,6.978521333952189,6.9334525111475545
177,23.138821984081385,22.66784686497022,7.026837832802191,6.978521333952189,6.9334525111475545
178,23.138821984081385,22.83138638160468,7.026837832802191,6.978521333952189,6.9334525111475545
179,23.263544316261946,23.033963736125255,7.026837832802191,6.978521333952189,6.9334525111475545
180,23.369170440662877,23.066721561791823,7.026837832802191,6.978521333952189,6.9334525111475545
181,23.48439618430461,23.243932664793068,7.026837832802191,6.978521333952189,6.9334525111475545
182,23.617658201173708,23.280496753288926,7.026837832802191,6.978521333952189,6.9334525111475545
183,23.825310424451736,23.411551538015758,7.026837832802191,6.978521333952189,6.9334525111475545
184,23.825310424451736,23.546512469383426,7.026837832802191,6.978521333952189,6.9334525111475545
185,23.938932632656794,23.71293108088617,7.026837832802191,6.978521333952189,6.9334525111475545
186,24.01468068215653,23.940170825882007,7.026837832802191,6.978521333952189,6.9334525111475545
187,24.091220978438614,24.00725804354004,7.026837832802191,6.978521333952189,6.9334525111475545
188,24.091220978438614,24.03986661755642,7.026837832802191,6.978521333952189,6.9334525111475545
189,24.091220978438614,24.055408809075008,7.026837832802191,6.978521333952189,6.9334525111475545
190,24.191751292095795,24.161860556462692,7.028011927927108,6.978521333952189,6.9334525111475545
191,24.191751292095795,24.161860556462692,7.0291860230520244,6.978521333952189,6.9334525111475545
192,24.258170222373728,24.342837439314046,7.030360118176941,6.978521333952189,6.9334525111475545
193,24.348411640809445,24.379448006051426,7.031534213301858,6.978521333952189,6.9334525111475545
194,24.421321716756292,24.485409644385495,7.031534213301858,6.978521333952189,6.9334525111475545
195,24.421321716756292,24.561384938467313,7.031534213301858,6.978521333952189,6.9334525111475545
196,24.431611618731726,24.741336160212107,7.031534213301858,6.978521333952189,6.9334525111475545
197,24.511422509522742,24.756878351730695,7.031534213301858,6.978521333952189,6.9334525111475545
198,24.58854045077971,24.767761193817186,7.031534213301858,6.978521333952189,6.9334525111475545
199,24.58854045077971,24.811250198426187,7.031534213301858,6.978521333952189,6.9334525111475545
