Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound,ThompsonSampling,PHE
0,0.4769157122515909,0.4141203521825263,0.3048529148777812,0.3048529148777812,0.3048529148777812
1,0.8069696383089273,0.6703843124486255,0.7749289257865817,0.7749289257865817,0.7749289257865817
2,1.2891505206767788,0.9613134008561239,1.2310125813823807,1.2310125813823807,1.2310125813823807
3,1.655929553195784,1.2712894693301915,1.6323147562890532,1.6323147562890532,1.6323147562890532
4,1.842773230362874,1.4395750429160155,2.093177708518167,2.093177708518167,2.093177708518167
5,2.194637620788193,1.7789122354931248,2.4521027538060354,2.4521027538060354,2.4521027538060354
6,2.4019412152537214,2.2725677071224593,2.956086752388383,2.956086752388383,2.956086752388383
7,2.672482520611665,2.5919541295090665,3.457489340747832,3.457489340747832,3.457489340747832
8,3.0312782948361052,3.0983583336633123,3.8699861178537915,3.8699861178537915,3.8699861178537915
9,3.1916229770726,3.440591735888398,4.397423998657517,4.397423998657517,4.397423998657517
10,3.3737040746237006,3.8432475127960934,4.9923766506931715,4.728713354400256,4.9923766506931715
11,3.5224448607655097,4.1268915894468545,5.372856065138235,5.317673714236131,5.372856065138235
12,3.72599556490547,4.436279406488025,5.668794107994957,5.7172665169326535,5.686307517784055
13,4.042902023911508,4.644418332166088,5.9139099625184635,5.916058006427361,5.915084057643381
14,4.159258738808663,4.750757539365227,5.993966190253615,5.993966190253615,5.993966190253615
15,4.448398378693222,5.104131302431069,6.043293381686898,6.035078779162624,6.006682814949518
16,4.797474623278351,5.4547208851123825,6.064024990828093,6.120056847509361,6.064024990828093
17,5.1528185007500396,5.721366944989355,6.0890824847262115,6.145484884015398,6.0890824847262115
18,5.36540549869182,5.935726716531475,6.110817839590515,6.172598263093925,6.110817839590515
19,5.611829015715783,6.157298240058553,6.174374862954453,6.192047475110484,6.150041222729554
20,5.73496636551122,6.303752616042258,6.215597619308189,6.212995741357881,6.161505219829904
21,5.885931681583024,6.522368313541996,6.279210065832682,6.274804934574677,6.180381136996801
22,5.904206798474666,6.602819939956656,6.285762185171822,6.314120829743073,6.197816098422431
23,5.998457209448126,6.78560784077637,6.28762668846727,6.315985333038522,6.199680601717878
24,6.206509852742904,7.008601547846878,6.345471171037685,6.374101642404716,6.225188337067694
25,6.384184995288963,7.199703645469792,6.3947960316975685,6.375966145700163,6.326523948078496
26,6.439395260608149,7.282397964076184,6.396660534993017,6.402559466009967,6.328388451373944
27,6.753406061735667,7.401221994144011,6.435790142261285,6.4165888598066285,6.328388451373944
28,7.010593028648316,7.590484545574521,6.465361727576534,6.4165888598066285,6.378001237659857
29,7.115071381347475,7.750139730959871,6.466371608592061,6.454876287205046,6.3833792618740794
30,7.232032408898002,7.956477710895302,6.493484987670587,6.454876287205046,6.40347754918721
31,7.3381909916314525,8.16914913498292,6.5463297104882425,6.507721010022702,6.479067507884696
32,7.5384467688329355,8.384736593921117,6.547503805613159,6.507721010022702,6.480241603009612
33,7.604833347987814,8.44958190421361,6.552881829827382,6.527499824490837,6.520381091293407
34,7.785441372417795,8.536133146087867,6.558259854041604,6.528190232661369,6.521390972308934
35,7.921683641365443,8.615698363282956,6.579581125424502,6.557617429879255,6.540528267551389
36,8.0788987097873,8.984325790740986,6.580755220549419,6.558627310894782,6.564782208932509
37,8.275636402135792,9.041201269604215,6.612253187223525,6.558627310894782,6.577404258439716
38,8.411896282306062,9.163424150223415,6.624875236730732,6.558627310894782,6.590026307946924
39,8.560086296524924,9.277854340301516,6.624875236730732,6.583869264775231,6.602742932642826
40,8.654860588546573,9.462684475787654,6.659472795169402,6.583869264775231,6.602742932642826
41,8.682415726398121,9.625366822853051,6.659472795169402,6.583869264775231,6.603433340813358
42,8.722263112225052,9.76477366534929,6.659472795169402,6.611505157243393,6.604443221828885
43,8.780285199010834,9.924952525526745,6.673502188966064,6.6241272067506,6.618472615625547
44,8.937451016490384,9.947861975515966,6.6994345510170445,6.636843831446503,6.640353549368314
45,9.089688688712585,10.165454999308542,6.700124959187576,6.642221855660725,6.640353549368314
46,9.270288883102655,10.185505011600357,6.700815367358108,6.642221855660725,6.641043957538845
47,9.41001377204288,10.37058923533304,6.70150577552864,6.642221855660725,6.641734365709377
48,9.667625560307224,10.533747955056716,6.737702443495256,6.642221855660725,6.677931033675994
49,9.746031302617023,10.673343452421195,6.737702443495256,6.642912263831256,6.677931033675994
50,10.0792209649044,10.794674132435265,6.737702443495256,6.642912263831256,6.703172987556442
51,10.216072980603217,10.874408018467765,6.768606970597325,6.643922144846783,6.738445657857207
52,10.29591562738594,11.126045430628396,6.773984994811547,6.644612553017315,6.739136066027738
53,10.457419427111713,11.242219319018599,6.774675402982079,6.644612553017315,6.751758115534946
54,10.549264740669788,11.45733773729884,6.787297452489287,6.644612553017315,6.751758115534946
55,10.771943619974781,11.633767015380721,6.787297452489287,6.649990577231537,6.752448523705477
56,10.948716710287515,11.654078405748091,6.787297452489287,6.664019971028199,6.753138931876009
57,11.095121103449644,11.75765307477148,6.798761449589636,6.676736595724101,6.755322908016453
58,11.186702510809086,11.836405019923328,6.799451857760166,6.677427003894633,6.75633278903198
59,11.359520808627337,11.981188121980662,6.800142265930698,6.6781174120651645,6.757342670047507
60,11.51589746817574,12.103062140334911,6.80083267410123,6.678807820235695,6.758352551063034
61,11.705997217430355,12.26393231143342,6.801523082271761,6.679498228406227,6.759362432078561
62,11.829445448854305,12.407845475649578,6.834966178270908,6.68487625262045,6.759362432078561
63,11.977985043252826,12.619555982848528,6.83565658644144,6.68487625262045,6.760372313094088
64,12.065151057933518,12.722543499712309,6.83565658644144,6.68487625262045,6.770662215069519
65,12.082416293809633,12.78423474003898,6.83565658644144,6.68487625262045,6.771352623240051
66,12.206340801619948,12.966278288873866,6.83565658644144,6.68487625262045,6.772043031410583
67,12.39565635486979,13.057859696233308,6.83565658644144,6.68487625262045,6.772733439581114
68,12.552465641615301,13.086440428939827,6.83565658644144,6.68487625262045,6.773423847751646
69,12.788394793719565,13.086440428939827,6.83565658644144,6.68487625262045,6.774114255922177
70,12.929045481728451,13.133933837763697,6.83565658644144,6.68487625262045,6.774804664092708
71,12.929045481728451,13.279200617845476,6.83565658644144,6.68487625262045,6.77549507226324
72,13.042776243535636,13.3237345377706,6.83565658644144,6.68487625262045,6.776185480433772
73,13.221201444768464,13.462780472032659,6.83634699461197,6.685566660790981,6.776185480433772
74,13.279484909629804,13.462780472032659,6.837037402782502,6.686257068961512,6.776185480433772
75,13.346898856261609,13.72418177153394,6.837037402782502,6.721763328757598,6.777195361449299
76,13.536253860793718,13.807535195872171,6.847327304757934,6.721763328757598,6.789911986145201
77,13.776945906285187,13.9028605017751,6.8527053289721565,6.722773209773125,6.790921867160728
78,13.85509319079748,13.995892092319782,6.8527053289721565,6.723783090788652,6.791612275331259
79,13.988099151823722,14.021134046200228,6.8527053289721565,6.723783090788652,6.792622156346786
80,14.214618794543407,14.174718891812669,6.8527053289721565,6.736499715484554,6.792622156346786
81,14.37494294161038,14.252604169821234,6.8527053289721565,6.737190123655085,6.792622156346786
82,14.639499902636777,14.439480595009822,6.8537152099876835,6.737190123655085,6.792622156346786
83,14.656765138512892,14.45699400479892,6.8537152099876835,6.742568147869308,6.793312564517318
84,14.674720782559538,14.467876846885412,6.8537152099876835,6.785084843463058,6.815883906430616
85,14.76497676085883,14.503408702741291,6.8537152099876835,6.78577525163359,6.816574314601148
86,14.97883482311003,14.605120034094757,6.8537152099876835,6.786785132649117,6.81726472277168
87,15.095089383019708,14.794979846462406,6.854405618158215,6.786785132649117,6.818274603787207
88,15.19279225399381,14.840267889247915,6.881664576115206,6.8140440906061075,6.823652628001429
89,15.293832551515242,14.951911857478365,6.887042600329428,6.81942211482033,6.829030652215652
90,15.329973704558256,15.059893180263009,6.892420624543651,6.8248001390345525,6.834408676429874
91,15.48858166230517,15.119168369756176,6.905137249239553,6.830178163248775,6.839786700644096
92,15.597067857556876,15.263524251629036,6.910515273453775,6.830868571419306,6.845164724858319
93,15.672997512353708,15.283574263920851,6.915893297667997,6.831558979589838,6.850542749072541
94,15.78783316165204,15.293864165896284,6.915893297667997,6.831558979589838,6.850542749072541
