Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound
0,0.22904084872870079,0.3633392637596238,0.2572816011162024
1,0.6589142411354689,0.735489153877166,0.6303891515522169
2,1.0097509962555165,1.089554407973561,1.1482684567871373
3,1.2971622410523318,1.3411590067580814,1.5779051328086906
4,1.5260187729520112,1.7351643190073383,1.8966807433275181
5,1.8754227466966469,2.162536990214426,2.248041166623619
6,2.1658323440104312,2.4872396282484592,2.642644753970442
7,2.486319568656545,2.7456234596224536,2.9640245573677046
8,2.8802939447573386,3.0499349311466504,3.3839297047034713
9,3.1899093218861565,3.3952171075123823,3.6950387665563404
10,3.35810142155445,3.679522138971071,4.057400375576221
11,3.6589972374923767,3.953795885264679,4.51532803330252
12,3.897831531620259,4.191304656325186,4.73853409608464
13,4.1309432006945785,4.407832077899333,5.06118981285176
14,4.498998786595131,4.613767401215107,5.4709705140696165
15,4.6277556551007475,4.8014039131095965,5.849428731508588
16,4.849967761480761,5.09961088148549,6.347373089658064
17,5.058641861604107,5.337277127676044,6.6709497782304465
18,5.2391618667527045,5.496115485549191,7.057092127337195
19,5.388732238403408,5.715722629117683,7.405374885236722
20,5.577489605291771,5.828802716221982,7.802432584140687
21,5.767433427745567,6.047013617938696,8.25072225482463
22,6.024537970408387,6.265425133772166,8.649015382588884
23,6.266932178346107,6.404194932294293,8.948721116017209
24,6.410033947259242,6.577905723611845,9.367086327579319
25,6.630668780869996,6.792436198542792,9.613329177656412
26,6.8386146563764765,6.958135740847483,9.915762221736616
27,7.001758846686359,7.1262551712569415,10.217935089506712
28,7.457706792045707,7.267221876838621,10.313466284947085
29,7.634185172998765,7.4305491667153545,10.687357318535996
30,7.872223049737923,7.661552029773925,10.895350957351189
31,8.026007738999025,7.883945349797926,11.204227255520042
32,8.28723122850948,8.073831748617664,11.46550022703681
33,8.507881238265975,8.27300150242074,11.72536990966071
34,8.67356394549125,8.458521821447878,12.002841251413491
35,8.883098700598705,8.680922699470834,12.269422289665695
36,9.234756196923914,8.85212233124292,12.57632499544417
37,9.3787207379565,9.057121846793216,12.905310546381836
38,9.715532169134372,9.249810498742495,13.18170855481971
39,9.871440471644878,9.420126369184834,13.433955942540525
40,10.114247785526214,9.577009293259499,13.678697385468492
41,10.306226843456553,9.754112009353836,13.979119330933665
42,10.505159292503638,9.901147192830969,14.22893505561629
43,10.622584548513581,10.037076999322696,14.456719659468709
44,10.795510791970084,10.125167705069861,14.738373134352113
45,11.082605754222843,10.355182578049593,15.106645385322063
46,11.203485870948928,10.58977760692914,15.457648276230458
47,11.425370428614176,10.769540747372954,15.803902364287794
48,11.713775790233722,11.04636079121924,16.111813131933765
49,11.825075767681232,11.13607531896761,16.45585725925235
50,11.925913226455544,11.344844177599844,16.65667804915804
51,12.11440386313066,11.45711871536401,16.935614705619667
52,12.337921628288887,11.599916777605179,17.178487537696714
53,12.565141104370115,11.65166125802315,17.453085097087133
54,12.779357400183702,11.75653522291039,17.76084335921373
55,13.037308414846825,11.881353287215404,18.114801229877507
56,13.262326372598915,12.063855589180072,18.559151397602687
57,13.383981059274015,12.21323662282227,18.857833862072162
58,13.583013443743473,12.267323621356937,19.204810648320088
59,13.67516011263406,12.44447442704365,19.610201687222307
60,13.81691040796735,12.624370926633382,19.953878862370573
61,13.979844373767232,12.763107484480754,20.193396804377606
62,14.112686407252017,12.87172852563421,20.46082679459314
63,14.292029836464172,13.098599366421833,20.809259609675305
64,14.452040797345797,13.23862321340096,21.108152444157586
65,14.55494347276122,13.417610066890322,21.386731133471734
66,14.68045005663358,13.538961154267202,21.652959117845516
67,14.902876112375576,13.676211952359434,21.98108443057875
