Time(Iteration),EpsilonGreedyLinearBandit,LinUCB,LinTS,LinPHE
0,0.6347909087405383,0.5000292383187082,0.5000292383187082,0.5000292383187082
1,1.319599866027152,1.0766982242595375,1.0766982242595375,1.1996963643367022
2,1.727974251460639,1.7406110961033623,1.7406110961033623,1.8870462652854623
3,2.0869956188086354,2.310782691664563,2.310782691664563,2.4607880319734035
4,2.6722450818857113,2.9050724841090716,2.9050724841090716,2.9521085693104596
5,3.243232060003158,3.4778881292534836,3.4778881292534836,3.5099442097480553
6,3.8035901143831254,4.066918374989225,4.066918374989225,4.014528716769364
7,3.965936460367429,4.720476229520694,4.720476229520694,4.613010911238448
8,4.282838434726302,5.325608950887813,5.325608950887813,5.354696261898258
9,4.5748681796860335,5.90905804380565,5.90905804380565,6.226484619640677
10,4.891543728276315,5.947863187161158,5.967739779763199,7.015019484723927
11,5.383713447059959,6.05460101244552,5.991886106281979,7.58922902445031
12,5.764068441081334,6.094881153724481,5.993648383883777,8.171174020735297
13,6.087993710758909,6.110624351710325,5.995410661485574,8.946727947918081
14,6.230932082718878,6.114219945074593,5.997172939087372,9.768078118029973
15,6.485601024727643,6.183082826394416,5.998935216689171,10.48159899650768
16,6.800871057708122,6.185149552585628,6.000697494290969,11.021546462751804
17,6.890436873453008,6.246495353302661,6.002459771892767,11.703323938762484
18,7.261226850508389,6.248562079493874,6.004222049494564,12.10369358611217
19,7.580932263156486,6.252157672858142,6.005984327096362,12.690084560316617
20,7.923295412067146,6.254224399049354,6.007746604698161,13.308596669480853
21,8.180613458093644,6.256291125240567,6.009508882299959,13.932033877893739
22,8.579453007953827,6.2583578514317795,6.0112711599017565,14.587767750421023
23,8.816168813899631,6.260424577622992,6.013033437503554,15.309872729355826
24,8.997858051207766,6.262491303814204,6.014795715105352,15.999880259620596
25,9.189678527928352,6.264558030005416,6.016557992707151,16.007072525286194
26,9.578891779088282,6.266624756196629,6.018320270308949,16.014264790951792
27,9.777967426539686,6.268691482387841,6.0200825479107465,16.021457056617386
28,10.122103051841187,6.270758208579053,6.021844825512544,16.028649322282984
29,10.441945821317413,6.272824934770266,6.023607103114342,16.035841587948582
30,10.729716562131859,6.274891660961478,6.025369380716141,16.04086398714737
31,10.963530019618421,6.276958387152691,6.027131658317939,16.04805625281297
32,11.227304768450644,6.279025113343903,6.028893935919736,16.055248518478567
33,11.479927139983745,6.281091839535115,6.030656213521534,16.062440784144165
34,11.625229557943921,6.283158565726327,6.032418491123332,16.06963304980976
35,11.70128496862348,6.2852252919175395,6.034180768725131,16.076825315475357
36,11.829316720676108,6.287292018108753,6.035943046326929,16.084017581140955
37,11.986144348874346,6.289358744299965,6.037705323928726,16.091209846806553
38,12.17514278113138,6.291425470491177,6.039467601530524,16.09840211247215
39,12.320205563639487,6.293492196682389,6.041229879132322,16.105594378137745
40,12.70276860664428,6.295558922873601,6.042992156734121,16.11061677733654
41,13.122297315994711,6.297625649064814,6.0447544343359185,16.11563917653533
42,13.21448005062091,6.2996923752560265,6.046516711937716,16.12066157573412
43,13.239205288087925,6.301759101447239,6.048278989539514,16.125683974932908
44,13.347316253180082,6.303825827638451,6.050041267141312,16.130706374131698
45,13.50713332356797,6.305892553829663,6.051803544743111,16.13572877333049
