Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta
0,0.9830771792028221,0.9783331279681293
1,0.9252036364965488,0.9057131049876073
2,0.890561684557909,0.8735608530131106
3,0.8722089831226276,0.8459236025098429
4,0.843154975634836,0.7926975140319799
5,0.7676350938917829,0.7562404362242662
6,0.7696762646815773,0.7030439296926827
7,0.757238070619872,0.6750933667552836
8,0.752907318814785,0.6568422542243434
9,0.7195405120081427,0.6029164458777169
10,0.7176428682960656,0.5555301457351014
11,0.6972706599115839,0.5330271057199398
12,0.6894036916295865,0.5248353545152072
13,0.686160229982803,0.5230519953583017
14,0.6546610460598613,0.5242191713194545
15,0.6334956270599262,0.5249311794807601
16,0.6301059339314893,0.5220115065485885
17,0.6157677290057778,0.520931554912104
18,0.598352855739544,0.5234091269669958
19,0.5985375911830363,0.5243144466572373
20,0.5511676815210185,0.5223815693928231
21,0.5597842433001488,0.5037458086380211
22,0.5534397727416478,0.49846688918910836
23,0.5406093110206369,0.4964202192632001
24,0.5355083498896955,0.4990622360813394
25,0.5315817514740357,0.5000641313438184
26,0.5321505928485665,0.4996430102346121
27,0.5289317867201666,0.49916889581454604
28,0.515847042393042,0.49892396444670073
29,0.4843829451099442,0.49892413765434007
30,0.46340966217352736,0.500128468621714
31,0.45638356179126494,0.4999393009267175
32,0.43045901277521736,0.49944756611415925
33,0.41820253903144733,0.4998905998349323
34,0.41452494900318965,0.4999892869911816
35,0.4114814334486745,0.5000254993202672
36,0.4104374168618653,0.500479265403822
37,0.41234397487287267,0.5004952227501465
38,0.4098569559683954,0.5005203558120563
39,0.4081443594898343,0.5005159384207184
40,0.42769427633827883,0.49948635546694725
41,0.41091530199169873,0.4994198686072802
42,0.40571405903594027,0.4984794626518866
43,0.40267179475765147,0.49937747314100916
44,0.38940922763998154,0.49917386964396593
45,0.3843761898796838,0.4992395046329697
46,0.38883655926302485,0.4990554189521606
47,0.38967715720252544,0.49845892391132346
48,0.3980274064083781,0.49861386837619043
49,0.40421486489289765,0.4982730102125744
50,0.4024530791461934,0.4983255718529168
51,0.4017583924543978,0.4983732109293337
52,0.3927132201625983,0.4982906850712693
53,0.3942641361070608,0.4976516283995345
54,0.39273583237234405,0.497399228871848
55,0.38339934483812566,0.49773554900631833
56,0.38271441192641864,0.49828843298585096
57,0.3891773707395257,0.49834675508761095
58,0.38762211574303107,0.4982962468669728
59,0.3908358200120494,0.49847243396413543
60,0.37926432321479525,0.49809382246942746
61,0.37746874018017706,0.4978107498081209
62,0.3806593879803223,0.49819130837444414
63,0.3831604849900061,0.4981417143184886
64,0.379047893722743,0.4974278523752818
65,0.3683432335178406,0.4979353824535938
66,0.3687574601059954,0.49756603234172153
67,0.3691916799548654,0.49742304442591967
68,0.3702878790199677,0.49748824373451994
69,0.37186193059213685,0.4979627109988144
70,0.371968023764654,0.49816479467126734
71,0.34685512691878556,0.49812143335499626
72,0.3471814917312327,0.498306759460597
73,0.3408999839116514,0.49829899854424226
74,0.34211947887056937,0.4985474201518585
75,0.3472204177319601,0.4985668430275423
76,0.3472010803756918,0.4983153144276537
77,0.33415929806978906,0.49835979128693764
78,0.32870857194457936,0.4983912095920936
79,0.32946874702901086,0.49820568117982245
80,0.32825552088829096,0.4983138462842172
81,0.32885905981042707,0.49828102584731615
82,0.3312032064107012,0.498493539578889
83,0.33434187791926673,0.49808882053748443
84,0.33325035188863217,0.49806085959010715
85,0.3334747098500687,0.49818248781450836
86,0.3367831467364149,0.49839402078010364
87,0.33491785335698493,0.498153725188413
88,0.33526275909528885,0.4982605229168954
89,0.33496625604603286,0.4982050270838497
90,0.33367424008069974,0.49806953285085526
91,0.3350368726664798,0.4978304971309333
92,0.3335443482961462,0.498031457949773
93,0.33527313191249425,0.4982295987810786
