Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9616198071482993
1,0.937864059817317
2,0.8975041710071435
3,0.8942684715141649
4,0.8798772869719802
5,0.854464451027126
6,0.8252998936194789
7,0.8214370252289365
8,0.7981597939432706
9,0.7928695789666147
10,0.7937009634820049
11,0.7914306456558536
12,0.7563729552457242
13,0.7578283606592369
14,0.6875116295018994
15,0.6780818265034709
16,0.6775687232047508
17,0.6658369326453147
18,0.6519146855037997
19,0.6495991263591862
20,0.5827867356397313
21,0.5837806102820827
22,0.5825365689681117
23,0.5798766518171752
24,0.5768089716309016
25,0.5712070546030248
26,0.5701731174566919
27,0.5697288674620723
28,0.570518643849175
29,0.5701968648056178
30,0.5363609148113501
31,0.53693547570589
32,0.5293705573321906
33,0.5290495881999838
34,0.5289468639532358
35,0.5302572330691738
36,0.5296543783483799
37,0.5298888770579998
38,0.4855452799351858
39,0.4854343383254861
40,0.4856688580634948
41,0.4852017301227951
42,0.4846228882740745
43,0.4740837722328898
44,0.47428968579459196
45,0.4737529034581338
46,0.4738477867074984
47,0.4736665052883038
48,0.4737848026851464
49,0.4512091228143996
50,0.45149182885484934
51,0.45196579434599726
52,0.44721360783943387
53,0.445748681749635
54,0.4457942586984787
55,0.4460695546711587
56,0.4464282748087073
57,0.4459350923429719
58,0.43160936813880674
59,0.431823127606925
60,0.4317846905169557
61,0.4317848291776685
62,0.41307333515169864
63,0.4130870989373278
64,0.41242803678315176
65,0.3764892081704767
66,0.3763587427965208
67,0.37681434375003836
68,0.3766969888466285
69,0.3767498979818371
70,0.37144979727095817
71,0.333574342614096
72,0.32843903438008815
73,0.3269930437356848
74,0.32663366990074183
75,0.32663529822265847
76,0.32661755026750694
77,0.32639988099397665
78,0.3273243419003722
79,0.32493635974508106
80,0.3248834585498729
81,0.3248620515729347
82,0.3249363720488789
83,0.324429113264607
84,0.32444045138275
85,0.3242565330793231
86,0.31440323249771557
87,0.3154112104901044
88,0.31509527771993595
89,0.31491562893536734
90,0.3149238577106911
91,0.31357754806304705
92,0.3136010172250916
93,0.2719933858580349
94,0.26858936231853764
95,0.26879080792843346
96,0.2687484726156887
97,0.26740669300340664
98,0.26671362557052725
99,0.2669051406171331
100,0.24427328530966305
101,0.24428845647993933
102,0.24446281039852727
103,0.24445014707510665
104,0.24441437187263876
105,0.24292097455479325
106,0.2427239561981585
107,0.242524002808776
108,0.23947349709779187
109,0.23773960274083245
110,0.23723320820482777
111,0.23700513449940064
112,0.23682010180514065
113,0.2368860931142856
114,0.23971536303551066
115,0.23972285000166133
116,0.23789617163625243
117,0.23793201782435638
118,0.23707351695012707
119,0.2369604153301747
120,0.23721375461093447
121,0.23570052834567234
122,0.2355801832691847
123,0.2355699469624299
124,0.23198687689845557
125,0.23192687704756235
126,0.23184610113273885
127,0.22781540648465706
128,0.22760810969352746
129,0.22700688954490156
130,0.22366203122695674
131,0.2218728623662392
132,0.2198562415751053
133,0.22023713397469796
134,0.21920222506260667
135,0.21663730704890777
136,0.21646492988404997
137,0.21632735839530434
138,0.21352864175316993
139,0.21350871048885578
140,0.21354982453061006
141,0.21258026298749436
142,0.2125068202572399
143,0.21252824402777964
144,0.2110073573034022
145,0.15612496655057914
146,0.15072262568516215
147,0.15082936560758767
148,0.14800076685846417
149,0.14730857436236663
150,0.14789045394797518
151,0.14714390273632608
152,0.14669470521025682
153,0.14629049201545163
154,0.1456816995955373
155,0.14573762946986876
156,0.14571192677126324
157,0.14145093211183854
158,0.14510346565972726
159,0.1450112817100922
160,0.14439035121688862
161,0.14416220797788604
162,0.14513187927489873
163,0.14509391672887706
164,0.15308147824297885
165,0.15304287113969006
166,0.15299328769396714
167,0.15197873795051806
168,0.1513214497364922
169,0.14686790728819582
170,0.1464829516766319
171,0.1450181891044306
172,0.14479944211176782
173,0.14544084048571843
174,0.1447856682445992
175,0.14504716545844323
176,0.14510039289028623
177,0.14656999848621258
178,0.14664654962935242
179,0.1461966649663899
180,0.14681291508801872
181,0.1428214676982315
182,0.14272044859872096
183,0.14284964221071547
184,0.14300038399593623
185,0.14294044467782338
186,0.14272982931305075
187,0.14300031787696185
188,0.14303702254944697
189,0.14300280175127908
190,0.14233363670955115
191,0.14294907158686754
192,0.14296967657221346
193,0.14295009459666658
194,0.14158444876929252
195,0.1419215268373533
196,0.1418841687976541
197,0.13754396795797838
198,0.13643942664488712
199,0.13526221316753456
200,0.13542380685806876
201,0.13537256479496437
202,0.13544294090675515
203,0.13607110981320208
204,0.13414676289138072
205,0.1339729856560874
206,0.13396441127345282
207,0.13193764376048084
208,0.1315210500404446
209,0.13200668310256414
210,0.12802435108828011
211,0.1280066417941579
212,0.12892511585764851
213,0.12873179676117535
214,0.12655127511394915
215,0.12625486378020973
216,0.12618499402191294
217,0.12457315255449113
218,0.12452821717029364
219,0.12423993266917052
220,0.12425754430113686
221,0.12426798364628604
222,0.12468945682816661
223,0.12464816055725463
224,0.12493297947468011
225,0.12488819870220377
226,0.12406713286913144
227,0.12364153271610041
228,0.12369232217910246
229,0.12374959320875671
230,0.12387140729476905
231,0.12385970064387468
232,0.12389504089858916
233,0.12387124304441621
234,0.12382868044596988
235,0.12336115211924203
236,0.12333707959142992
237,0.1279882474905135
238,0.1277797626140491
239,0.1277880745601264
240,0.1253969782524911
241,0.12559879503555624
242,0.12590375450098043
243,0.12708188424347655
244,0.1264053179250073
245,0.1263830866271071
246,0.12687487662319769
247,0.12685322583144218
248,0.12664170909494812
249,0.1263935150743719
250,0.1263682461987205
251,0.12635503740237605
252,0.12769085755097684
253,0.12820341439872188
254,0.12676581285222452
255,0.12612460583736432
256,0.12473450994385564
257,0.12471461636364353
258,0.126216887548892
259,0.12629942183304618
260,0.1305995311661534
261,0.13060773626191988
262,0.13026588025240438
263,0.13039167237702348
264,0.13040304396397107
265,0.13121753859648327
266,0.1294627002711046
267,0.1294730336965869
268,0.1296682877095339
269,0.1297508003534595
270,0.12973773393303487
271,0.13101193749316714
272,0.13101638844692806
273,0.13087458693101103
274,0.13080777428916834
275,0.13080850057802515
276,0.13197492931826546
277,0.13181399198815213
278,0.13151168967797275
279,0.13151664385585285
280,0.1316336863271386
281,0.13183888237400032
282,0.13233693103589783
283,0.13270570362798845
284,0.13275066996375906
285,0.13274456643139862
286,0.1326642580321814
287,0.1326078629504836
288,0.13262739081546018
289,0.1326246763955218
290,0.13262435823297086
291,0.13304108394413489
292,0.12901781621073757
293,0.12931249081608134
294,0.12930064647174636
295,0.12751756973556747
296,0.12750450738569147
297,0.12752297815096797
298,0.1275417399349702
299,0.12751491735601492
300,0.1275296939405288
301,0.12858990734402517
302,0.1285919328870684
303,0.12615888071322662
304,0.1264802101214652
305,0.12556888384573336
306,0.1256411746739871
307,0.12562283977426908
308,0.12566513562938747
309,0.1261723558511334
