Time(Iteration),EpsilonGreedyLinearBandit,LinUCB,LinTS
0,0.6157385780120923,0.5673478499487757,0.5673478499487757
1,1.213143127796566,1.1725240234068093,1.1725240234068093
2,1.8482318992364355,1.7762963797470117,1.7762963797470117
3,2.3744160021984166,2.25345384527672,2.25345384527672
4,2.8924974742531733,2.693328431190801,2.693328431190801
5,3.5260796857601138,3.361608649493121,3.361608649493121
6,4.024444572795764,3.821545638590549,3.821545638590549
7,4.476694530647636,4.282734322112857,4.282734322112857
8,4.766623365033745,4.904191458174769,4.904191458174769
9,5.271179051742233,5.363973476054613,5.363973476054613
10,5.390877197922767,5.565677304257224,5.440277229956691
11,5.824083816170541,5.684082285411542,5.489953143588508
12,6.282915297524787,5.754605270800477,5.626458739516556
13,6.4792618263587,5.765698761978594,5.712545427373795
14,6.630392496069843,5.775713888234972,5.781153916842063
15,6.810383412370695,5.78572901449135,5.814366400011098
16,7.188737854105125,5.80154239458279,5.906674267083519
17,7.368863344928816,5.827849520478869,5.956098263800336
18,7.662528624488092,5.8352264671325225,5.995007349467918
19,8.202688519852773,5.8452415933889,6.026222378271173
20,8.372956749219643,5.855256719645277,6.060075586677153
21,8.619724049978307,5.88014136337922,6.127930278561401
22,8.89686014884169,5.890156489635598,6.161123883592827
23,9.074244752620732,5.900171615891976,6.162202248514568
24,9.362754982421205,5.910186742148353,6.246207477880592
25,9.672108730385212,5.917563688802007,6.267894042555332
26,9.804248075929204,5.92494063545566,6.275270989208985
27,10.029951475318908,5.932317582109313,6.299776696908727
28,10.179101588706263,5.942332708365691,6.377784248854178
29,10.254963138634738,5.952347834622069,6.404762197572128
30,10.490461301553307,5.962362960878446,6.443158030143065
31,10.805664360448016,5.9697399075321,6.482531047036194
32,10.972427642881252,5.977116854185753,6.53710248312221
33,11.041535719349502,5.984493800839406,6.577746087393744
34,11.163016930528517,5.991870747493059,6.631889973023883
35,11.511502828915718,5.999247694146712,6.687078654775308
36,11.669170065555312,6.006624640800366,6.773353731621796
37,11.88031333038576,6.014001587454019,6.804970546542535
38,12.224321808190057,6.021378534107672,6.8292952908199975
39,12.319274874734877,6.028755480761325,6.875615118586213
40,12.626475989431878,6.036132427414978,6.906636578051933
41,12.695600130890549,6.043509374068632,6.915073011489719
42,12.73454001657986,6.050886320722285,6.946440838291663
43,12.943566364773309,6.0582632673759385,6.981283046542769
44,13.155576883003542,6.0656402140295915,7.078113355681985
45,13.324771593829741,6.073017160683245,7.091344608781331
46,13.539171328541425,6.080394107336899,7.122712435583276
47,13.67299478553089,6.087771053990552,7.162646536081584
48,13.966692936958594,6.095148000644205,7.227801951700206
49,14.03608211484215,6.102524947297858,7.309785563068109
50,14.196523522985808,6.109901893951511,7.351110064248552
51,14.263273907335563,6.117278840605165,7.373225027422649
52,14.408652021690495,6.124655787258818,7.419599443892865
53,14.440768038229724,6.132032733912471,7.5066326671262775
54,14.61247914882162,6.139409680566124,7.516147465485803
55,14.761129738751825,6.146786627219777,7.525662263845328
56,14.949766806867325,6.154163573873431,7.557418619526688
57,15.205398041998441,6.161540520527084,7.581063132338755
58,15.490943800556522,6.168917467180737,7.620651299226644
59,15.617547999385456,6.17629441383439,7.644586126764304
60,15.752817452574414,6.183671360488043,7.660878126404005
61,16.003268451362086,6.191048307141697,7.693060736751268
62,16.013283577618463,6.19842525379535,7.7321054243890845
63,16.02329870387484,6.205802200449003,7.764120372766167
64,16.28505913856231,6.2131791471026565,7.781410251235691
65,16.400258031095042,6.22055609375631,7.80033239823023
66,16.64942296364059,6.2279330404099635,7.820940597983229
67,16.719672208458185,6.235309987063617,7.875223500970902
68,16.859363519254224,6.24268693371727,7.883734865156927
69,17.078767547448784,6.250063880370923,7.931153088083219
70,17.265033438171034,6.257440827024576,7.987960289132232
71,17.38392706056907,6.26481777367823,8.035776326230332
72,17.386565240171794,6.272194720331883,8.079987052221783
73,17.556573922654227,6.279571666985536,8.110542016185153
74,17.72908045788134,6.286948613639189,8.144506613680615
75,17.959320412028625,6.294325560292842,8.186926522751474
76,18.279224049991505,6.301702506946496,8.280518738188357
77,18.4012802110086,6.309079453600149,8.346197877846297
78,18.50121882422597,6.316456400253802,8.41272450996075
79,18.535990660610658,6.323833346907455,8.424834292140607
