Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta,LinTSTheta
0,0.9667331278711538,0.9150794325306977,0.9150794325306977
1,0.9037356985327823,0.869966475668703,0.869966475668703
2,0.8681499363686775,0.8357184403816129,0.8357184403816129
3,0.8325003266432113,0.762495048953264,0.762495048953264
4,0.7924398600254481,0.71478495124216,0.71478495124216
5,0.7443373897377001,0.6946054858135473,0.6946054858135473
6,0.7246224486148435,0.6519005532685449,0.6519005532685449
7,0.6740804994141241,0.6176597785853178,0.6176597785853178
8,0.673998126398987,0.5810024911039433,0.5810024911039433
9,0.6001773012324206,0.5588319806451197,0.5588319806451197
10,0.576739874323735,0.46066836198314187,0.5276474977013182
11,0.5776030903912869,0.40443454293094405,0.5288749295581564
12,0.5348985783396695,0.4041390639198344,0.5272710433967223
13,0.5096518067574244,0.3949926278989676,0.5269845137641985
14,0.5096163532020281,0.39226228982236366,0.5267097109208219
15,0.5090743114743042,0.3909348041463088,0.5261145014879363
16,0.49641114531911856,0.3901065754588906,0.525505093374395
17,0.49110680803680296,0.3885960749320326,0.5256618297402258
18,0.4654158660647786,0.38560473316791183,0.5243987995322683
19,0.4290783708469384,0.38635619276841104,0.5250588788775787
20,0.41597311362406614,0.38739175213398924,0.5257789024847478
21,0.4017061430718166,0.38676049829418085,0.5248030475805363
22,0.39643094046702854,0.38706456172065196,0.5250802908496849
23,0.3946763757570894,0.38617719678604845,0.5246210044926573
24,0.3938186726190756,0.38585688118912176,0.5243080650359151
25,0.3956926833936386,0.3848563877384573,0.5234336032489437
26,0.3737052888070244,0.38568062032508477,0.5238456023976485
27,0.36178942093746463,0.38529215182303994,0.5237479992924329
28,0.3616703363898125,0.38537029010316476,0.5237205173613025
29,0.3453348289506663,0.38584076446391463,0.5238200556302934
30,0.35097560039274256,0.38603331478241504,0.5244875053445075
31,0.34993272115967755,0.3859893503978965,0.5243277790164449
32,0.3460599031956723,0.38641479092050635,0.5245438926299137
33,0.3396706700870461,0.3865366348750866,0.5245417223387556
34,0.3341287989663878,0.3863269165758402,0.5245458882148512
35,0.33706265985141914,0.3862676121769555,0.5245793937424159
36,0.332736236977949,0.3859624484474818,0.5244309078785119
37,0.3304129291509322,0.3861041527920951,0.524641890841169
38,0.33512082370909024,0.38600455395200567,0.5248101890456955
39,0.33749406028143225,0.38628166592804175,0.5251150453079177
40,0.33746596618275576,0.38599520990610936,0.5247280393759473
41,0.3170322382574118,0.38602381070026665,0.524816232706198
42,0.31936881264385725,0.3863036869295047,0.5246767655698277
43,0.3298377765653431,0.3856932042640736,0.5242482579639645
44,0.3262487284590462,0.38570662495639574,0.5241855728051175
45,0.328640634911421,0.3859120670122165,0.5244226492867753
46,0.31884670207381566,0.38572271418962967,0.524330980325421
47,0.31856398035132694,0.38561894657733276,0.5242824172530308
48,0.3116482203370052,0.3860485814439486,0.5245441980972556
49,0.3143131476725291,0.38646947462298964,0.524856183161559
50,0.3071711426489914,0.386859295993502,0.5252048847133027
51,0.30695499826659894,0.3868978521167272,0.5251817461756222
52,0.3084530809175606,0.3864866416979578,0.5249692792227556
53,0.29831952607163115,0.3863844861284906,0.5249771963214116
54,0.30797022371982735,0.38651029397108283,0.5251797719519958
55,0.30198710740138973,0.3861204832213603,0.5247577817260498
56,0.2949471702853025,0.3863817036908578,0.5248484547405313
57,0.2970686703204858,0.3862891872897273,0.5246988639449264
58,0.292901453392416,0.38648521705582034,0.5248384613081555
59,0.2878370762323695,0.38644660829885424,0.5246797371194762
60,0.28856742369387506,0.3864607111936772,0.5246777498002511
61,0.2888207376649155,0.3865487183449955,0.5246509909888426
62,0.2894774242491094,0.3867369867125174,0.524858217128526
63,0.285623828963086,0.38680121576811216,0.5248628511738712
64,0.28146146411307316,0.3868453527436487,0.5247755751448968
65,0.2811866571051619,0.3870825100659726,0.5249300090874804
66,0.2812551925399981,0.38724043534200536,0.5248324688453062
67,0.2868030273697357,0.387044802657563,0.5246219717623408
68,0.2912666203759708,0.38684255955472713,0.5244933544000607
69,0.2907275119722065,0.3868709994764091,0.5244881401134174
70,0.29196094224133623,0.38719567836253044,0.5246478280902739
71,0.29336132715922336,0.3869102970948547,0.5245748230019511
72,0.28735539323683723,0.3868632700531139,0.5245622695023171
73,0.27704331163558604,0.38692152343813807,0.5245128159716028
74,0.27874570195982856,0.3869700418169807,0.5245536222416242
75,0.27956333296922536,0.3868656910407716,0.5244887754601828
76,0.27827483568490397,0.38655825889479034,0.5244037198769087
77,0.27661944519421267,0.38645086074602847,0.5243149151652777
78,0.27546835083215676,0.3865690741315685,0.5244008538380452
79,0.2755837793171483,0.38648762205657106,0.5245004489317007
80,0.2586531127054282,0.38646488863121553,0.5244773262636209
