Time(Iteration),UppperConfidenceBound,ThompsonSampling,PHE
0,0.471648080055857,0.471648080055857,0.471648080055857
1,0.9306635248515661,0.9306635248515661,0.9306635248515661
2,1.3100151525126722,1.3100151525126722,1.3100151525126722
3,1.7734412596174447,1.7734412596174447,1.7734412596174447
4,2.2975593699534986,2.2975593699534986,2.2975593699534986
5,2.779685752549436,2.779685752549436,2.779685752549436
6,3.2475403524268875,3.2475403524268875,3.2475403524268875
7,3.6862433520556217,3.6862433520556217,3.6862433520556217
8,4.12224371453726,4.12224371453726,4.12224371453726
9,4.676226777672957,4.676226777672957,4.676226777672957
10,5.071895138005436,5.199734731996682,5.071895138005436
11,5.634434624464399,5.469028859550944,5.634434624464399
12,5.981555103232251,5.977821384234452,5.981555103232251
13,6.197201869939173,6.208656844730633,6.197201869939173
14,6.2494538919763505,6.282605897521105,6.2494538919763505
15,6.277039447847827,6.347765124288434,6.277039447847827
16,6.432507979557643,6.4490364229452535,6.432507979557643
17,6.48476000159482,6.546053438854824,6.48476000159482
18,6.594828020323876,6.601620362462205,6.594828020323876
19,6.633813276885405,6.607449814483066,6.633813276885405
20,6.638390245885961,6.668598492319765,6.638390245885961
21,6.646463028171915,6.67200864195259,6.646463028171915
22,6.651989466104153,6.682197712537958,6.651989466104153
23,6.657447968237966,6.6923188473249,6.657447968237966
24,6.679801228441501,6.703217132736976,6.679801228441501
25,6.705377914463997,6.768823069629247,6.705377914463997
26,6.75714805373403,6.772165283463646,6.75714805373403
27,6.832595388656259,6.81437570965443,6.832595388656259
28,6.8788838806679795,6.829025013424866,6.8788838806679795
29,7.018309128490155,6.963357676275055,7.018309128490155
30,7.030088368698889,7.018163657625346,7.030088368698889
31,7.032204656998303,7.065486551031692,7.032204656998303
32,7.062273849688301,7.113330334943453,7.062273849688301
33,7.111935964326551,7.170898628679562,7.111935964326551
34,7.111935964326551,7.194160933524037,7.111935964326551
35,7.179167209971982,7.1988235661771665,7.179167209971982
36,7.190622184763441,7.2046530181980275,7.190622184763441
37,7.231376399301718,7.325278061926369,7.231376399301718
38,7.236834901435531,7.325278061926369,7.236834901435531
39,7.277391119619699,7.3374702086718555,7.277391119619699
40,7.282917557551937,7.340812422506255,7.282917557551937
41,7.34272236468004,7.359102374987519,7.34272236468004
42,7.396092586524039,7.36876532689684,7.396092586524039
43,7.406990871936114,7.36876532689684,7.406990871936114
44,7.441732607334552,7.4101727711085275,7.441732607334552
45,7.441732607334552,7.4101727711085275,7.441732607334552
46,7.453511847543287,7.438662144000152,7.453511847543287
47,7.466810723167723,7.458582235010228,7.466810723167723
48,7.468927011467136,7.458582235010228,7.468927011467136
49,7.493138785243294,7.458582235010228,7.493138785243294
50,7.561703914267062,7.458582235010228,7.561703914267062
51,7.565046128101462,7.458582235010228,7.565046128101462
52,7.570504630235274,7.460698523309641,7.570504630235274
53,7.575963132369087,7.460698523309641,7.575963132369087
54,7.5804721655712175,7.460698523309641,7.5804721655712175
55,7.589340817337854,7.4628148116090545,7.589340817337854
56,7.593849850539985,7.4628148116090545,7.593849850539985
57,7.595966138839398,7.51491778633825,7.595966138839398
58,7.601424640973211,7.516084605705982,7.601424640973211
59,7.603540929272624,7.517251425073712,7.603540929272624
60,7.605657217572038,7.518418244441444,7.605657217572038
61,7.607773505871451,7.519585063809174,7.607773505871451
62,7.609889794170864,7.520751883176905,7.609889794170864
63,7.612006082470278,7.521918702544636,7.612006082470278
64,7.6174645846040905,7.523085521912367,7.6174645846040905
65,7.619580872903503,7.524252341280098,7.619580872903503
66,7.621697161202917,7.525419160647829,7.621697161202917
67,7.639688678807753,7.529928193849959,7.639688678807753
68,7.643030892642152,7.53109501321769,7.643030892642152
69,7.643030892642152,7.541043829698083,7.643030892642152
70,7.643030892642152,7.545552862900213,7.643030892642152
71,7.643030892642152,7.546719682267944,7.643030892642152
72,7.651812889754813,7.551228715470074,7.651812889754813
73,7.651812889754813,7.552395534837805,7.651812889754813
74,7.651812889754813,7.553562354205536,7.651812889754813
75,7.651812889754813,7.554729173573267,7.651812889754813
76,7.651812889754813,7.555895992940998,7.651812889754813
77,7.651812889754813,7.557062812308729,7.651812889754813
78,7.651812889754813,7.5582296316764594,7.651812889754813
79,7.655223039387638,7.559396451044191,7.655223039387638
80,7.668296140929785,7.560563270411921,7.668296140929785
81,7.668296140929785,7.561730089779653,7.668296140929785
82,7.715156425255659,7.562896909147383,7.715156425255659
83,7.765498856552732,7.614406159812188,7.765498856552732
84,7.780958255436417,7.615572979179919,7.780958255436417
85,7.784300469270816,7.61673979854765,7.784300469270816
86,7.784300469270816,7.617906617915381,7.784300469270816
87,7.784300469270816,7.619073437283111,7.784300469270816
88,7.784300469270816,7.620240256650843,7.784300469270816
89,7.784300469270816,7.632862050810033,7.784300469270816
90,7.784300469270816,7.6443170256014925,7.784300469270816
91,7.784300469270816,7.656434210650778,7.784300469270816
92,7.784300469270816,7.657601030018509,7.784300469270816
93,7.784300469270816,7.65876784938624,7.784300469270816
94,7.784300469270816,7.659934668753971,7.784300469270816
95,7.784300469270816,7.661101488121702,7.784300469270816
96,7.784300469270816,7.662268307489432,7.784300469270816
97,7.784300469270816,7.675567183113868,7.784300469270816
98,7.784300469270816,7.675567183113868,7.784300469270816
99,7.784300469270816,7.675567183113868,7.784300469270816
