Time(Iteration),EpsilonGreedyLinearBandit,LinUCB,LinTS
0,0.5331734943018551,0.43670766732276434,0.43670766732276434
1,1.192651815620196,0.9728581301378594,0.9728581301378594
2,1.8589621008284933,1.5224819691119493,1.5224819691119493
3,2.4261779044743847,2.0481859026051112,2.0481859026051112
4,2.736614196511763,2.557584349927913,2.557584349927913
5,2.8975213833988462,3.0755402944880643,3.0755402944880643
6,3.2725810283758547,3.7681283575051716,3.7681283575051716
7,3.5632789044726016,4.377422970509953,4.377422970509953
8,3.90592100905439,4.95950140081826,4.95950140081826
9,4.091917682359172,5.4084530230909325,5.4084530230909325
10,4.506797064134209,5.512546568160225,5.484327206581926
11,4.933394399985361,5.771309206211497,5.544090268624254
12,5.1745709096173504,5.869132723624884,5.597696534467963
13,5.244912461349079,5.975343354791924,5.642313270501246
14,5.677774138647044,6.0285900873160525,5.686930006534528
15,5.85440479467168,6.065187367844546,5.73154674256781
16,6.171759103215434,6.082309536083043,5.7761634786010925
17,6.415561772295019,6.125960632187846,5.820780214634374
18,6.688579824990873,6.133846944045333,5.851832308005695
19,6.808625173344036,6.135822786274785,5.875952796018057
20,7.093085282844916,6.144038234724269,5.899118577531891
21,7.204406453761091,6.150273876781908,5.922284359045725
22,7.378135655340991,6.15224971901136,5.941190340731372
23,7.528715110053247,6.154225561240812,5.960096322417018
24,7.60303201637011,6.156201403470265,5.979002304102664
25,8.02720929698292,6.158177245699717,5.997908285788311
26,8.200450468804002,6.160153087929169,6.016814267473957
27,8.384791338927155,6.162128930158621,6.035720249159604
28,8.75064336633664,6.1641047723880735,6.054626230845249
29,8.961560170049946,6.166080614617526,6.073532212530896
30,9.17195977315971,6.168056456846978,6.092438194216543
31,9.386320181775258,6.17003229907643,6.111344175902189
32,9.400665392351392,6.1720081413058825,6.130250157587835
33,9.558233306022275,6.173983983535335,6.149156139273481
34,9.848548952962101,6.175959825764787,6.168062120959128
35,9.990869637380971,6.177935667994239,6.186968102644775
36,10.165859892516462,6.1799115102236915,6.2058740843304205
37,10.245091425845276,6.181887352453144,6.224780066016067
38,10.561957005144922,6.183863194682596,6.243686047701713
39,10.672678169606298,6.185839036912048,6.26259202938736
40,10.919631098232275,6.1878148791415,6.2814980110730065
41,10.938628508958645,6.189790721370953,6.300403992758652
42,11.053995820948348,6.191766563600405,6.319309974444299
43,11.109243661145623,6.193742405829857,6.338215956129945
44,11.309240956413237,6.195718248059309,6.357121937815592
45,11.430147955649883,6.197694090288762,6.376027919501238
46,11.857894345579151,6.199669932518214,6.394933901186884
47,12.196896003528328,6.201645774747666,6.41383988287253
48,12.25617455601121,6.203621616977118,6.432745864558176
49,12.611079502263081,6.205597459206571,6.451651846243822
50,12.771994804750642,6.207573301436023,6.470557827929467
51,13.111540893538594,6.209549143665475,6.4894638096151125
52,13.308146252098217,6.211524985894927,6.508369791300758
53,13.49124094005327,6.2135008281243795,6.527275772986404
54,13.657947305254861,6.215476670353832,6.54618175467205
55,13.944710589786231,6.217452512583284,6.565087736357695
56,14.20698928153665,6.219428354812736,6.583993718043341
57,14.418303580019032,6.2214041970421885,6.602899699728987
58,14.702017056823152,6.223380039271641,6.621805681414632
59,14.859303092761573,6.225355881501093,6.640711663100278
60,15.126816435064745,6.227331723730545,6.659617644785923
61,15.252094900528533,6.2293075659599975,6.678523626471569
62,15.580602538036212,6.23128340818945,6.697429608157215
63,15.782053226353941,6.233259250418902,6.716335589842861
64,16.091113649448793,6.235235092648354,6.7352415715285066
65,16.325810141887555,6.237210934877806,6.7541475532141515
66,16.673587179665468,6.239186777107259,6.773053534899797
67,16.801441799117868,6.241162619336711,6.791959516585443
68,16.85440812629867,6.243138461566163,6.810865498271089
69,17.021312573703966,6.245114303795615,6.829771479956735
70,17.117670056702956,6.247090146025068,6.84867746164238
71,17.279752401847123,6.24906598825452,6.867583443328026
72,17.291036394809375,6.251041830483972,6.8864894250136715
73,17.429779965303098,6.253017672713424,6.905395406699317
74,17.588670662505194,6.254993514942877,6.924301388384963
75,17.64339581404927,6.256969357172329,6.943207370070608
76,17.80778450914213,6.258945199401781,6.962113351756254
77,18.12551846917356,6.260921041631233,6.9810193334419
78,18.436315493501958,6.2628968838606855,6.999925315127546
79,18.521639033361353,6.264872726090138,7.018831296813191
80,18.579933047191425,6.26684856831959,7.037737278498836
81,18.758497795189687,6.268824410549042,7.056643260184482
82,18.83912268917242,6.2708002527784945,7.075549241870128
83,18.98743047345416,6.272776095007947,7.094455223555774
84,18.990301851284833,6.274751937237399,7.11336120524142
85,19.060774761861147,6.276727779466851,7.132267186927065
86,19.079983240804403,6.2787036216963035,7.1511731686127105
87,19.229204066819545,6.280679463925756,7.170079150298356
88,19.347049412117478,6.282655306155208,7.188985131984002
89,19.55006089824069,6.28463114838466,7.207891113669648
90,19.64243972060899,6.286606990614112,7.226797095355293
91,19.78771893126794,6.288582832843565,7.245703077040939
92,19.972388261069476,6.290558675073017,7.264609058726585
93,20.09771893279221,6.292534517302469,7.28351504041223
94,20.132587851684583,6.294510359531921,7.302421022097876
95,20.183926180481553,6.296486201761374,7.321327003783521
96,20.186797558312225,6.298462043990826,7.340232985469167
97,20.189668936142898,6.300437886220278,7.359138967154813
98,20.296278902492027,6.30241372844973,7.378044948840459
99,20.50113389183762,6.304389570679183,7.3969509305261045
100,20.698035577532707,6.306365412908635,7.4158569122117495
101,20.759539469954436,6.308341255138087,7.434762893897395
102,20.922261512125147,6.310317097367539,7.453668875583041
103,21.093089128656402,6.312292939596992,7.472574857268687
104,21.347012839980678,6.314268781826444,7.491480838954333
105,21.479867999248263,6.316244624055896,7.510386820639978
106,21.563657165696146,6.318220466285348,7.529292802325624
107,21.581071209080108,6.3201963085148005,7.548198784011269
108,22.04951563851124,6.322172150744253,7.567104765696915
109,22.231800861868084,6.324147992973705,7.586010747382561
110,22.234672239698757,6.326123835203157,7.604916729068206
111,22.26234032950361,6.3280996774326095,7.623822710753852
112,22.39076757516769,6.330075519662062,7.642728692439498
113,22.431611129957076,6.332051361891514,7.6616346741251435
114,22.51232484239491,6.334027204120966,7.680540655810789
115,22.558541035086385,6.336003046350418,7.699446637496434
116,22.612748541568774,6.337978888579871,7.71835261918208
117,22.721314356787225,6.339954730809323,7.737258600867726
118,22.925042048936536,6.341930573038775,7.756164582553372
119,23.058285334767977,6.343906415268227,7.775070564239018
120,23.171109972300602,6.34588225749768,7.793976545924663
121,23.27825467706406,6.347858099727132,7.812882527610308
122,23.28112605489473,6.349833941956584,7.831788509295954
123,23.29642597196939,6.351809784186036,7.8506944909816
124,23.338636727327536,6.353785626415489,7.869600472667246
125,23.412755184188494,6.355761468644941,7.888506454352891
