Time(Iteration),UppperConfidenceBound,ThompsonSampling,PHE
0,0.636950482835881,0.636950482835881,0.636950482835881
1,1.0805461256570994,1.0805461256570994,1.0805461256570994
2,1.5716581948598922,1.5716581948598922,1.5716581948598922
3,2.2218344919267867,2.2218344919267867,2.2218344919267867
4,2.7440958247187215,2.7440958247187215,2.7440958247187215
5,3.0974856314006836,3.0974856314006836,3.0974856314006836
6,3.6082546542740617,3.6082546542740617,3.6082546542740617
7,3.895371021393383,3.895371021393383,3.895371021393383
8,4.330458684373112,4.330458684373112,4.330458684373112
9,4.850092283368486,4.850092283368486,4.850092283368486
10,5.2236267690264695,5.373409674014897,5.115816733589096
11,5.8032969463782145,5.848337891296813,5.328561645802649
12,6.055426914292122,6.107849675877775,5.626796056930319
13,6.272038860626008,6.2876448645409635,5.77410083176334
14,6.3540532468101905,6.3540532468101905,5.963697157671081
15,6.4692474965397535,6.414834233153444,6.099349094799642
16,6.503044013538064,6.424307840982657,6.244422291721166
17,6.532489787448024,6.453753614892617,6.317589569855587
18,6.5605383469966085,6.494262912419008,6.381348109933831
19,6.5980337983653,6.531988275851911,6.491497919515216
20,6.6568928343950216,6.580555145206185,6.629333618471445
21,6.6950775372994356,6.580714535191078,6.689689358769643
22,6.7629725499606845,6.58087392517597,6.763202102180321
23,6.788835742202298,6.58087392517597,6.82117268073773
24,6.818008097139978,6.65315548979771,6.855348389035051
25,6.870845357082052,6.679713413494602,6.90400474974814
26,6.870845357082052,6.756089271056313,6.926308173986362
27,6.880704860198759,6.7622928952024965,6.951882011160196
28,6.90796098057843,6.831890478166049,6.9860577194575155
29,6.910894191789003,6.841364085995262,7.005587322470058
30,6.980491774752556,6.845292932429855,7.0251169254826
31,6.983265595978237,6.849267591370163,7.044646528495141
32,6.983265595978237,6.852200802580737,7.064176131507684
33,7.031349741516458,6.867006297850407,7.083705734520225
34,7.037938831697554,6.867165687835301,7.103235337532768
35,7.059528186298825,6.8767986856494066,7.122764940545309
36,7.062461397509398,6.890643924860669,7.142294543557851
37,7.068505631670689,6.899215393724492,7.161824146570393
38,7.108387853918806,6.905419017870676,7.181353749582935
39,7.111161675144487,6.905578407855569,7.200883352595477
40,7.1113210651293794,6.909553066795877,7.220412955608019
41,7.120794672958593,6.916301546961866,7.239942558620561
42,7.127497340618866,6.959788882576571,7.259472161633103
43,7.153617780966092,6.959948272561464,7.279001764645645
44,7.159662015127384,6.960107662546356,7.298531367658187
45,7.1624358363530645,6.960267052531249,7.318060970670729
46,7.1653690475636385,6.960426442516142,7.33759057368327
