Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta,LinTSTheta,LinPHETheta
0,0.9527818664660499,0.9527974931574212,0.9524749328053795,0.9527974931574212
1,0.8933230469762552,0.8969686988796486,0.8958289110435247,0.8436625479190498
2,0.8465377177150242,0.8854097265163977,0.8881800407611765,0.7990688105585905
3,0.8149204903184406,0.8230182565110592,0.8307752457981916,0.7593870962932917
4,0.7309087890219234,0.7981902020071577,0.8096238050056813,0.721740054206199
5,0.7054497491255929,0.7457148073822775,0.7591663950601915,0.6683688803649221
6,0.69530222576361,0.6877950811306539,0.7440742559680149,0.6653334550462109
7,0.6879567540252081,0.645698037766761,0.708918571237422,0.6137078336253954
8,0.6712838067605164,0.580182853664728,0.6753924229993284,0.570181601160498
9,0.6644060492632959,0.5370832671359669,0.6331653123436487,0.4969759557043328
10,0.6615061427299355,0.5295464958709392,0.6127234970042996,0.46968597063760786
11,0.587769957324988,0.47513742987844276,0.6576196810896635,0.4705952868808317
12,0.5838797123791692,0.4534736165929584,0.6469293041752852,0.4627425409158719
13,0.5580250494725469,0.43844772747009086,0.6481110971309302,0.4528271232879507
14,0.534509728712991,0.45309172856120694,0.6557215573205459,0.41294215166193116
15,0.5270094115305607,0.4501408467797957,0.661281440849691,0.4052373135874826
16,0.5278063167736344,0.44066472230168185,0.6634986246334853,0.39542836801328457
17,0.5198694477851291,0.44093800917992193,0.6597316790678944,0.3547780885236872
18,0.49660865321877,0.4417498473622786,0.6607454889081579,0.3462362532571295
19,0.4675150733527936,0.43551329148550194,0.6619550318300071,0.3281938234291888
20,0.4638884507809415,0.43936144896783047,0.6591734639836886,0.2999521972416183
21,0.4681749674694308,0.43414746283250566,0.6815305525653219,0.29130134738769636
22,0.45062874825394345,0.4353413348183047,0.6777022811451645,0.28079092295146496
23,0.43274450444962875,0.4341305579599011,0.67625007372287,0.27526057676924715
24,0.41708846367106933,0.4294923956430544,0.676226028381681,0.2673349752093698
25,0.40891327621446505,0.42854987337604156,0.6729818806098857,0.27177699183539916
26,0.4137906696070158,0.4274722487093765,0.6736817275120274,0.2744968635108062
27,0.41100281803578803,0.42793207837574,0.6708702574298714,0.27341546822218915
28,0.41442824762189634,0.4281332058181147,0.6742616711470206,0.2733466113549766
29,0.42187929815819825,0.4289395830196951,0.6779298443792985,0.27673164766955033
30,0.4160334846159823,0.4151407004410276,0.6794400265531305,0.276305668719924
31,0.38519383772858024,0.41497526347669406,0.6762594740514536,0.27281119310022195
32,0.3478988165096013,0.4136474983368374,0.6754004601977381,0.27117093140906967
33,0.3538024714675463,0.41322331944124785,0.6744216802359654,0.2728392304607144
34,0.3539603209118407,0.40988674921852386,0.6704037870468952,0.2722779350977098
35,0.3522752371461201,0.40982111653954867,0.6710568434266093,0.2744401083041023
36,0.3503427081202328,0.41126467676538114,0.6743732456341853,0.27415584445580726
37,0.34173089060093487,0.40981000169228887,0.6755741274696779,0.2740785496172057
38,0.33261378305761047,0.408421414689032,0.6738117126301283,0.27400192677961177
39,0.3373062543634716,0.40854772927512367,0.6742499758972339,0.27324146963313367
40,0.3426303144604303,0.4078944422462385,0.6727264564993394,0.2729705122429587
