Time(Iteration),EpsilonGreedyLinearBandit,LinUCB,LinTS
41,11.207129957633306,6.382106392020653,6.141654689419038
42,11.22479078936271,6.389006245449539,6.149201805466044
43,11.409300415025061,6.3959060988784255,6.156748921513048
44,11.652569171542511,6.402805952307313,6.164296037560054
45,11.815734140096524,6.409705805736199,6.171843153607059
46,11.893726143507882,6.416605659165086,6.179390269654064
47,12.059674008572324,6.422744495413591,6.18693738570107
48,12.24601007686206,6.429644348842477,6.194484501748074
49,12.575670395286602,6.436544202271364,6.20203161779508
50,12.688280124196153,6.44344405570025,6.2095787338420845
51,12.96214408386661,6.450343909129137,6.21712584988909
52,12.97902817547482,6.452207554326523,6.2246729659360955
53,13.099378563078352,6.459107407755409,6.2322200819831
54,13.260192946130207,6.466007261184297,6.239767198030106
55,13.391044804868411,6.472907114613183,6.24731431407711
56,13.528266211814332,6.47980696804207,6.254861430124117
57,13.662415527757172,6.486706821470956,6.262408546171121
58,13.820785027211453,6.4936066748998424,6.269955662218127
59,13.997667451336048,6.50050652832873,6.2775027782651325
60,14.096969161342457,6.507406381757616,6.285049894312137
61,14.246148669351768,6.514306235186503,6.292597010359143
62,14.517597216072309,6.521206088615389,6.300144126406147
63,14.5973957687429,6.5281059420442755,6.307691242453153
64,14.690487512581342,6.535005795473163,6.315238358500158
65,14.754263282902027,6.541905648902049,6.322785474547163
66,15.076878165808285,6.548805502330936,6.3303325905941685
67,15.197407559303107,6.555705355759822,6.337879706641173
68,15.25785436426455,6.562605209188709,6.345426822688179
69,15.33947872331844,6.569505062617596,6.352973938735184
70,15.510970346344049,6.576404916046482,6.360521054782189
71,15.67642887719577,6.583304769475369,6.368068170829194
72,15.790783122569994,6.590204622904255,6.375615286876199
73,16.024600562317367,6.597104476333142,6.383162402923205
74,16.127080677682105,6.604004329762029,6.39070951897021
75,16.29743055998635,6.610904183190915,6.398256635017215
76,16.65362147810804,6.617804036619802,6.405803751064221
77,16.695422864050855,6.624703890048688,6.413350867111227
78,16.754039844043696,6.638048231507577,6.420897983158232
79,16.81673272610258,6.6449480849364635,6.428445099205239
80,16.968050509028647,6.65184793836535,6.435992215252244
81,17.190706933140415,6.658747791794236,6.443539331299251
82,17.204873160107073,6.665647645223123,6.451086447346256
83,17.441495446168503,6.67254749865201,6.458633563393262
84,17.499347721191988,6.679447352080897,6.466180679440268
85,17.648577832839372,6.686347205509783,6.473727795487274
86,17.7148015680599,6.6932470589386694,6.48127491153428
87,17.816267442029744,6.700146912367556,6.488822027581286
88,17.888652795051527,6.707046765796443,6.496369143628291
89,18.1233898002958,6.71394661922533,6.5039162596752975
90,18.347807998709154,6.720846472654216,6.511463375722303
91,18.653430841047456,6.7277463260831025,6.5190104917693095
92,18.733913508265776,6.734646179511989,6.526557607816315
93,18.74807973523243,6.740004429472125,6.5341047238633205
94,19.059480297580382,6.746904282901012,6.541651839910327
95,19.123551376442265,6.753043119149517,6.5491989559573325
96,19.36296341952403,6.754906764346903,6.556746072004339
97,19.49373128427329,6.7567704095442895,6.564293188051344
98,19.634387438220863,6.758634054741675,6.57184030409835
99,19.828146226280424,6.760497699939061,6.579387420145356
100,19.919541673130187,6.762361345136448,6.586934536192362
101,20.047000834923118,6.764224990333834,6.594481652239368
102,20.250924841454523,6.76608863553122,6.602028768286374
103,20.300726739067503,6.767952280728606,6.609575884333379
104,20.629612262185354,6.769815925925992,6.617123000380386
105,20.73694227253543,6.771679571123379,6.624670116427391
106,20.74943353106351,6.773543216320765,6.632217232474398
107,20.80313163428346,6.775406861518151,6.639764348521403
108,20.889217707752966,6.777270506715537,6.647311464568409
109,21.2996328130967,6.779134151912923,6.654858580615415
110,21.604199725813054,6.7809977971103095,6.662405696662421
111,21.69997404411306,6.782861442307696,6.669952812709427
112,21.748468713589354,6.784725087505082,6.677499928756433
113,21.888242410541846,6.786588732702468,6.685047044803438
114,21.889901656039612,6.788452377899854,6.692594160850445
115,22.061502284741405,6.79031602309724,6.70014127689745
116,22.127041966765805,6.792179668294627,6.707688392944457
117,22.321022062576027,6.794043313492013,6.715235508991462
118,22.419535575369476,6.7959069586893985,6.722782625038468
119,22.44007627213421,6.797770603886785,6.730329741085474
120,22.441735517631976,6.799634249084171,6.73787685713248
121,22.504929399919774,6.801497894281558,6.745423973179486
122,22.50658864541754,6.803361539478944,6.752971089226492
123,22.691086853611854,6.805225184676329,6.760518205273497
124,22.783786797024774,6.807088829873716,6.7680653213205035
125,22.787691640159842,6.808952475071102,6.775612437367509
126,22.891914540455687,6.8108161202684885,6.7831595534145155
127,22.938396507922878,6.812679765465875,6.790706669461521
128,23.050812030775024,6.81454341066326,6.7982537855085265
129,23.23163858572105,6.816407055860647,6.805800901555533
130,23.32708880057738,6.818270701058033,6.8133480176025385
131,23.381754883260978,6.820134346255419,6.820895133649545
132,23.516362044852077,6.821997991452806,6.8284422496965504
133,23.518021290349843,6.823861636650191,6.835989365743556
134,23.72381435004121,6.8257252818475775,6.843536481790562
135,23.96537430751544,6.827588927044964,6.851083597837568
136,24.035833762079868,6.82945257224235,6.858630713884574
137,24.130294029986082,6.831316217439737,6.86617782993158
138,24.13195327548385,6.833179862637122,6.873724945978585
139,24.23004210005535,6.835043507834508,6.881272062025592
140,24.37313478801135,6.836907153031895,6.888819178072597
141,24.48247033975266,6.838770798229281,6.896366294119604
142,24.624677977083227,6.8406344434266675,6.903913410166609
143,24.676032093474554,6.842498088624053,6.911460526213615
144,24.767982665203046,6.844361733821439,6.919007642260621
145,24.886412666250266,6.846225379018826,6.926554758307627
146,24.954592751699316,6.848089024216212,6.934101874354633
147,25.161751135710666,6.849952669413598,6.941648990401639
148,25.32168766464968,6.851816314610984,6.949196106448644
149,25.486290529027997,6.85367995980837,6.956743222495651
150,25.700574261573024,6.8555436050057565,6.964290338542656
151,25.99108576250631,6.857407250203143,6.971837454589663
152,26.127986047632948,6.859270895400529,6.979384570636668
153,26.238428462339584,6.861134540597915,6.986931686683674
154,26.27426356928269,6.862998185795301,6.99447880273068
155,26.414249315439037,6.864861830992687,7.002025918777686
156,26.496280195175267,6.866725476190074,7.009573034824692
157,26.680931554789186,6.86858912138746,7.017120150871698
158,26.848132358379644,6.870452766584846,7.024667266918703
159,26.90502709508014,6.872316411782232,7.0322143829657096
160,27.008898531297,6.874180056979618,7.039761499012715
161,27.16782513591079,6.876043702177005,7.0473086150597215
162,27.21631980538708,6.877907347374391,7.054855731106727
163,27.35676371313221,6.8797709925717765,7.062402847153733
164,27.452680300903825,6.881634637769163,7.069949963200739
165,27.57077670391315,6.883498282966549,7.0774970792477445
166,27.693658817988585,6.8853619281639356,7.085044195294751
167,27.830384936092305,6.887225573361322,7.0925913113417565
168,27.832044181590067,6.889089218558707,7.100138427388762
169,28.063382419788002,6.890952863756094,7.107685543435768
170,28.158456639076377,6.89281650895348,7.115232659482774
171,28.269070452875734,6.894680154150866,7.12277977552978
172,28.426646272713175,6.896543799348253,7.130326891576786
173,28.64285797222942,6.898407444545638,7.137874007623791
174,28.681387692025133,6.900271089743025,7.145421123670798
175,28.689510698703145,6.902134734940411,7.152968239717803
176,28.83319533408802,6.903998380137797,7.16051535576481
177,29.01527270710087,6.905862025335184,7.168062471811815
178,29.016931952598632,6.907725670532569,7.175609587858821
179,29.321895615308158,6.9095893157299555,7.183156703905827
180,29.60680243027462,6.911452960927342,7.190703819952833
181,29.761453670360986,6.913316606124728,7.198250935999839
182,30.03179633209222,6.915180251322115,7.205798052046845
183,30.07053644667594,6.9170438965195,7.21334516809385
184,30.160909664374287,6.918907541716886,7.220892284140857
185,30.346092139597225,6.920771186914273,7.228439400187862
186,30.46729356939833,6.922634832111659,7.235986516234869
187,30.746320404520826,6.924498477309045,7.243533632281874
188,30.74797965001859,6.926362122506431,7.25108074832888
189,30.876552233606105,6.928225767703817,7.258627864375886
190,30.94334325581312,6.930089412901204,7.266174980422892
191,31.021544621069467,6.93195305809859,7.273722096469898
192,31.19270955058122,6.933816703295976,7.281269212516904
193,31.27648616715036,6.935680348493362,7.288816328563909
194,31.33266034520908,6.937543993690748,7.296363444610916
195,31.560339359663164,6.9394076388881345,7.303910560657921
196,31.6139417771394,6.941271284085521,7.3114576767049275
197,31.6183482907148,6.943134929282907,7.319004792751933
198,31.79687699275533,6.944998574480293,7.326551908798939
199,31.9334321738438,6.946862219677679,7.334099024845945
