Time(Iteration),EpsilonGreedyLinearBandit,LinUCB,LinTS,LinPHE
0,0.45625319260056596,0.5445429322827519,0.5445429322827519,0.5445429322827519
1,0.9071965286288327,1.4087435396785388,1.4087435396785388,1.4087435396785388
2,1.348061100809506,2.2035848968545717,2.2035848968545717,2.2035848968545717
3,1.943324676543312,2.8667657776620126,2.8667657776620126,2.8667657776620126
4,2.339375646740619,3.545877648090786,3.545877648090786,3.545877648090786
5,2.765561337103502,4.063208007326375,4.063208007326375,4.063208007326375
6,3.1547662654446538,4.5398177602786,4.5398177602786,4.5398177602786
7,3.5573070013128474,5.125761440412983,5.125761440412983,5.125761440412983
8,3.7576555090073205,5.773936992504001,5.773936992504001,5.773936992504001
9,4.047345286161886,6.361834251015068,6.361834251015068,6.361834251015068
