Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound
0,0.32233408885917925,0.39994355136850673,0.39655995591607895
1,0.6881873624531097,0.7191129577381875,0.8680658448314315
2,1.1007067232170118,1.0114228116103612,1.1036638113419492
3,1.408468772778896,1.3195819707210477,1.4365384342257375
4,1.7969872607092037,1.613772941805116,1.8266063500913525
5,2.053401220608884,1.9205146846640369,2.1245447586670183
6,2.347778077860222,2.258712872588272,2.554036472800346
7,2.649872073577511,2.6499906133235225,2.9643388501386845
8,2.913480238382678,3.0453028361477332,3.3912260861404833
9,3.2841591633586598,3.2426921516841434,3.763261892075947
10,3.610258590843788,3.456884598402277,4.075472500592028
11,3.92362295968496,3.684198739384822,4.464254681007651
12,4.245636650735031,3.9270000414006025,4.972950260863789
13,4.413971000936917,4.104002483565463,5.417635812613121
14,4.698478181702173,4.40082645364051,5.7405048695175225
15,4.93821968036657,4.67490223440487,6.20003749073865
16,5.183974439036207,4.9330904724262234,6.583070889349861
17,5.424037993312401,5.227863689398399,6.892778406810288
18,5.588983468967128,5.435412352938427,7.249640918172071
19,5.792050483519765,5.65395196687685,7.818417517989628
20,5.8604785945570566,5.874967358854864,8.208823189815535
21,6.102431791249179,6.084058623360266,8.578379658750574
22,6.17085990228647,6.222048403905289,8.99409931960754
23,6.2923927587738655,6.420869787339953,9.358285212441025
24,6.534557042584444,6.6377914324741125,9.73302643539537
25,6.642125588236321,6.826063859763844,10.15753734947208
26,6.828995561157393,7.043579588864972,10.55309791289696
27,7.022699092102258,7.2908703954448715,10.946985375898837
28,7.083871987664336,7.507025271631124,11.340303284450986
29,7.313823043795762,7.699802721590727,11.73944379732566
30,7.421428242459918,8.053242730004499,12.20087021324217
31,7.708455674966447,8.263480185915936,12.591636902254205
32,8.011294436667404,8.38525443902514,12.936876873873578
33,8.175750213310462,8.578112684241043,13.321638334467863
34,8.384619791281013,8.846348444991282,13.805603214334472
35,8.470203027284235,8.96791571628092,14.163022243356835
36,8.709336087805438,9.099988733447073,14.562583637008945
37,8.873338627617954,9.398885269134079,14.920273595501234
38,8.98699486353257,9.580224817392072,15.346385989134735
39,9.158353972034636,9.729600463588685,15.762531339421624
40,9.281114356133362,9.900808685325815,16.03658477724222
41,9.338817931071944,9.989460399809445,16.505251781543027
42,9.461753997956194,10.215410457122818,16.833512326782703
43,9.70171092878488,10.387731472471867,17.17457061395228
44,9.786178049560636,10.607752433381316,17.569800529579407
45,10.012220964140942,10.713683241238117,17.877282476658433
46,10.273884784682188,10.84309683774305,18.270648902260458
47,10.430184609745442,10.966450019556513,18.59587227842495
48,10.569543160885011,11.0440041748456,18.92714530342579
49,10.645809374660503,11.189348218780198,19.254923569592577
50,10.708753581085137,11.433404887361018,19.69559068850071
51,10.83916849787364,11.579026562021653,20.01921239370872
52,11.044675632527063,11.7246205026195,20.39111131688887
53,11.231561830914659,11.90979199424697,20.75510670022306
54,11.329741165983197,12.095346995541702,21.24292784603118
55,11.521158804476896,12.340480388875052,21.626082251906222
56,11.61794923133247,12.575185807331549,21.92809450321896
57,11.846971893229128,12.72345771359981,22.348098784429126
58,11.963363944095397,12.844644485015195,22.835629308951315
59,12.12237970099556,12.914454543263366,23.223543023847874
60,12.24159750659216,13.09065443529256,23.62179645487645
61,12.401883813957662,13.189585452998946,24.031076452004676
62,12.573065186806899,13.350804808538689,24.563536537951027
63,12.813874814971616,13.490201444521054,24.994039813543488
64,12.908829401442617,13.607290942573053,25.40018145399737
65,12.997933421365635,13.848680181696068,25.90603634240796
66,13.181242238516376,13.982945189633128,26.31429273536055
67,13.322241484283543,14.137080749758482,26.63782573225983
68,13.46604684816189,14.260778859660522,27.044203614459672
69,13.511259797445925,14.481411624785796,27.402267404806963
70,13.56273139763995,14.575242263553994,27.77813580275639
71,13.64435271632379,14.659864753611942,28.174559240341686
72,13.847381843124813,14.760981627277271,28.628033838906198
73,14.133580500152192,14.93042486369304,29.01641156276197
74,14.237055423515239,15.043909226016599,29.275155428981897
75,14.395744484250923,15.09746409422458,29.641595706002867
76,14.453700722815977,15.198043905857507,30.12046110124485
77,14.504017444855368,15.258614253985428,30.560886448380963
78,14.5473961171925,15.426545093014715,30.97584976091854
79,14.660301259144267,15.519329072437898,31.375570598586364
80,14.888737613331136,15.644954295183743,31.81438007185623
81,14.963045498428283,15.714678494895855,32.177986553958995
82,15.031306323956098,15.767645164554855,32.65207874280647
83,15.09146835121633,15.92748803556935,33.05996701582403
84,15.255054266374628,15.954179416904385,33.43253855291292
85,15.302390008609578,16.12054946594789,33.88066237185218
86,15.372966476358446,16.277564116248552,34.14423919688836
87,15.52027989975791,16.387762786111487,34.59639333392134
88,15.689443511526576,16.466063254839902,34.95555021006189
89,15.764477535571725,16.70149806052703,35.39211812228422
90,15.891138756302746,16.7455116826509,35.913368692461276
91,16.03230288923664,16.900133538423805,36.26521090860993
92,16.146580698758683,17.038175430265763,36.67344231877783
93,16.32596029692997,17.1162124268828,36.984789365999454
94,16.3646274697822,17.176056879003685,37.348732119284776
95,16.5000367054732,17.254351048698805,37.63668452256855
96,16.655952585103726,17.320164563381333,38.06760595734734
97,16.69461975795596,17.42055768672965,38.45166442121113
98,16.89589326432606,17.47665264732395,38.91057232097934
99,17.041824023488697,17.62948605706283,39.36311742204596
