Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.9577039742467173
1,0.9428303977508623
2,0.9129273792222887
3,0.9027767692157154
4,0.8806252099404267
5,0.8744127747967505
6,0.8424252020125534
7,0.8303867516870465
8,0.8242895465038286
9,0.8187552408469223
10,0.8163738683826042
11,0.8044366547260022
12,0.7955138335660508
13,0.7578658885994722
14,0.7546654975427749
15,0.7273944894904814
16,0.7102956342734887
17,0.6763872392469688
18,0.6680805177151018
19,0.6672061841404207
20,0.6437755239328992
21,0.5928368278940122
22,0.5924910809415946
23,0.556387298004786
24,0.5471845089321088
25,0.5056126711679076
26,0.5065046184392427
27,0.502035865629923
28,0.4893044355518194
29,0.4891797705708479
30,0.487884860437512
31,0.4852466603470872
32,0.45285028084796536
33,0.45042230840550246
34,0.4498436285374382
35,0.44965347127337
36,0.44253228279891665
37,0.44444675642709386
38,0.4388361005321205
39,0.4386358648282401
40,0.4245076232401619
41,0.41593897466805096
42,0.4161351133903043
43,0.4182184301713459
44,0.4105063049973346
45,0.4102069887375617
46,0.40265740854858434
47,0.40057720148874976
48,0.4004433116063402
49,0.3921780473770363
50,0.3924507106012948
51,0.39261183038394115
52,0.3911708544632781
53,0.3910845167698907
54,0.3907334944975135
55,0.38870586605852764
56,0.38588263097001335
57,0.3799749668068383
58,0.3777056817832339
59,0.37668309390182186
60,0.3769428600345323
61,0.3767851719062686
62,0.3743888370413761
63,0.37526316318551234
64,0.37585041482400494
65,0.37248427015161634
66,0.36809701009518536
67,0.3642413261840467
68,0.3036410077674126
69,0.30402480243312635
70,0.3027097953017185
71,0.30260449462188
72,0.3000312643686435
73,0.30006696074851336
74,0.30090293789983724
75,0.30065963214659386
76,0.3006671635317467
77,0.27580566158315956
78,0.27019035180591544
79,0.2672567472408007
80,0.2715255070001894
81,0.2712338715705833
82,0.27140055362528515
83,0.27084697688078785
84,0.2706451188796234
85,0.2704142742354812
86,0.2699950551474327
87,0.26867261198585907
88,0.26786917434962504
89,0.266181787865156
90,0.26608661441493264
91,0.26673416220950075
92,0.2385224065179147
93,0.23887501345865095
94,0.23886151329942704
95,0.2391794906239441
96,0.23795067290543245
97,0.2391708222430473
98,0.2365537545745294
99,0.236910627929857
100,0.23646248404177217
101,0.23661894931832944
102,0.23659819492777903
103,0.23792944328550408
104,0.23990777013913456
105,0.23170474053280357
106,0.22641164684979143
107,0.22536155240889352
108,0.22505508953427517
109,0.22454597983989427
110,0.2244627023432873
111,0.2250788935097114
112,0.22496326988321105
113,0.22539345573319064
114,0.224146853932994
115,0.22409189995467588
116,0.22343990354392473
117,0.22376485627515988
118,0.22640194906413041
119,0.2261894951307737
120,0.22595836977360118
121,0.2256079087343187
122,0.22558645188482057
123,0.22566129001844537
124,0.2216136449526031
125,0.22175346074515243
126,0.2210064944023303
127,0.22027935031388476
128,0.22080899692935238
129,0.22053194144233706
130,0.22161729058250113
131,0.22167898508310038
132,0.2222466500998236
133,0.22354083214101358
134,0.22203081873793015
135,0.2195985630441752
136,0.21951902027165607
137,0.21952408437737586
138,0.21932149174779264
139,0.21732046952437897
140,0.21734751883048292
141,0.21737902644355378
142,0.2175870969218892
143,0.21673918686079574
144,0.2148784142141197
145,0.21433681231701876
146,0.21441641271283016
147,0.21414182746727883
148,0.2156454119750028
149,0.2162004497596585
150,0.2163473858164035
151,0.21380862972089348
152,0.21402859628580823
153,0.21399191056280037
154,0.2140948221635784
155,0.21410252159870097
156,0.21408610447599813
157,0.21392009251079003
158,0.2141498640144166
159,0.21588457568985958
160,0.21584280929348215
161,0.21583991702813568
162,0.21598540501838218
163,0.21587822071022672
164,0.2149590554214767
165,0.21492150861381654
166,0.21432255048569943
167,0.2130001221825117
168,0.21294525380453427
169,0.2131943948693392
170,0.21392326499060763
171,0.2139220071139361
172,0.2084908433387272
173,0.2084919590703528
174,0.20749764893804054
175,0.20746141646492616
176,0.20740641929576312
177,0.20603578746530693
178,0.13839250942582162
179,0.1356514136801883
180,0.1338464011533612
181,0.13225081588945367
182,0.13225314865034743
183,0.13255143927604612
184,0.1327404623100016
185,0.13209594934089633
186,0.13320577388564048
187,0.13315881545360747
188,0.13315360334372672
189,0.13326673688803442
190,0.1337113982314814
191,0.13364754211739638
192,0.1334412814488157
193,0.1334865944823662
194,0.13303770702776557
195,0.13337217702129378
196,0.13339472917310274
197,0.13351644941737756
198,0.13234591963345632
199,0.13141434941223842
