Time(Iteration),UppperConfidenceBound,ThompsonSampling,PHE
0,0.46506820871491145,0.46506820871491145,0.46506820871491145
1,1.0270768479790031,1.0270768479790031,1.0270768479790031
2,1.6260452664382368,1.6260452664382368,1.6260452664382368
3,2.1459239907478453,2.1459239907478453,2.1459239907478453
4,2.650118298884916,2.650118298884916,2.650118298884916
5,3.2048254900263515,3.2048254900263515,3.2048254900263515
6,3.732635440410836,3.732635440410836,3.732635440410836
7,4.222420622741958,4.222420622741958,4.222420622741958
8,4.630016244607136,4.630016244607136,4.630016244607136
9,5.053411566910198,5.053411566910198,5.053411566910198
10,5.592972753438633,5.623346790547187,5.422777702479809
11,6.132502211018983,5.965288957508778,5.7237184702366095
12,6.462922745047114,6.333210223274541,6.025308081394739
13,6.621009319484043,6.647912400713452,6.237407949594927
14,6.867863956614231,6.880314446451014,6.544436081287122
15,6.946317788659333,6.950137978941467,6.783631737192421
16,6.966763932209443,6.982270880314404,6.94311913289704
17,7.0532496126806254,7.09104438761057,7.082269065494539
18,7.145922708708708,7.153427876626426,7.2216503382788755
19,7.198847269327428,7.207586068031243,7.389431053389034
20,7.22791263581446,7.26068799658489,7.58966789303444
21,7.278894756095698,7.267798109023104,7.737136152424483
22,7.3045667735527875,7.362542443272358,7.831695316236337
23,7.323041266650551,7.381016936370122,7.920685812407955
24,7.341515759748316,7.392381317029672,8.009676308579571
25,7.429126459560187,7.447744399200832,8.115368512864139
26,7.4531630216268026,7.4703760712173946,8.214056189935109
27,7.5034199884169395,7.527743150445746,8.330270212641745
28,7.586211672723704,7.600956288179381,8.410178945922802
29,7.6063968420990395,7.642404318327505,8.490087679203858
30,7.624871335196803,7.6716712505934,8.569996412484915
31,7.636235715856354,7.680186253081667,8.658986908656534
32,7.647600096515904,7.688701255569933,8.74797740482815
33,7.658964477175455,7.6972162580582,8.836967900999767
34,7.7177349524313446,7.704326370496413,8.926624386550351
35,7.7177349524313446,7.704326370496413,9.015614882721968
36,7.729099333090895,7.704326370496413,9.104605378893584
37,7.729099333090895,7.71284137298468,9.193595875065203
38,7.744724448017375,7.755934239994348,9.28258637123682
39,7.759482177706869,7.755934239994348,9.371576867408436
40,7.768563940597429,7.764449242482614,9.460567363580052
41,7.768563940597429,7.782046007861441,9.549557859751669
42,7.785990931793899,7.796803737550934,9.629466593032728
43,7.807612769239915,7.8053187400392,9.718457089204344
44,7.823134328818265,7.8227457312356705,9.80744758537596
45,7.823134328818265,7.8227457312356705,9.896438081547577
46,7.84936139375174,7.831260733723937,9.985428577719194
47,7.880082202167176,7.839775736212204,10.074419073890812
48,7.900850722880563,7.859960905587539,10.163409570062429
49,7.9151583596781006,7.859960905587539,10.252400066234046
50,7.929465996475639,7.859960905587539,10.341390562405662
51,7.9442237261651325,7.859960905587539,10.430381058577279
52,7.952738728653399,7.881582743033556,10.519371554748897
53,7.952738728653399,7.881582743033556,10.599280288029954
54,7.952738728653399,7.881582743033556,10.68827078420157
55,7.952738728653399,7.902351263746942,10.777261280373187
56,7.952738728653399,7.902351263746942,10.866251776544804
57,7.988386069928263,7.927554925246551,10.955242272716422
58,7.99690107241653,7.954120503630856,11.044232768888039
59,8.005416074904797,7.978157065697471,11.133223265059655
