Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
94,17.93826085864467,14.642835350690879
95,18.066646559976522,14.652089106682471
96,18.159632849392356,14.868371637824163
97,18.225041086332006,14.919103515360884
98,18.39370635625975,14.949248059241606
99,18.445108340130297,15.05633342053007
100,18.57404768004601,15.06558717652166
101,18.703842079453054,15.169614458216742
102,18.80310527506788,15.239199511236245
103,18.831007940822346,15.36658728008128
104,19.077998294042953,15.48832771427451
105,19.18841810040679,15.572879892049263
106,19.334619023615595,15.659385834691117
107,19.456148689984392,15.86421964152359
108,19.484179467656567,15.979419417423046
109,19.524705876889804,16.11767387494593
110,19.583972225944457,16.17037235123826
111,19.63512154327109,16.317089688326963
112,19.768882745618214,16.469602372177555
113,19.806168102307844,16.596546301151406
114,19.870267184729048,16.613668668283037
115,20.024693635678773,16.789312786581426
116,20.080227402712683,16.80643515371306
117,20.176723173639026,16.990435420158555
118,20.2047539513112,16.999689176150145
119,20.23278472898338,17.14350660487947
120,20.35240772446463,17.245018013143557
121,20.430525242459566,17.3388304446624
122,20.501057280445018,17.60929563454804
123,20.59684359561925,17.665136458329535
124,20.664166612966845,17.789133767332977
125,20.75121140975903,17.823201533430634
126,20.898611304718276,17.87348942145614
127,21.009598107904296,17.901550397180902
128,21.08926866740659,17.967058266889122
129,21.16512931664813,18.01608063815095
130,21.214515335578614,18.055372877826365
131,21.300692214002417,18.11687873264065
132,21.474461441851005,18.126132488632244
133,21.63546937383406,18.273875116415216
134,21.715782638904933,18.283128872406806
135,21.802715521094548,18.42939761384714
136,21.91822250122717,18.67209099823905
137,22.053081852028264,18.783278273996228
138,22.20707896154493,18.82282836252319
139,22.23510973921711,18.92430125547971
140,22.292234194312535,19.02988467114493
141,22.395389099346154,19.047414429793292
142,22.464170409990746,19.14969264793636
143,22.51963808995902,19.20774866479117
144,22.644546300004222,19.22527842343953
145,22.711205296151178,19.250713096617442
146,22.749539701698758,19.334844809298552
147,22.917699770324166,19.420851325851853
148,22.999600705694032,19.438381084500215
149,23.157500545545275,19.462015222123178
150,23.208280108415305,19.524952302681722
151,23.278620746878502,19.775045029720918
152,23.352768764656997,19.808168079059133
153,23.398441181983465,19.858153434403526
154,23.514605752429908,19.961238494794706
155,23.542508418184376,20.09689344820774
156,23.779187941356803,20.350844217494124
157,23.83986141262349,20.56363651109747
158,23.867892190295667,20.669623197884267
159,24.048148950825567,20.747024789564005
160,24.076179728497742,20.81620571439446
161,24.10421050616992,20.946303727273932
162,24.182069660778257,21.10511461679395
163,24.404477812865075,21.114368372785542
164,24.528811817433784,21.123622128777136
165,24.58260341013723,21.134228887779592
166,24.662808734831437,21.178100037523524
167,24.77564151383739,21.236296450502728
168,24.85767056112497,21.322313850297338
169,24.97746061370578,21.386330367463508
170,25.096680530996125,21.555891268986862
171,25.195314937599896,21.62975437341923
172,25.321443044283125,21.771048390807383
173,25.400721876632495,21.865092124865633
174,25.50717552179669,21.874345880857227
175,25.675806078355937,21.93493634493118
176,25.75061895255367,22.058675303637756
177,25.77864973022584,22.22612027647237
178,25.84633321649241,22.23537403246396
179,25.9459997604408,22.350289085451937
180,25.97403053811297,22.42515013346341
181,26.042967335901345,22.434403889455005
182,26.192463078809944,22.501411053336163
183,26.2203657445644,22.556913519323995
184,26.265518889368202,22.5822877135383
185,26.336851430818133,22.666422323523594
186,26.38187646370422,22.838385578964605
187,26.47223000231209,22.94002570418048
188,26.563041355447183,22.94927946017207
189,26.656116082214574,23.09742326332443
190,26.693155875945916,23.2072912396785
191,26.756003403276672,23.27666347803438
192,26.889802149350448,23.368574041993163
193,26.931815048991353,23.51005824602369
194,26.959717714745814,23.54703622841628
195,26.98762038050027,23.59248640107461
196,27.148654715465078,23.610961771217106
197,27.181543178441814,23.728008078516076
198,27.23335793595968,23.886016424753628
199,27.35897170565129,23.895270180745218
