Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta
0,0.9550006803604173,0.9483523169670585
1,0.9298104033605537,0.8653410242460868
2,0.8741855141523608,0.7895696460808589
3,0.8299196347409827,0.7233322889806967
4,0.7752059230637853,0.6599910153713198
5,0.7640637945000305,0.6582824238735456
6,0.7282402718242854,0.6184483523379974
7,0.7339025993672579,0.6080004406530151
8,0.7012494607148347,0.5797697430549079
9,0.6819155855046949,0.5677283888276192
10,0.6441765774141001,0.5502547991838065
11,0.6041638161234153,0.5334448635757156
12,0.594690270564997,0.5259967653267055
13,0.5711085042183374,0.5232089812960333
14,0.5770490303500091,0.5199874681634172
15,0.5644922597829233,0.5197488535098019
16,0.5533371250421111,0.5165524016844599
17,0.49705298061160025,0.5158983380595584
18,0.49004954306746396,0.5166886349500943
19,0.48515880768346653,0.5172274361958277
20,0.4793768776514514,0.516562587522395
21,0.47880329896327367,0.5148515216600239
22,0.473535807000084,0.5156697686225689
23,0.4695949884628853,0.5163956845676391
24,0.4747863691331754,0.5155344251907084
25,0.47493125953152837,0.5150610011828196
26,0.47304225170061187,0.5140842912179782
27,0.4706662912685,0.5144932658637875
28,0.47711316969534295,0.5151134921991202
29,0.47642203871438465,0.5152469174309479
30,0.4711869902305218,0.5153742599923292
31,0.45833075817106705,0.5153682381585736
32,0.4649547805091291,0.5144480622034237
33,0.44041200542581294,0.5142357051292763
34,0.43961753228255385,0.5138981631021735
35,0.425445158562027,0.5135398788946764
36,0.42668555709506195,0.5132079145730489
37,0.4233628417316407,0.5132071320356607
38,0.42839689292227545,0.5129867358580876
39,0.3945865203309683,0.5133595708921368
40,0.3741991192899158,0.5138475587292163
41,0.37564972725451895,0.5133352240055048
42,0.3735654210222542,0.5132437718105484
43,0.3732891502573456,0.5129355779871456
44,0.3729055728524606,0.5129710702953091
45,0.3712977916129857,0.5127179444290283
46,0.36847422505515914,0.5123146906809706
47,0.3730699505302911,0.5123644899588494
48,0.37135195643613095,0.5124194088712719
49,0.36905494957538426,0.5124072057442823
50,0.3674364758269574,0.5124850907937714
51,0.3760904314651738,0.5121448375813775
52,0.3746353946963602,0.5120956197084305
53,0.3657211568984686,0.5123460099418244
54,0.3753099418805549,0.5124201762260723
55,0.3885816049082277,0.5127339885429
56,0.38875655571732104,0.5126107242719036
57,0.38087802138906557,0.5126075916888178
58,0.3818661083856654,0.512624847359515
59,0.3801855601564739,0.5122583023790795
60,0.37436740364930066,0.51208202169253
61,0.375528996726358,0.5121709560835416
62,0.3750997611020125,0.5124993817156371
63,0.37144344727478024,0.512478995023107
64,0.37069872359657396,0.512655496181929
65,0.3709588076258538,0.512828686532854
66,0.37144809245092847,0.5130810580443061
67,0.36372656008030796,0.5131116546625536
68,0.3605725918390357,0.513123587195256
69,0.36430785082581263,0.5131968392372708
70,0.36396376173009004,0.5132888859285274
71,0.3713250321895076,0.5132658515901731
