Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta,LinTSTheta
62,0.2853845883024305,0.4993661941458035,0.46312894501026924
63,0.28528735563241586,0.4993091387958593,0.4633750025038787
64,0.28413900565316313,0.4989351493834594,0.4632225839426803
65,0.28369712779804396,0.49899340957608196,0.46338742818767364
66,0.27849203760584224,0.49834836844778235,0.4626645768297236
67,0.27723800123502823,0.4982133946914593,0.46423816162966364
68,0.27581623637302277,0.49846844468407225,0.4643741998255738
69,0.27534253956153804,0.49833775317895296,0.4647227258476338
70,0.276893289077245,0.4984632438692621,0.45048706613676204
71,0.272087043307804,0.4982288864236673,0.4512574509893864
72,0.27248184434282063,0.4982417019295111,0.4513782635766397
73,0.2717579270289796,0.4980851750703807,0.45203644890431444
74,0.2724882254838509,0.4976685328714944,0.4453451906649327
75,0.2589349375419073,0.49754802826409,0.44626209653800214
76,0.2616941915985317,0.4972659451304612,0.4339803635226378
77,0.2610894411668755,0.4967902243828055,0.43413373775753766
78,0.26050105885474295,0.4970467197840339,0.4319091047249047
79,0.2624862106189398,0.49699264315700964,0.4302845043263571
80,0.2635248158199264,0.49721340843888784,0.43382715937586314
81,0.25957221811199627,0.4974957863543431,0.4345859622421697
82,0.26003763556830817,0.4973764641178263,0.43586600051622143
83,0.25849456599883214,0.49746453671998747,0.4361771965139175
84,0.26216399461692086,0.49765872717696047,0.43761360802067006
85,0.259191546396167,0.49753021710756273,0.43752433990079875
86,0.25722361789832093,0.4973560009890667,0.43676678990159273
87,0.2572849163682464,0.4973068215110499,0.438103723263389
88,0.25759106745069604,0.49694001262489335,0.43825338362502164
89,0.2553710946518609,0.496989303565201,0.43774447913941505
90,0.2569526608961049,0.49684072008481917,0.43543199806794847
91,0.25660942717147356,0.4972239345474979,0.43601230310284783
92,0.2536904291442182,0.4971457129486499,0.43505804377795354
93,0.25294955400643826,0.4971714702376085,0.4331009532641473
94,0.252899627910704,0.49732422364433015,0.4343145934764426
95,0.2530279641072287,0.4975150239588516,0.43415603476277376
96,0.2511438771090528,0.4975059517187205,0.4346426643873049
97,0.24821975707738253,0.4976120007878513,0.43478254317254894
98,0.2468971755019412,0.49784854893451175,0.4365689707632505
99,0.24801835159164698,0.48626877199988383,0.4383029124929644
100,0.247842440996837,0.4864063875494651,0.43824779710195216
101,0.2468467029760574,0.4866876486770729,0.43716242547764245
102,0.23996214094975316,0.4868200840274559,0.43694537570915093
103,0.23926367033011925,0.48687452060891123,0.4357166479555641
104,0.23806715640781584,0.4866947795634454,0.4368920854883081
105,0.24113009012273223,0.48680776074657733,0.4357541467625109
106,0.23921705069385393,0.48686387926588975,0.4365705624104522
107,0.24046797386357452,0.486731880399339,0.435652296070783
108,0.2453214135956881,0.4865477756832181,0.43531804030463145
109,0.24577078397257993,0.486650751900108,0.4354391681927563
110,0.23770463295893612,0.48669090472279947,0.4358192107455709
111,0.24173752558415815,0.4863668690148046,0.4340416993666899
112,0.2418306491107498,0.4863770218817504,0.4358237661535588
113,0.23930952965468433,0.4864429715346764,0.4359279978929572
114,0.2377725668247745,0.48657250345645886,0.43579200874209045
115,0.23837522553334084,0.4863045233323214,0.43562596060531716
116,0.2364443602701966,0.4863224535852189,0.435980098808716
117,0.23125732544870486,0.48612890858670343,0.4368048556140775
118,0.2310800793837633,0.48624624322384424,0.43781578314784875
119,0.23593590459819805,0.48614305633578264,0.43768827866641463
120,0.23502534772307687,0.4860779513937997,0.43775695816923726
121,0.23484177458023256,0.48585871815058884,0.43814570593014307
122,0.23482095654548213,0.48573787185852063,0.43848144984389653
123,0.2346152608495701,0.48584321011693926,0.4401447659329173
124,0.23427769607670118,0.48595156396350403,0.43972935224052545
125,0.23267164166922671,0.485968229550725,0.4400727674676365
126,0.23105696194352404,0.485905346585882,0.42871407747782053
127,0.22759774207826872,0.48594567017660184,0.4308768206660612
128,0.22574465560371296,0.4858895302903008,0.43066865541183486
129,0.2258385492382428,0.48601168686131446,0.4306600915963664
130,0.22920708960682168,0.485846554635794,0.43018783135401434
131,0.23207941527474082,0.4858232551089917,0.4301634050958576
132,0.22729926431882436,0.4858531899987016,0.43172091445365696
133,0.2278865057137939,0.4859400213347788,0.43164951375200183
134,0.23020082732704777,0.48592602863742906,0.4290788450534424
135,0.23305344937801625,0.48599365375206033,0.42546533471490233
136,0.23455158862603157,0.48598312930885773,0.4253378310971234
137,0.23485464011799398,0.4860112825636582,0.42521429102025216
138,0.23225719450293664,0.48602838655153296,0.4243055342997394
139,0.23063343096955163,0.48604215175193194,0.42446918650436977
140,0.23064619994269742,0.48604719821110465,0.4245198175822883
141,0.23005207237327624,0.48605073156027806,0.4247477691800371
142,0.2256569178477584,0.4861783039158706,0.4281888503358514
143,0.22297448069728212,0.48622133808736673,0.4282091328882357
144,0.22197003876519145,0.4862220145414022,0.42711687519796443
145,0.2227646215840524,0.4862787435078933,0.4272160476081953
146,0.21782410614314557,0.48622059086833,0.4265457740802554
147,0.2137588112800907,0.48623093384782134,0.4276146807644635
148,0.21360049785997864,0.4862604249234087,0.42770292963667644
149,0.2137909349665527,0.4862019150460963,0.42774221670210616
150,0.209916275454438,0.4862321391410821,0.42783276429709743
151,0.21014986022091078,0.4861916022899938,0.4231294593664484
152,0.2097085659704841,0.48613737013713676,0.42271393216701253
153,0.20837480362396604,0.48607827194403785,0.4158142077377274
154,0.2034340356361822,0.48616648586940875,0.4158318431166288
155,0.19717721764693008,0.48626054115171524,0.4158714817038166
156,0.20103668167918895,0.48635378786490024,0.41488660454035065
157,0.1984457616253164,0.4863693700516928,0.4137024601945029
158,0.19853609062855787,0.4862983329795666,0.41374508238908436
159,0.19690456524018982,0.4863875858040892,0.41383214667424506
160,0.1961103038828768,0.48629883912831706,0.41391240636404636
161,0.19639040510400158,0.4861343433787331,0.41367277674132297
162,0.19572975285782385,0.48613335759474846,0.41368069458345874
163,0.19588603074390892,0.4859868743305311,0.4135107584846402
164,0.19633773869847787,0.48602035042656117,0.4131635925663712
165,0.20422348582461902,0.4859930735018736,0.41322915807855887
166,0.20485686142969306,0.48601827188978175,0.4137315615745205
167,0.20558493950646267,0.4860650862453433,0.41372609296860163
168,0.20511517835426507,0.4860545880517903,0.4138826031895757
169,0.20509678285316166,0.4861367374586808,0.414013053752247
170,0.20516988706058364,0.48618591228069147,0.41368228941242846
171,0.20546963413015354,0.4861843844318507,0.4139737794242914
172,0.2054686091511302,0.48615388417073707,0.41390649182455624
173,0.20484032471517236,0.48615893979618907,0.4139918735365729
174,0.20471714492540666,0.4860580962348033,0.41372116397398057
175,0.20367195415340653,0.4862007168098015,0.4013067502700748
176,0.20376233701058824,0.48611243064073484,0.4012297736969871
177,0.2051392240526227,0.4860737129803191,0.40122533747701405
178,0.20500833125704654,0.48600290112814204,0.40088029645200596
179,0.20505384832770748,0.485966464221228,0.40083033703344084
180,0.20406934325831544,0.4859900214427859,0.4007364457037337
181,0.20334863095087802,0.48581867023103087,0.4005323968665291
182,0.20321551124937476,0.4859742812201355,0.4006748343403876
183,0.2038568077120429,0.4859071767191532,0.4004449346028284
184,0.2038130195778462,0.48586298752102525,0.4007931629777387
185,0.20299691157314595,0.48583912973748733,0.40079017356462393
186,0.2031889091545644,0.48573851415659275,0.39748746972851967
187,0.20251235130799006,0.48564786675847227,0.3971680126022566
188,0.20172546200479022,0.48567189852546455,0.3971960474842951
189,0.2048823409475208,0.4857866230761679,0.39755795388108806
190,0.20464517728141587,0.48577827618353664,0.3969908961548524
191,0.2020360895281213,0.48581830851921015,0.39706506017065024
192,0.19813930998259338,0.4858035661322214,0.3973703130783562
193,0.1978419552818293,0.48573738346301687,0.39719769296681534
194,0.1988175317514262,0.4856797605181389,0.3972101942615598
195,0.19849503110670022,0.48558345473825976,0.39653647035598993
196,0.19846372893442069,0.48559207015964273,0.39596362941474844
197,0.1959758439091679,0.48557011285655394,0.39577041826544657
198,0.19600315916291122,0.48556970454916903,0.39819281762696607
199,0.19386807576025092,0.48553838549932776,0.3984709802769615
