Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound
0,0.37308142944156525,0.32688605724250425,0.44898638338806185
1,0.7144564972681933,0.6036711519334338,0.8850982403148283
2,0.9847117242250532,1.0097548995501098,1.2538914278133908
3,1.2554537159402452,1.216289286183332,1.5715665039112263
4,1.63440531888707,1.4549137336340572,1.9240667262628044
5,1.9077029389902553,1.7145113297770376,2.24221282908931
6,2.0938477552211596,1.9659523124454625,2.5318593980252952
7,2.233516225532139,2.2401991734447146,2.899115644790796
8,2.4970977202680515,2.4408857424456847,3.283366542856084
9,2.796473599632095,2.610398216843085,3.610595728020462
10,3.018030554285096,2.819336917579163,3.929413750636048
11,3.201831362780257,2.973529737534272,4.359800533086895
12,3.3717307493290036,3.1447705616572095,4.6618101880388885
13,3.5538307973428003,3.3465336961442036,5.0465876879645295
14,3.8026632576072252,3.5689681089151164,5.305801337853243
15,4.135415128700246,3.676390032300572,5.65685090802476
16,4.350660388839104,3.769122416747532,6.114107861011194
17,4.475309134281037,3.884973436751271,6.469731395309961
18,4.595704791903846,4.063246605943183,6.867353971012181
19,4.8154468559006895,4.338500715681015,7.269041906871747
20,5.107737750441298,4.617175726051189,7.590138284899079
21,5.287266323684266,4.754351238155715,7.91998822159137
22,5.463161486398658,4.954427230191104,8.344813215447136
23,5.537251722810632,5.037170629291605,8.748339369022547
24,5.671682378351228,5.112487777181769,9.137854496982325
25,5.816822896222869,5.299262450208024,9.175262639211244
26,5.911673826170085,5.371403668609958,9.21121061147787
27,6.134852725946592,5.487388013825152,9.238429111596563
28,6.253320157778791,5.7389590290241,9.256407140608122
29,6.442635218169468,5.940899644799382,9.274385169619682
30,6.580300448759137,6.121043505772774,9.292363198631243
31,6.660107668188511,6.282709915795723,9.310341227642803
32,6.847594118738968,6.391602825615452,9.34910115376525
33,6.955788563078525,6.552391019145287,9.367079182776811
34,7.192591210286534,6.752215595041287,9.385057211788371
35,7.307528699837924,6.980402390655851,9.403035240799932
36,7.413982515505464,7.161183528441429,9.41765656166661
37,7.609084587366825,7.268470472883486,9.43563459067817
38,7.730759604019369,7.452605188189564,9.45361261968973
39,7.8171758971185294,7.6368983918826245,9.47159064870129
40,8.085718999753892,7.777173033235963,9.48956867771285
