Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
161,33.24644512255118,27.34277093190031
162,33.413796438403395,27.45129133833293
163,33.53300444581512,27.591778215218863
164,33.57746441375148,27.756420710949037
165,33.70608280449946,27.815443663563553
166,33.8226453546258,27.86133605469798
167,33.91459082007263,27.92578050616991
168,34.06039717693964,27.96848849444384
169,34.163139740955984,28.052911142013908
170,34.20759970889234,28.168725903693815
171,34.29541448245598,28.376050999789605
172,34.38017478764256,28.426934363510263
173,34.44132848035349,28.514069316972762
174,34.485788448289846,28.633089774728994
175,34.570548753476416,28.721079260787405
176,34.808604522598614,28.80823776429447
177,34.928528573485245,28.85709984809386
178,35.06407453643773,28.876068673529016
179,35.108534504374084,29.025710124033612
180,35.20685023595418,29.277321953004787
181,35.25131020389053,29.367558150774634
182,35.29577017182689,29.456245548062817
183,35.412725790205066,29.64391559255464
184,35.67480816664112,29.815278223322604
185,35.793277302397556,29.837119593385854
186,35.87169679657415,29.90212047328469
187,35.96367657051542,30.035474963863248
188,36.06785527915305,30.104738214436793
189,36.1123152470894,30.236997311561822
190,36.30881568037452,30.3359522534748
191,36.40583199963625,30.35262760765035
192,36.486403305546524,30.360747716188506
193,36.69534268726933,30.58539666560153
194,36.78986350938005,30.60474497383683
195,36.88343562308767,30.660754819062145
196,37.08743774684865,30.792985952328443
197,37.170455843528444,30.93326841901692
198,37.41577227532575,30.96622285180704
199,37.67676815978955,30.974342960345194
