Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound,ThompsonSampling
0,0.5794897229550144,0.3856035526963652,0.6270408162279439,0.6270408162279439
1,1.1830299401437157,0.9321582838429758,1.1974302279774585,1.1974302279774585
2,1.8137823521176206,1.40411182266281,1.710841083715317,1.710841083715317
3,2.2556203687475858,1.8702525136471007,2.1921634282834868,2.1921634282834868
4,2.771373448122154,2.1761088454584763,2.667389069072742,2.667389069072742
5,3.1724172382861244,2.5463530351791137,3.085435746463749,3.085435746463749
6,3.5757047102115758,2.776179012508627,3.6504157249370452,3.6504157249370452
7,3.909742799841917,3.0690978348591615,4.2823345870980685,4.2823345870980685
8,4.5245085209258775,3.344614522113602,4.853453743986608,4.853453743986608
9,4.839064351630389,3.670330659814055,5.6074065219498515,5.6074065219498515
