Time(Iteration),EpsilonGreedyLinearBandit,LinUCB,LinTS,LinPHE
0,0.5604152578831783,0.5723300667178398,0.5723300667178398,0.5723300667178398
1,1.0300958576948307,1.0369334895408355,1.0369334895408355,1.1913801170010334
2,1.4596368011475143,1.6067819625780306,1.6067819625780306,1.806911977323864
3,1.8187404837363494,2.2138202685791564,2.2138202685791564,2.2867380295694226
4,2.1761466798316684,2.6996341550815903,2.6996341550815903,2.8330745220976947
5,2.4823138454331324,3.3036572604483014,3.3036572604483014,3.435622153272417
6,2.93043368709513,3.9930343003673583,3.9930343003673583,4.138373679435946
7,3.239895476039712,4.682090277490568,4.682090277490568,4.7686690349025005
8,3.4891015569504695,5.320822982769296,5.320822982769296,5.30360353228857
9,3.7589317610745,5.8297540072385825,5.8297540072385825,5.853825586195599
10,4.248500999956053,6.067246068440334,5.886295812848457,6.587713367758087
11,4.579150066196605,6.232890916402292,5.91604053492461,7.094885332734938
12,4.837033275381491,6.247382430708761,5.9466825954285785,7.618600632861219
13,5.148326377677816,6.264563293073803,5.976427317504732,8.202515823595322
14,5.468522590893796,6.281928096593164,6.006172039580886,8.704444626457828
15,5.6184782455321285,6.291600912443885,6.036814100084854,9.379062323222538
16,5.818723784616358,6.310716746112629,6.067456160588821,9.810913175454521
17,6.146561954887394,6.325761398474757,6.098098221092789,10.559239968421299
18,6.5416564232106,6.3408060508368855,6.128740281596757,11.122723182358667
19,6.932286177596661,6.345228242806423,6.158485003672911,11.718775297605346
20,7.2632643522504114,6.385475465565748,6.189127064176878,12.133161381262266
21,7.4097587836164465,6.389136920986114,6.210829443894724,12.650855856088855
22,7.551839523843388,6.393559112955652,6.240574165970878,13.103626636719454
23,7.729217656752452,6.397981304925189,6.270318888047032,13.720680619535774
24,7.967113552757786,6.403731740264837,6.300063610123186,14.32489938877841
25,8.097607670502436,6.409482175604485,6.32980833219934,14.32818327795639
26,8.244350728913714,6.413904367574022,6.359553054275494,14.331467167134369
27,8.447270185956048,6.41832655954356,6.389297776351649,14.334751056312347
28,8.553378666708403,6.422748751513097,6.419042498427802,14.338034945490326
29,8.80122825355967,6.428499186852745,6.448787220503957,14.341318834668305
30,9.09977137518821,6.432921378822283,6.470489600221802,14.347065351378797
31,9.352549636942893,6.465725769235564,6.50113166072577,14.352284211860479
32,9.61326872551324,6.470147961205102,6.530876382801924,14.355568101038457
33,9.851424265053812,6.474570153174639,6.561518443305891,14.358851990216436
34,9.969284016762142,6.478992345144176,6.5912631653820455,14.362135879394415
35,10.145212354083032,6.483414537113714,6.612965545099891,14.365419768572394
36,10.221326361754974,6.487836729083251,6.6346679248177365,14.368703657750373
37,10.434112232315488,6.489133209053863,6.656370304535582,14.371987546928352
38,10.704572037070605,6.490429689024474,6.6780726842534275,14.375271436106331
39,10.811128665536753,6.4917261689950845,6.699775063971273,14.37855532528431
40,10.859083163166561,6.493022648965696,6.721477443689119,14.381839214462289
41,10.979270159357275,6.494319128936307,6.743179823406964,14.385123103640268
42,11.048337987114044,6.495615608906919,6.76488220312481,14.388406992818247
43,11.173240957726447,6.496912088877529,6.786584582842655,14.391690881996226
44,11.30963627357794,6.49820856884814,6.808286962560501,14.394974771174205
45,11.423956752034002,6.499505048818752,6.829989342278347,14.398258660352184
46,11.592873547631505,6.500801528789363,6.851691721996192,14.401542549530163
47,11.821043444142687,6.502098008759974,6.873394101714038,14.404826438708142
48,12.045641573088634,6.503394488730585,6.895096481431883,14.40811032788612
49,12.267197909842293,6.504690968701196,6.916798861149729,14.4113942170641
50,12.470054910929337,6.5059874486718074,6.938501240867575,14.414678106242079
51,12.640177705769887,6.507283928642418,6.96020362058542,14.417961995420058
52,12.937067096423842,6.50858040861303,6.981906000303266,14.421245884598036
53,13.06911105588772,6.509876888583641,7.003608380021111,14.424529773776015
54,13.123831147792151,6.511173368554251,7.025310759738957,14.427813662953994
55,13.235836040382651,6.512469848524863,7.047013139456803,14.431097552131973
56,13.288685748676778,6.513766328495474,7.068715519174648,14.434381441309952
57,13.372657510346329,6.5150628084660855,7.090417898892494,14.437665330487931
58,13.605157543432378,6.516359288436696,7.112120278610339,14.44094921966591
59,13.7480677669866,6.517655768407307,7.133822658328185,14.44423310884389
60,13.892242648690262,6.518952248377919,7.155525038046031,14.447516998021868
61,14.014916006156517,6.5202487283485295,7.177227417763876,14.450800887199847
62,14.105999102841935,6.521545208319141,7.198929797481722,14.454084776377826
63,14.196749185404604,6.522841688289752,7.220632177199567,14.457368665555805
64,14.338813619749809,6.524138168260363,7.242334556917413,14.460652554733784
65,14.457499007947424,6.525434648230974,7.264036936635259,14.463936443911763
66,14.645155989069021,6.526731128201585,7.285739316353104,14.467220333089742
67,14.817802425347207,6.528027608172197,7.30744169607095,14.47050422226772
68,14.965371461142237,6.529324088142808,7.329144075788795,14.4737881114457
69,15.128373940306489,6.530620568113418,7.350846455506641,14.477072000623679
70,15.136514109345253,6.53191704808403,7.372548835224487,14.480355889801658
71,15.379812939056388,6.533213528054641,7.394251214942332,14.483639778979637
72,15.471523555009401,6.5345100080252525,7.415953594660178,14.486923668157615
73,15.662181673173254,6.535806487995863,7.437655974378023,14.490207557335594
74,15.840351640928343,6.537102967966474,7.459358354095869,14.493491446513573
75,15.884716048446975,6.538399447937086,7.481060733813715,14.496775335691552
76,16.05887212450166,6.5396959279076965,7.50276311353156,14.500059224869531
77,16.170929882663735,6.540992407878308,7.524465493249406,14.50334311404751
78,16.615232168738086,6.542288887848919,7.546167872967251,14.50662700322549
79,16.69513289897847,6.54358536781953,7.567870252685097,14.509910892403468
80,16.794866273491408,6.544881847790141,7.589572632402943,14.513194781581447
81,17.019851214561804,6.546178327760752,7.611275012120788,14.516478670759426
82,17.382595183596614,6.547474807731364,7.632977391838634,14.519762559937405
83,17.653109117010167,6.548771287701975,7.654679771556479,14.523046449115384
84,17.731884236511583,6.550067767672585,7.676382151274325,14.526330338293363
85,17.800186701680342,6.551364247643197,7.698084530992171,14.529614227471342
86,17.85642369410852,6.552660727613808,7.719786910710016,14.53289811664932
87,18.107726810868314,6.5539572075844195,7.741489290427862,14.5361820058273
88,18.11586697990708,6.55525368755503,7.763191670145709,14.539465895005279
89,18.185882706959823,6.556550167525641,7.784894049863555,14.542749784183258
90,18.325967151784504,6.557846647496253,7.8065964295814,14.546033673361237
91,18.334107320823268,6.5591431274668635,7.828298809299246,14.549317562539215
