Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound,ThompsonSampling
0,0.5399356692816978,0.45756819235438434,0.49834416849598284,0.49834416849598284
1,0.9856288593329416,1.1396888984445057,1.036035495222142,1.036035495222142
2,1.3227380012584289,1.448831731265773,1.4961764424678994,1.4961764424678994
3,1.8393808631525101,1.8730012542266354,1.902940828840067,1.902940828840067
4,2.1342173700461293,2.3634747316390383,2.2087143599273924,2.2087143599273924
5,2.3009843094008264,2.7892731887444424,2.6757984883472306,2.6757984883472306
6,2.68927632114639,3.176643815442651,3.2716959704128463,3.2716959704128463
7,3.061155967459287,3.6143181851344437,3.7734966747295244,3.7734966747295244
8,3.26261212510155,3.828506377221392,4.350352365456283,4.350352365456283
9,3.3732181730102844,4.131515640085099,4.812102782972966,4.812102782972966
10,3.7924542068128915,4.376711705346769,4.919423044793599,4.940309469900721
11,4.297997788114323,4.792748725980758,5.004242845307,5.037994036568724
12,4.549398299999795,4.997310316090582,5.089062645820401,5.122813837082125
13,4.814440843340903,5.286835435605818,5.173882446333802,5.207633637595526
14,5.091551567798076,5.527871643024991,5.258702246847203,5.292453438108927
15,5.322279399859147,5.811773809776385,5.3435220473606035,5.377273238622328
16,5.490574769867497,6.218921871427275,5.428341847874004,5.462093039135729
17,5.680624262882402,6.563390938358895,5.513161648387405,5.54691283964913
18,5.846887732041855,6.789250091669902,5.607889175574038,5.641640366835762
19,5.947699833965534,6.950104957015479,5.70261670276067,5.736367894022395
20,6.206726061900929,7.4836492629886235,5.797344229947303,5.82684164707142
21,6.384573063489375,7.768422427086023,5.882164030460704,5.921569174258052
22,6.588629109025744,7.979753458959782,5.966983830974105,6.006388974771453
23,6.6305746644786066,8.140878254738741,6.051803631487505,6.091208775284854
24,6.672520219931469,8.469741422911412,6.136623432000906,6.185936302471487
25,6.816408405122871,8.825472806250815,6.221443232514307,6.270756102984888
26,7.077401392954163,9.063524932557133,6.306263033027708,6.36548363017152
27,7.254434586202069,9.220320401201809,6.391082833541109,6.460211157358152
28,7.444074796138712,9.401361043279257,6.475902634054509,6.5450309578715515
29,7.79413111140704,9.54703779551869,6.560722434567909,6.6298507583849515
30,7.973648911445016,9.750574022224082,6.645542235081308,6.714670558898351
31,8.207293285938249,10.024599733520702,6.730362035594707,6.799490359411751
32,8.355131392248259,10.606637854896645,6.815181836108107,6.88431015992515
33,8.651013423882436,10.81940474058841,6.900001636621506,6.969129960438549
34,8.835227284375666,10.956135401857694,6.984821437134906,7.053949760951949
35,9.08618574899538,11.178903841256082,7.069641237648305,7.138769561465348
36,9.218700014860293,11.418823303632523,7.154461038161704,7.223589361978748
37,9.394576791751925,11.681314423732351,7.239280838675104,7.308409162492147
38,9.524209607137974,11.817371796036474,7.3241006391885035,7.393228963005546
39,9.589222874716095,12.006406173868552,7.4089204397019035,7.478048763518946
40,9.755349012425459,12.059014564899211,7.493740240215303,7.562868564032345
41,9.990982404031167,12.142774042365506,7.578560040728702,7.647688364545745
42,10.311217536623825,12.278922447774342,7.663379841242102,7.732508165059144
43,10.39232532137698,12.353766731502414,7.748199641755501,7.817327965572543
44,10.567938752720481,12.58258905612274,7.833019442268901,7.902147766085943
45,10.741568697114577,12.780367035829604,7.9178392427823,7.9869675665993425
46,10.889601635600261,12.96703035894511,8.002659043295699,8.071787367112742
47,11.110793799163368,13.18112542002494,8.087478843809098,8.156607167626142
48,11.370126941704905,13.446230658556527,8.172298644322499,8.24142696813954
49,11.660603036439982,13.521906761712444,8.257118444835898,8.32624676865294
50,11.81537024363024,13.794380553513616,8.341938245349297,8.41106656916634
51,11.906608611733258,13.957597698606927,8.426758045862696,8.49588636967974
52,11.976914651181897,14.178702748873269,8.511577846376095,8.580706170193139
53,12.065435730230531,14.348912306906248,8.596397646889496,8.665525970706538
54,12.107381285683394,14.586067167545764,8.681217447402895,8.750345771219937
55,12.219569366754111,14.805316607646205,8.766037247916294,8.835165571733338
56,12.417611402456338,15.037361427847879,8.850857048429694,8.919985372246737
57,12.481597569246649,15.27660075554532,8.935676848943093,9.004805172760136
58,12.82439606692424,15.346103558448693,9.020496649456494,9.089624973273535
59,13.044131233429823,15.43242270692052,9.105316449969893,9.174444773786934
60,13.118399709017321,15.625995696774405,9.190136250483292,9.259264574300335
61,13.354095437654092,15.726811275843255,9.27495605099669,9.344084374813734
62,13.54893558329969,15.863338920434117,9.35977585151009,9.428904175327133
63,13.652819552377318,15.936605368487283,9.44459565202349,9.513723975840533
64,13.87577594781985,16.105343926205528,9.52941545253689,9.598543776353932
65,13.987861392664083,16.224112840185203,9.614235253050289,9.683363576867333
66,14.160866116229503,16.471569592934298,9.699055053563688,9.768183377380732
67,14.2297313612902,16.70938953680653,9.783874854077087,9.85300317789413
68,14.46832520526122,17.05794203199468,9.868694654590488,9.93782297840753
69,14.528055111397213,17.109969027449573,9.953514455103887,10.022642778920929
70,14.684059147417903,17.21563682509019,10.038334255617286,10.10746257943433
71,14.836658636113224,17.22850159124479,10.123154056130685,10.192282379947729
72,15.059417200339166,17.28923875744549,10.207973856644085,10.277102180461128
73,15.180196803856424,17.39411180236641,10.292793657157485,10.361921980974527
74,15.310260559761062,17.532187261675695,10.377613457670885,10.446741781487926
75,15.352206115213923,17.680664397639923,10.462433258184284,10.531561582001327
76,15.473057524843133,17.74794416825106,10.547253058697683,10.616381382514726
77,15.683381322320788,17.933728960077,10.632072859211082,10.701201183028125
78,15.97654360137434,18.009835929614418,10.716892659724483,10.786020983541524
79,16.19880702972265,18.099632528529618,10.801712460237882,10.870840784054923
80,16.3326293195502,18.16740194839026,10.88653226075128,10.955660584568324
81,16.553014825268146,18.336372932359648,10.97135206126468,11.040480385081723
82,16.605882154643584,18.534928361952044,11.056171861778079,11.125300185595123
83,16.770769222654973,18.55871490202922,11.14099166229148,11.210119986108522
84,16.830414779534866,18.772654830992742,11.225811462804879,11.29493978662192
85,17.070352517268912,18.827465152600205,11.310631263318278,11.379759587135322
86,17.222928785306607,19.168696438564357,11.395451063831677,11.46457938764872
87,17.355821349276784,19.181561204718957,11.480270864345076,11.54939918816212
88,17.56203373441378,19.323656599924494,11.565090664858477,11.634218988675519
89,17.76304741349348,19.478936992576436,11.649910465371876,11.719038789188918
90,17.98745779123399,19.544669088106474,11.734730265885275,11.803858589702319
91,18.353743686444442,19.790944206983543,11.819550066398675,11.888678390215718
92,18.64466698113805,20.061677121354577,11.904369866912074,11.973498190729117
93,18.70498582613527,20.104773188761875,11.989189667425475,12.058317991242516
94,18.908225175847416,20.236399205310526,12.074009467938874,12.143137791755915
95,19.004395277532815,20.333114607533176,12.158829268452273,12.227957592269316
96,19.111548163245224,20.515492356252558,12.243649068965672,12.312777392782715
97,19.191381320605448,20.68011987645999,12.328468869479071,12.397597193296114
98,19.25868421773194,20.744110811965076,12.413288669992472,12.482416993809514
99,19.51395177828199,20.892897334479766,12.498108470505871,12.567236794322913
100,19.712607919364046,21.03990621584593,12.58292827101927,12.652056594836314
101,19.826451554433987,21.10982367602769,12.66774807153267,12.736876395349713
102,20.027078724332533,21.261437938823722,12.752567872046068,12.821696195863112
103,20.208643576103658,21.337230821897414,12.837387672559467,12.906515996376513
104,20.31964341695422,21.52549193212882,12.922207473072868,12.991335796889913
105,20.487108009702805,21.626206407943574,13.007027273586269,13.076155597403314
106,20.64306828579824,21.795983123503753,13.09184707409967,13.160975397916715
107,20.80140827088914,22.149916441343727,13.17666687461307,13.245795198430116
108,20.841497803373304,22.23194467252881,13.261486675126472,13.330614998943517
109,21.110542369699296,22.378893128256884,13.346306475639873,13.415434799456918
110,21.15063190218346,22.455068596276604,13.431126276153273,13.500254599970319
111,21.337807211053747,22.55947444138831,13.515946076666674,13.58507440048372
112,21.43772473380362,22.67536111871179,13.600765877180075,13.66989420099712
113,21.576421844634968,22.761867009931393,13.685585677693476,13.754714001510521
114,21.70693613637746,22.895985086717086,13.770405478206877,13.839533802023922
115,22.00576479428518,23.086988447826958,13.855225278720278,13.924353602537323
116,22.045854326769344,23.282232037421828,13.940045079233679,14.009173403050724
117,22.165071979940336,23.4015936035624,14.02486487974708,14.093993203564125
118,22.3379959732075,23.4758620791499,14.10968468026048,14.178813004077526
119,22.447743573848513,23.54525597929971,14.194504480773881,14.263632804590927
120,22.587565904946953,23.54525597929971,14.279324281287282,14.348452605104328
121,22.627655437431116,23.64787549780628,14.364144081800683,14.433272405617728
122,22.66774496991528,23.64787549780628,14.448963882314084,14.51809220613113
123,22.707834502399443,23.676961055819312,14.533783682827485,14.60291200664453
124,22.866927022506882,23.676961055819312,14.618603483340886,14.687731807157931
125,22.984890386441247,23.72789297232617,14.703423283854287,14.772551607671332
126,23.142976402350815,23.855441317441343,14.788243084367688,14.857371408184733
127,23.213297236087673,23.89736833945704,14.873062884881088,14.942191208698134
128,23.435344708025703,23.95961242564033,14.95788268539449,15.027011009211535
129,23.561940131729468,24.139261363456257,15.04270248590789,15.111830809724935
130,23.63714287335591,24.330547804926663,15.127522286421291,15.196650610238336
131,23.844073829712137,24.473955565584376,15.212342086934692,15.281470410751737
132,24.019820520075406,24.672372926960602,15.297161887448093,15.366290211265138
133,24.068501981943328,24.672372926960602,15.381981687961494,15.451110011778539
134,24.14241261321256,24.857579067049347,15.466801488474895,15.53592981229194
135,24.268089066508676,24.912483720755386,15.551621288988295,15.62074961280534
136,24.268089066508676,25.065047379075843,15.636441089501696,15.705569413318742
137,24.29032495920609,25.17828274216364,15.721260890015097,15.790389213832142
138,24.319410517219122,25.211993499604805,15.806080690528498,15.875209014345543
139,24.502193530207865,25.211993499604805,15.890900491041899,15.960028814858944
140,24.502193530207865,25.211993499604805,15.9757202915553,16.044848615372345
141,24.664481384434854,25.231549524000535,16.0605400920687,16.129668415885746
142,24.726725470618145,25.36066336027735,16.1453598925821,16.214488216399147
143,24.726725470618145,25.402608915730212,16.2301796930955,16.299308016912548
144,24.927967934420543,25.53106207176127,16.3149994936089,16.38412781742595
145,24.927967934420543,25.639579537337816,16.399819294122302,16.46894761793935
146,25.15287152132889,25.639579537337816,16.484639094635703,16.55376741845275
147,25.31458057350784,25.783052333769064,16.569458895149104,16.63858721896615
148,25.36149619358887,25.947643582780053,16.654278695662505,16.723407019479552
149,25.526716844352897,26.103124736686844,16.739098496175906,16.808226819992953
150,25.702551343828542,26.150040356767875,16.823918296689307,16.893046620506354
151,25.791119486553747,26.150040356767875,16.908738097202708,16.977866421019755
152,25.853622536240596,26.196955976848905,16.99355789771611,17.062686221533156
153,26.009163196626883,26.22518635394089,17.07837769822951,17.147506022046556
154,26.344353303846294,26.318816059321243,17.16319749874291,17.232325822559957
155,26.586170863403034,26.346029423963575,17.24801729925631,17.31714562307336
156,26.678973894889047,26.420203144799654,17.332837099769712,17.40196542358676
157,26.76663019512054,26.656089743021937,17.417656900283113,17.48678522410016
158,26.76663019512054,26.656089743021937,17.502476700796514,17.57160502461356
159,26.76663019512054,26.710994396727976,17.587296501309915,17.65642482512696
160,26.91616637518616,26.803972500947925,17.672116301823316,17.741244625640363
161,26.962704755632796,26.803972500947925,17.756936102336716,17.826064426153764
162,27.071864461897114,26.88679721115011,17.841755902850117,17.910884226667164
163,27.366654873623446,27.012085800344856,17.92657570336352,17.995704027180565
164,27.366654873623446,27.012085800344856,18.01139550387692,18.080523827693966
165,27.45898263501929,27.18261582366667,18.09621530439032,18.165343628207367
166,27.67143647077801,27.211734766855407,18.18103510490372,18.250163428720768
167,27.747661560102102,27.45036387980622,18.26585490541712,18.33498322923417
168,27.83637063937378,27.492326754264116,18.350674705930523,18.41980302974757
169,28.002849183383308,27.68408268173932,18.435494506443924,18.50462283026097
170,28.088535833048024,27.84525972971855,18.520314306957324,18.58944263077437
171,28.109193890070532,27.920917053353925,18.605134107470725,18.674262431287772
172,28.137424267162523,27.920917053353925,18.689953907984126,18.759082231801173
173,28.255077967900757,28.135512250809892,18.774773708497527,18.843902032314574
174,28.415626630301226,28.299065046484195,18.859593509010928,18.928721832827975
175,28.453838056429134,28.489412775694223,18.94441330952433,19.013541633341376
176,28.570644259551063,28.51853171888296,19.02923311003773,19.098361433854777
177,28.583509025705666,28.593296594625105,19.11405291055113,19.183181234368178
178,28.786069244951385,28.668061470367245,19.19887271106453,19.26800103488158
179,28.9839927865119,28.703162129219265,19.283692511577932,19.35282083539498
180,29.067843422579948,28.793404752171096,19.368512312091333,19.43764063590838
181,29.098074723832646,28.801850274035036,19.453332112604734,19.52246043642178
182,29.22559645166704,28.863788687659802,19.538151913118135,19.607280236935182
183,29.2653400765431,28.933688862617537,19.622971713631536,19.692100037448583
184,29.498233517200497,28.96090222725987,19.707791514144937,19.776919837961984
185,29.498233517200497,29.00006445656016,19.792611314658338,19.861739638475385
186,29.498233517200497,29.169577439124943,19.87743111517174,19.946559438988785
187,29.59487978143132,29.209321064001,19.96225091568514,20.031379239502186
188,29.61692039276877,29.209321064001,20.04707071619854,20.116199040015587
189,29.74642791156989,29.5366720376659,20.13189051671194,20.201018840528988
190,29.776659212822587,29.55622806206163,20.216710317225342,20.28583864104239
191,29.908507681624307,29.64785005493722,20.301530117738743,20.37065844155579
192,30.019806683191995,29.936829269620574,20.386349918252144,20.45547824206919
193,30.09565373763192,30.075347889159012,20.471169718765545,20.54029804258259
194,30.09565373763192,30.102561253801344,20.555989519278945,20.625117843095992
195,30.30963568265411,30.184420140612428,20.640809319792346,20.709937643609393
196,30.617533783984307,30.224163765488488,20.725629120305747,20.794757444122794
197,30.680097009924502,30.27237095352668,20.810448920819148,20.879577244636195
198,30.82140448390163,30.419938715545676,20.89526872133255,20.964397045149596
199,30.900303841519605,30.797176247233107,20.98008852184595,21.049216845662997
