Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound
0,0.5051121029641652,0.533618323555278,0.3009882626751065
1,1.0763169474997687,1.02217358643943,0.5612154785300385
2,1.5975938438319008,1.4749497588273166,1.0311099837539497
3,2.020904461814234,1.8485807723270913,1.4771161946948608
4,2.344298261463666,2.482435488122542,1.884358515458746
5,2.6131622283051557,2.919417603565403,2.3284865932297865
6,2.929522321077843,3.1681718083706794,2.784143001218328
7,3.4881216048074704,3.5016600966124876,3.246811789075089
8,3.771741056096946,3.837761829946585,3.6208692613193323
9,4.17498773000152,4.2701586512440235,4.142649674589872
10,4.605817403037896,4.442315368722252,4.179579662009273
11,4.7926432909916485,4.700799280469024,4.199140159798054
12,5.055426358348511,4.942411359870848,4.218700657586835
13,5.197081368577002,5.182309027952483,4.238261155375616
14,5.37350943538063,5.553319871111087,4.257821653164397
15,5.615365749266118,5.841792630222267,4.277382150953178
16,5.83549830122399,5.996425784964775,4.296942648741959
17,5.983404829023385,6.263827686800769,4.31650314653074
18,6.248804127439652,6.53636708900693,4.342571767361906
19,6.4480476334446335,6.835453204213505,4.362132265150687
20,6.610408661637064,7.266119062877867,4.381692762939468
21,6.774715038781684,7.5758073344157,4.401253260728249
22,7.026857738768905,7.736044317050121,4.42081375851703
23,7.32936128951061,7.966589386049347,4.435016675718316
24,7.586138576013961,8.181585337995223,4.454577173507097
25,7.731331108559584,8.568533868151315,4.491505356505408
26,7.905539238659661,8.76242507048279,4.5110658542941895
27,8.095523583305916,8.870026545916847,4.530626352082971
28,8.256222377438409,9.02693711521344,4.550186849871752
29,8.440644683840032,9.21026618089626,4.564389767073037
30,8.667324880193373,9.308665930255126,4.5839502648618184
31,8.752326337598562,9.471768006189768,4.598153182063104
32,8.958910279115816,9.63030665283248,4.61235609926439
33,9.131787561193335,9.714054411171393,4.626559016465675
34,9.19558174414586,9.824350814173155,4.64076193366696
35,9.466566670626543,9.954251992531875,4.654964850868246
36,9.637932765801718,10.105084337693928,4.669167768069531
37,9.788534483935788,10.23161533623414,4.683370685270817
38,9.866269396087349,10.374309516819807,4.697573602472103
39,10.029630280944929,10.537579974204249,4.711776519673387
40,10.125684672293339,10.624537209977804,4.725979436874673
41,10.322107541142216,10.743645934702279,4.740182354075959
42,10.476060407939164,10.866375462585632,4.754385271277244
43,10.581297047159621,11.061355043811648,4.76858818847853
44,10.790604691715426,11.269912050848577,4.782791105679815
45,10.987708801215842,11.415159627762648,4.7969940228811
46,11.210476374336983,11.546801219152938,4.811196940082386
47,11.274933203417813,11.70230576049927,4.825399857283672
48,11.424285802880414,11.869091622354514,4.839602774484957
49,11.633793112491883,12.256994552995906,4.853805691686242
50,11.682882946378816,12.30237431935257,4.868008608887528
51,11.927024964028972,12.347754085709232,4.882211526088813
52,12.207861308878948,12.507749120992255,4.896414443290099
53,12.383189255811054,12.652084128130811,4.9106173604913845
54,12.705452439647285,12.75633532956598,4.924820277692669
55,12.969286980269072,12.801715095922642,4.939023194893955
56,13.104966334313758,13.030996580924471,4.9532261120952406
57,13.474787081248754,13.277790049321435,4.967429029296526
58,13.543087273753105,13.490999343483821,4.981631946497812
59,13.672973192531057,13.579986692043098,4.995834863699097
60,13.882286499684941,13.753333755779064,5.010037780900382
61,13.976474630188557,13.994810593682393,5.024240698101668
62,14.106473658223459,14.117168293375475,5.0384436153029535
63,14.26733315500869,14.278386556773523,5.052646532504239
64,14.49315125491195,14.40672228225188,5.066849449705524
65,14.747508125071993,14.60613248836518,5.0810523669068095
66,15.01818053728519,14.730331065728109,5.095255284108095
67,15.144837569958947,14.930155794844074,5.109458201309381
68,15.37544882946988,15.017373179680012,5.123661118510666
69,15.536203355168961,15.236807921024578,5.137864035711951
70,15.677109791942238,15.452801191032545,5.152066952913237
71,15.784589737110121,15.593675878188725,5.166269870114522
72,15.833679570997054,15.625768179160128,5.180472787315808
73,15.969729537402122,15.81783617135469,5.194675704517094
74,16.14314425646598,16.009050672955116,5.2088786217183785
75,16.236330314190745,16.093407127483644,5.223081538919664
76,16.34066529660116,16.16730576796486,5.23728445612095
77,16.468221116949422,16.293293878364448,5.251487373322235
78,16.604349223540343,16.481985315303394,5.265690290523521
79,16.810292802330647,16.514077616274797,5.279893207724806
80,16.859382636217582,16.623963487100838,5.294096124926091
81,16.908472470104513,16.707172138574755,5.308299042127377
82,17.140046884244953,16.739264439546158,5.322501959328663
83,17.206754918736102,16.78672373571146,5.336704876529948
84,17.31378919451616,16.953237983196832,5.350907793731233
85,17.43997136772612,17.15453341854452,5.365110710932519
86,17.567995129739764,17.23026296961911,5.379313628133804
87,17.711439629972567,17.340456651296535,5.39351654533509
88,17.90906994540872,17.565489509405232,5.407719462536376
89,18.030353625288296,17.700218117545525,5.42192237973766
90,18.19862182890816,17.88833688330697,5.436125296938946
91,18.35847536436103,18.06849225436049,5.450328214140232
92,18.648720733535196,18.100584555331892,5.464531131341517
93,18.803515461018158,18.26578926406335,5.478734048542803
94,18.863464857072238,18.352563805567044,5.492936965744088
95,19.096001920995825,18.516462137341428,5.507139882945373
96,19.145091754882756,18.65429945557282,5.521342800146659
97,19.194181588769688,18.686391756544218,5.5355457173479445
98,19.32868698483076,18.819704049493243,5.54974863454923
99,19.377776818717695,18.935507826145674,5.563951551750515
100,19.53881458712744,18.967600127117077,5.578154468951801
101,19.587904421014372,18.99969242808848,5.592357386153086
102,19.76888812868674,19.076669190432646,5.606560303354372
103,19.93995120071558,19.22673326106217,5.6207632205556575
104,20.030037381390493,19.394409230273773,5.634966137756942
105,20.285487403443703,19.596252836220685,5.649169054958228
106,20.406416901994074,19.7728238744424,5.6633719721595135
107,20.608897953721065,19.90755248258269,5.677574889360799
108,20.697182604842176,19.95501177874799,5.691777806562085
109,20.755572716123126,20.139271048168904,5.7059807237633695
110,20.7922279459549,20.186730344334205,5.720183640964655
111,20.81539289954878,20.233948321134566,5.734386558165941
112,20.83431611103891,20.31092508347873,5.748589475367226
113,20.87932523193632,20.48551110993076,5.762792392568512
114,20.89970549054556,20.6892587331815,5.776995309769797
115,20.975405373719575,20.81524684358109,5.791198226971082
116,21.136550774190844,20.900320749905507,5.805401144172368
117,21.206062547137424,21.021506579933963,5.819604061373654
118,21.273992984234237,21.213137292597143,5.833806978574939
119,21.353068711964433,21.278402012579143,5.848009895776224
120,21.43131485020015,21.343666732561147,5.86221281297751
121,21.60044188805532,21.44020388510267,5.876415730178795
122,21.71734965172897,21.533515131501616,5.890618647380081
123,21.8073587852196,21.65470019921998,5.904821564581367
124,21.94821621524494,21.7208399547309,5.919024481782651
125,21.995180772706416,21.887854766152678,5.933227398983937
126,22.019489744456635,21.908235024761915,5.947430316185223
127,22.02228807259107,21.97225253347434,5.961633233386508
128,22.185157657829556,22.148370791451242,5.975836150587794
129,22.185157657829556,22.19172133517444,5.990039067789079
130,22.204368016446974,22.258579905394974,6.004241984990364
131,22.28628456748296,22.323969284901626,6.01844490219165
132,22.32809090699277,22.535651308064274,6.032647819392936
133,22.53975595877765,22.640381573295734,6.046850736594221
134,22.676809910492448,22.969698297043728,6.061053653795506
135,22.88832631277232,23.061226822424935,6.075256570996792
136,22.89777517221345,23.180444232544165,6.089459488198077
137,22.89777517221345,23.200824491153405,6.103662405399363
138,23.132115056717442,23.34041471381855,6.1178653226006485
139,23.17787455361912,23.42476472044077,6.132068239801933
140,23.209966854590522,23.60467581387737,6.146271157003219
141,23.352861012437835,23.704528932134927,6.1604740742045045
142,23.43096239314386,23.85661467696992,6.17467699140579
143,23.466862466394417,24.035079753256653,6.188879908607076
144,23.509282506300796,24.268393125258363,6.203082825808361
145,23.532252791414752,24.339338147584495,6.217285743009646
146,23.59464359663706,24.427925053832222,6.231488660210932
147,23.59464359663706,24.55367632359372,6.2456915774122175
148,23.676086250444012,24.683686901896323,6.259894494613503
149,23.76467315669174,24.961018732789434,6.274097411814788
150,23.794143688208365,25.069409658160527,6.2883003290160735
151,23.89988870546835,25.219410994407568,6.302503246217359
152,23.99256643307137,25.28734143150438,6.316706163418645
153,24.047811581594853,25.371052907185412,6.33090908061993
154,24.12614664105614,25.482610098547095,6.345111997821215
155,24.12614664105614,25.60049432052663,6.359314915022501
156,24.269317145829177,25.60049432052663,6.373517832223786
157,24.269317145829177,25.76462944906757,6.387720749425072
158,24.434513696487233,25.855015249991812,6.401923666626358
159,24.61579513233211,25.92181745368888,6.416126583827643
160,24.626654694499255,25.9729338041914,6.430329501028929
161,24.744479079492923,26.06245432532608,6.444532418230215
162,24.872672629102162,26.15635013475427,6.4587353354315
163,25.056664500774414,26.170694990441937,6.472938252632785
164,25.09256457402497,26.20518321418753,6.487141169834071
165,25.258601426131545,26.219528069875203,6.501344087035356
166,25.30348588750431,26.2700102815405,6.515547004236642
167,25.30348588750431,26.32469252207279,6.5297499214379275
168,25.452695632630974,26.47910920505866,6.543952838639212
169,25.452695632630974,26.579031886997296,6.558155755840498
170,25.452695632630974,26.72595838565498,6.572358673041784
171,25.46355519479812,26.77096750655239,6.586561590243069
172,25.64596145897205,26.966183992895843,6.600764507444355
