Time(Iteration),UppperConfidenceBound,ThompsonSampling,PHE
0,0.5426481524639685,0.5426481524639685,0.5426481524639685
1,1.1372042593045149,1.1372042593045149,1.1372042593045149
2,1.741758619456863,1.741758619456863,1.741758619456863
3,2.112700390197948,2.112700390197948,2.112700390197948
4,2.612281569691516,2.612281569691516,2.612281569691516
5,3.2994378271111877,3.2994378271111877,3.2994378271111877
6,3.715111959901099,3.715111959901099,3.715111959901099
7,4.130607207404131,4.130607207404131,4.130607207404131
8,4.514888031405335,4.514888031405335,4.514888031405335
9,4.896226579549518,4.896226579549518,4.896226579549518
10,5.38249592683046,5.461734279366508,5.319429912169247
11,5.915129258501348,5.854386081358347,5.762415765560293
12,6.346883098234526,6.15261350588399,6.236931414030364
13,6.437776602421198,6.453165415173599,6.806796874837116
14,6.48970227662454,6.48418853977982,7.165197316922386
15,6.552787914652809,6.565881462948923,7.438568810830399
16,6.619876364638652,6.60216246431326,7.725614462408293
17,6.653780286564223,6.64729108843661,8.188398168459285
18,6.681393098098409,6.65902666826472,8.730586591856701
19,6.744650058291043,6.708985632945951,9.034593210616723
20,6.750627835936436,6.710826889540503,9.403165633656666
21,6.80105106946043,6.80409756887568,9.728136795649267
22,6.806932907637363,6.812274671508902,10.361006652519125
23,6.894896287133354,6.840054498735123,10.574501529993842
24,6.943245420554986,6.8459363369120565,11.032450688473093
25,7.023971084563979,6.893198811358927,11.348890302295434
26,7.073504379905667,6.919478811262346,11.775737693636497
27,7.073575456129243,6.955840114053255,12.125491209471186
28,7.179940385650617,6.981963416083758,12.422811282061826
29,7.196567086589776,6.9838046726783105,12.867849068102526
30,7.202544864235169,6.989686510855245,13.23133393014696
31,7.208426702412103,6.989686510855245,13.584254520756653
32,7.231998932363908,7.044069231301103,13.784205590473277
33,7.277116206233965,7.099190775742867,14.090551265859085
34,7.2830939838793585,7.1032313573252495,14.485928100067545
35,7.303212553147299,7.1072719389076315,14.778611712978886
36,7.307349074198139,7.111312520490013,15.021367057111183
37,7.311485595248979,7.115353102072395,15.487017343162412
38,7.33160416451692,7.119393683654776,15.940538035811633
39,7.335740685567759,7.123434265237158,16.43940871307796
40,7.339948282842175,7.12747484681954,16.98010711668659
41,7.364643194080296,7.152073818589201,17.354333086969497
42,7.370496935731471,7.1561144001715835,17.624453421582217
43,7.416252967051584,7.160154981753965,17.89727930468626
44,7.416252967051584,7.164195563336347,18.370505679416105
45,7.416252967051584,7.164266639559922,18.792388864324987
46,7.416252967051584,7.164337715783498,19.072475163918135
47,7.416252967051584,7.164408792007073,19.424715950314557
48,7.416252967051584,7.164408792007073,19.586111625099317
49,7.416324043275159,7.164408792007073,19.742127440125568
50,7.416324043275159,7.164408792007073,20.12806066599868
51,7.416324043275159,7.164408792007073,20.505465190782243
52,7.416324043275159,7.164479868230648,20.708663465998473
53,7.416324043275159,7.164550944454224,21.234739670106215
54,7.416395119498735,7.1646220206777995,21.518933459056978
55,7.4504281657368265,7.198655066915892,21.76356874354244
56,7.454468747319209,7.213440511260498,22.031949439173918
57,7.454468747319209,7.217481092842879,22.351736471400677
58,7.454468747319209,7.2215216744252615,22.588306209991217
59,7.454468747319209,7.225633332231219,23.036105703140358
60,7.454468747319209,7.229744990037176,23.32398711845296
61,7.454468747319209,7.233856647843133,23.755661066019805
62,7.454539823542784,7.237897229425515,24.175400445353528
63,7.454539823542784,7.237897229425515,24.432367020136965
