Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound,ThompsonSampling,PHE
0,0.5802850135179292,0.4064283794330336,0.47914105748715696,0.47914105748715696,0.47914105748715696
1,1.0515477544296832,0.8915420983492647,0.9231230602445339,0.9231230602445339,0.9231230602445339
2,1.3144167683464083,1.430772253115937,1.430234904743301,1.430234904743301,1.430234904743301
3,1.6732517650466683,1.8796929151964605,1.7552629941644358,1.7552629941644358,1.7552629941644358
4,2.041288955612937,2.176984123749314,2.148960211850876,2.148960211850876,2.148960211850876
5,2.526092354872851,2.4138446343719004,2.4949032358522967,2.4949032358522967,2.4949032358522967
6,2.847356447129183,2.7964168779443432,2.9349455749326134,2.9349455749326134,2.9349455749326134
7,3.159999748759423,3.05266548386106,3.303074116209357,3.303074116209357,3.303074116209357
8,3.458914670255113,3.472538043584234,3.855029820938044,3.855029820938044,3.855029820938044
9,3.7765939342344117,3.627131646985714,4.28397744933272,4.28397744933272,4.28397744933272
10,3.992612243485932,3.703127535855811,4.881717145369058,4.84300259693442,4.832410742548743
11,4.411085894855143,3.932594449406416,5.437441731015436,5.295885938828107,5.232674099814501
12,4.862625122507408,4.2665081296160015,6.065612556160003,5.991533531894231,5.826049347380198
13,5.21056747639241,4.556056510743082,6.391065074956882,6.334607991468424,6.205072368535351
14,5.502380655321543,4.963694156393971,6.542517883281363,6.542360448003824,6.611913040484033
15,5.846970940774089,5.297339287180177,6.614887702327257,6.631383796147364,7.220522978892586
16,6.147493887348258,5.553592887337585,6.702114817518352,6.674623505043007,7.560541048855117
17,6.369893596475665,5.657594209211487,6.791933706561585,6.76547495251725,8.011018869242122
18,6.638606488509924,5.819745270681457,6.857388941588473,6.82384850524263,8.438448418623462
19,6.863298721624078,5.94453827884446,6.944440598028116,6.945630591736662,8.818009880564507
20,7.0333023932649255,6.173524937350257,7.0099800045427685,6.972240185228516,9.212667018670988
21,7.26382580674768,6.341629189670058,7.017817528797489,6.979920274205699,9.66772080271007
22,7.615294028599786,6.5222331963373765,7.068857061080061,6.990721735070208,10.061802396088066
23,7.831121725022371,6.778182679691065,7.077754230096223,7.017846667743038,10.503885750064388
24,8.033006845236526,7.000863085022597,7.095981993752891,7.017846667743038,10.832336729671075
25,8.22412492364823,7.171125196624628,7.146541560109102,7.074992899234067,11.180727210159755
26,8.441417092236916,7.42080123479907,7.183104092049926,7.114676803062217,11.701694644772182
27,8.559911971195131,7.896909899125511,7.183104092049926,7.133835574116146,12.040890944875379
28,8.919461103921481,8.163481689431762,7.205220778131083,7.14151566309333,12.368503259198839
29,9.095161432445616,8.391989061823407,7.239932972510528,7.198344543553931,12.90392822856991
30,9.193671037456351,8.558198823594905,7.248830141526689,7.2072417125700925,13.357991244337233
31,9.424831272943882,8.781921754775736,7.259631602391198,7.251911494783831,13.787497552124652
32,9.579619834226424,9.012618232872645,7.286231056225806,7.2800398469421195,14.322778343655632
33,9.710903684080877,9.13283156022495,7.286231056225806,7.296774540213002,14.578547052459701
34,9.920892681484514,9.250640608590672,7.353179966457288,7.350842483875188,15.013744710787725
35,10.128175431121878,9.495428180961703,7.353179966457288,7.350842483875188,15.45800819384068
36,10.430746502373008,9.64732453159101,7.353179966457288,7.350842483875188,15.968255040314014
37,10.571781637091037,9.895894890205327,7.36207713547345,7.370541113755858,16.380207423512378
38,10.7464535771246,10.067585422549067,7.36207713547345,7.370541113755858,16.812231913457527
39,10.908156664056424,10.181100059986957,7.401047130025539,7.389699884809788,17.128311762977287
40,11.096038822800535,10.420543222666048,7.401047130025539,7.400501345674297,17.50340246573665
41,11.26292522226709,10.548959684153807,7.401047130025539,7.4113028065388065,17.9162957432166
42,11.339001525083887,10.646415179838153,7.45787664402439,7.4363894384256195,18.352677371375282
43,11.488648739381755,10.742858792168548,7.506530661965369,7.498207114216562,18.85375785222122
44,11.675365423826005,10.90266850245432,7.516422209357901,7.506044638471283,19.260372991560185
45,11.80926009604408,11.152519478841244,7.516422209357901,7.543613830382457,19.688123378883947
46,11.986855809813504,11.411885239178678,7.516422209357901,7.553505377774988,20.185114257660192
47,12.157491030087304,11.597259232048614,7.516422209357901,7.594644400198869,20.641817574318694
48,12.298391396032471,11.687934906655379,7.516422209357901,7.594644400198869,21.1762921874594
49,12.556629714746464,11.774081512539832,7.52722367022241,7.602324489176053,21.62850131217925
50,12.705977865335777,11.824561238023689,7.577311166737848,7.613125950040562,22.07497110263505
51,12.796075766937907,11.89275338798324,7.6037090553708255,7.650325299538048,22.6561621888021
52,12.940482102729831,11.999638185494959,7.6037090553708255,7.650325299538048,23.077960314344438
53,13.019721003230227,12.100269267614268,7.639111240011748,7.685727484178971,23.45698388117454
54,13.071307225183457,12.157605373496555,7.648008409027909,7.685727484178971,23.97705757504733
55,13.284414309803804,12.396006471207475,7.664743102298791,7.743495069671591,24.389295750603033
56,13.402180856010407,12.624065138503207,7.664743102298791,7.7542965305361005,24.816618335093533
57,13.501835418570511,12.667795782407142,7.673640271314953,7.7542965305361005,25.03250127456658
58,13.673938306785914,12.900954470016654,7.673640271314953,7.7542965305361005,25.444137166054354
59,13.715608015375139,13.169368325218409,7.735457947105895,7.76509799140061,26.048630913372016
60,13.924336434243802,13.319471519096528,7.797580608844458,7.792589303875952,26.338909493392805
61,14.193489104708902,13.66424235107022,7.797580608844458,7.792589303875952,26.844241071343532
62,14.295307644597369,13.70797299497416,7.797580608844458,7.800269392853136,27.176461058792512
63,14.535086480131081,13.81157684970791,7.816739379898388,7.808106917107857,27.76712087687107
64,14.678120930919212,13.856514465231356,7.816739379898388,7.818908377972366,28.279650017981584
65,14.804270999934607,14.063704295292705,7.8275408407628975,7.878342256289473,28.77003667409919
66,14.9669177415478,14.228686793494305,7.8275408407628975,7.878342256289473,29.105195491247684
67,14.9669177415478,14.339776895074056,7.8275408407628975,7.878342256289473,29.570301380214822
68,14.9669177415478,14.402747387645832,7.8275408407628975,7.878342256289473,29.79995420319393
69,15.142748637236007,14.487152529069144,7.8275408407628975,7.878342256289473,30.32982661219892
70,15.277510495935022,14.544932977329461,7.8275408407628975,7.878342256289473,30.870596184146933
71,15.31205743189264,14.765540699610682,7.8275408407628975,7.878342256289473,31.42302199824652
72,15.57039878443502,14.89176359305801,7.8275408407628975,7.878342256289473,31.828564421719484
73,15.624466728097207,14.909991356714679,7.8275408407628975,7.878342256289473,32.18350628155979
74,15.777820028516288,14.921470038791426,7.8275408407628975,7.878342256289473,32.6721197164605
75,15.939009725152985,15.021907988454885,7.8275408407628975,7.878342256289473,33.08986860326974
76,16.133596962615915,15.057720288606461,7.8275408407628975,7.878342256289473,33.60111956532775
77,16.171675563800243,15.209762668050132,7.8275408407628975,7.878342256289473,33.994969030792575
78,16.317648804722456,15.22056412891464,7.8275408407628975,7.878342256289473,34.44977066930199
79,16.341532810984937,15.22056412891464,7.8275408407628975,7.878342256289473,34.936517939817506
80,16.528367238506,15.293557060033915,7.886974719080004,7.878342256289473,35.27187756875191
