Time(Iteration),EpsilonGreedyLinearBandit,LinUCB
0,0.7727351513959604,0.5680258220866832
1,1.424958599405088,0.9899193504174107
2,2.0140007284503105,1.5009932887850028
3,2.502787925682223,2.102250704157803
4,2.7420161527188585,2.540249307299821
5,3.133658041920845,3.317598912912584
6,3.6170983826074603,3.8974483088460596
7,4.121245016864055,4.60265633756487
8,4.514524132740357,5.231259628664478
9,4.9016233531289135,5.816813255305719
10,5.227308779429527,5.915175872154573
11,5.542483489790428,5.997728522545568
12,5.93489733122527,6.063136020140648
13,6.147903840673041,6.1285435177357295
14,6.316380380860994,6.19395101533081
15,6.4621805249016315,6.259358512925891
16,6.832472498681936,6.324766010520971
17,7.253303300109637,6.390173508116051
18,7.630116928162633,6.455581005711132
19,7.909796901147324,6.520988503306212
20,8.21857881087878,6.586396000901293
21,8.494552986040594,6.651803498496373
22,8.717925378465669,6.717210996091454
23,8.807714304388643,6.782618493686535
24,9.101898409768378,6.848025991281615
25,9.373861721866637,6.913433488876696
26,9.500035087575752,6.978840986471776
27,9.89455883170385,7.044248484066857
28,10.310638032028965,7.109655981661938
29,10.706137964995738,7.175063479257018
30,11.00646473312422,7.240470976852099
31,11.191122558273323,7.305878474447179
32,11.327515212460137,7.37128597204226
33,11.597133437326345,7.436693469637341
34,11.7544117398398,7.502100967232421
35,11.9823141918831,7.567508464827502
36,12.106471958878933,7.632915962422582
37,12.26387460091252,7.698323460017663
38,12.443242946996662,7.763730957612744
39,12.487528792368575,7.829138455207824
40,12.676602476378903,7.894545952802905
41,12.710298861364059,7.959953450397985
42,12.843099460004797,8.025360947993066
43,12.899957389688584,8.090768445588147
44,13.000940663525075,8.156175943183227
45,13.044363230636467,8.221583440778307
46,13.23699680247359,8.286990938373389
47,13.636816974590388,8.35239843596847
48,13.908333656516636,8.41780593356355
49,14.128025867509512,8.48321343115863
50,14.243687457680299,8.54862092875371
51,14.70329582647743,8.614028426348792
52,14.88001101862422,8.679435923943872
53,14.921761867116766,8.744843421538953
54,15.282396805672017,8.810250919134033
55,15.440684017239267,8.875658416729113
56,15.45879577911729,8.941065914324195
57,15.80288476800018,9.006473411919275
58,15.879104896610855,9.071880909514356
59,16.200890467043184,9.137288407109436
60,16.391067408822,9.202695904704516
61,16.67176977176003,9.268103402299598
62,16.68988153363805,9.333510899894678
63,16.861518702239742,9.398918397489759
64,17.033569214623153,9.464325895084839
65,17.230832853487208,9.529733392679919
66,17.330077641276784,9.595140890275001
67,17.668134029552736,9.660548387870081
68,17.726510772772023,9.725955885465162
69,17.841079064768174,9.791363383060242
70,18.17400034979083,9.856770880655322
71,18.374924266298827,9.922178378250404
72,18.530763053357667,9.987585875845484
73,18.57548658447154,10.052993373440565
74,18.703996380318166,10.118400871035645
75,18.883954512853585,10.183808368630725
76,19.16245998304165,10.249215866225807
77,19.405905382759208,10.314623363820887
78,19.525434985625324,10.380030861415968
79,19.552541688073703,10.445438359011048
80,19.685136066906125,10.510845856606128
81,19.718654869595795,10.57625335420121
82,19.768604299498723,10.64166085179629
83,19.94477968263512,10.70706834939137
84,20.01971683768786,10.77247584698645
85,20.14785889870661,10.837883344581531
86,20.34295650671891,10.903290842176613
87,20.744425831511958,10.968698339771693
88,21.23410987690476,11.034105837366774
89,21.415926221872766,11.099513334961854
90,21.568873732010317,11.164920832556934
91,21.754136303117285,11.230328330152016
92,21.93253000195917,11.295735827747096
93,22.138198721190935,11.361143325342177
94,22.313705103218858,11.426550822937257
95,22.45025737564676,11.491958320532337
96,22.737636737450934,11.557365818127419
97,22.853394099136466,11.6227733157225
98,22.944345144808363,11.68818081331758
99,23.097919285560547,11.75358831091266
100,23.123290172574425,11.81899580850774
101,23.22353147615433,11.884403306102822
102,23.504628163255614,11.949810803697902
103,23.662463099455287,12.015218301292983
104,23.845649265746996,12.080625798888063
105,23.968874284694884,12.146033296483143
106,24.06644763078527,12.211440794078225
107,24.12465030018328,12.276848291673305
108,24.13316680649872,12.342255789268386
109,24.352108968594102,12.407663286863466
110,24.517111957666962,12.473070784458546
111,24.586646929389158,12.538478282053628
112,24.686710438994684,12.603885779648708
113,24.928814922945854,12.669293277243789
114,25.045380136979926,12.734700774838869
115,25.216577553377565,12.80010827243395
116,25.273268044749468,12.865515770029031
117,25.412999737201183,12.930923267624113
118,25.566028311523915,12.996330765219193
119,25.704905442871542,13.061738262814274
120,25.713421949186984,13.127145760409354
121,25.960695711855863,13.192553258004434
122,26.058986859390018,13.257960755599516
123,26.354981517048593,13.323368253194596
124,26.533050821144137,13.388775750789677
125,26.612463411318025,13.454183248384757
126,26.623807025134294,13.519590745979837
127,26.75688602337189,13.584998243574919
128,26.91574531092336,13.65040574117
129,27.225322387597476,13.71581323876508
130,27.33621361483871,13.78122073636016
131,27.564708210575482,13.84662823395524
132,27.565016719434617,13.912035731550322
133,27.59392711899515,13.977443229145402
134,27.59423562785429,14.042850726740483
135,27.648394386685272,14.108258224335563
136,27.79191411941906,14.173665721930643
137,27.940538458428865,14.239073219525725
138,28.07923479765123,14.304480717120805
139,28.079543306510367,14.369888214715886
140,28.217330155754883,14.435295712310966
141,28.3628965327624,14.500703209906046
142,28.363205041621534,14.566110707501128
143,28.363513550480672,14.631518205096208
144,28.451888061844443,14.696925702691289
145,28.58897806283869,14.762333200286369
146,28.72048211938401,14.827740697881449
147,29.025363859988545,14.893148195476531
148,29.136916613137704,14.958555693071611
149,29.251872899578522,15.023963190666692
150,29.417191205979226,15.089370688261772
151,29.661078876472356,15.154778185856852
152,29.720623856200746,15.220185683451934
153,29.720932365059884,15.285593181047014
154,29.74594457973613,15.351000678642094
155,29.79662812991777,15.416408176237175
156,29.983222800533714,15.481815673832255
157,30.15084605617755,15.547223171427337
158,30.244021403909436,15.612630669022417
159,30.314093602019348,15.678038166617497
160,30.519200466188398,15.743445664212578
161,30.67952495737714,15.808853161807658
162,30.737911215714462,15.87426065940274
163,30.884708345563944,15.93966815699782
164,30.996138157517954,16.0050756545929
165,30.99644666637709,16.070483152187983
166,31.029096949193935,16.13589064978306
167,31.276308650863825,16.201298147378143
168,31.476587877855383,16.26670564497322
169,31.560327310028857,16.332113142568303
170,31.669840443644006,16.397520640163386
171,31.670148952503144,16.462928137758464
172,31.805301037747835,16.528335635353546
173,31.805609546606973,16.593743132948624
174,31.98465576272944,16.659150630543706
175,32.02531316194935,16.72455812813879
176,32.30152972028948,16.789965625733867
177,32.30183822914862,16.85537312332895
178,32.34233430739502,16.920780620924027
179,32.380805648379365,16.98618811851911
180,32.464268495463855,17.05159561611419
181,32.46457700432299,17.11700311370927
182,32.63234396682293,17.182410611304352
183,32.72829516463781,17.24781810889943
184,32.72860367349695,17.313225606494512
185,32.80641162648532,17.378633104089594
186,32.92643641689857,17.444040601684673
187,33.0069850823967,17.509448099279755
188,33.16341922608223,17.574855596874833
189,33.43263056070261,17.640263094469915
190,33.559068705671365,17.705670592064997
191,33.73924698976262,17.771078089660076
192,33.87059232680108,17.836485587255158
193,33.98750029029902,17.901893084850236
194,34.25370892285502,17.96730058244532
195,34.292170472547795,18.0327080800404
196,34.324490985534126,18.09811557763548
197,34.3498017907675,18.16352307523056
198,34.350110299626635,18.22893057282564
199,34.55800030469294,18.29433807042072
