Time(Iteration),EpsilonGreedyLinearBandit,LinUCB,LinTS,LinPHE
0,0.6733738452327664,0.463778078548218,0.463778078548218,0.463778078548218
1,1.1415329556494596,1.1511442173118138,1.1511442173118138,1.1511442173118138
2,1.5903543816828738,1.6958228225909824,1.6958228225909824,1.6958228225909824
3,2.066435835462508,2.4609456908066103,2.4609456908066103,2.4609456908066103
4,2.4034083502779997,3.0621902593668264,3.0621902593668264,3.0621902593668264
5,2.8391819487333745,3.668163296538295,3.668163296538295,3.668163296538295
6,3.3080564624330164,4.0839022888897265,4.0839022888897265,4.0839022888897265
7,3.605081264638497,4.655715363449233,4.655715363449233,4.655715363449233
8,4.059872457948712,5.316577949858102,5.316577949858102,5.316577949858102
9,4.305365014020254,5.827444797613555,5.827444797613555,5.827444797613555
