Time(Iteration),UppperConfidenceBound,ThompsonSampling,PHE
0,0.49455923577142497,0.49455923577142497,0.49455923577142497
1,1.1331337417412721,1.1331337417412721,1.1331337417412721
2,1.6360229732443763,1.6360229732443763,1.6360229732443763
3,2.1833104672174164,2.1833104672174164,2.1833104672174164
4,2.816033563317812,2.816033563317812,2.816033563317812
5,3.253846589477289,3.253846589477289,3.253846589477289
6,3.8113587940995095,3.8113587940995095,3.8113587940995095
7,4.433897963856892,4.433897963856892,4.433897963856892
8,4.833058185273741,4.833058185273741,4.833058185273741
9,5.425325337768652,5.425325337768652,5.425325337768652
10,6.013314161266495,5.953432510034346,6.013314161266495
11,6.367130332701589,6.285076111463827,6.367130332701589
12,6.630141222072117,6.66902608974988,6.630141222072117
13,6.891960576402989,6.894967755744186,6.922789691293626
14,6.961485780177308,6.934070861697414,7.08200712184688
15,7.000514820559353,6.997748164089292,7.3461271188626736
16,7.063095502960498,7.056894917583252,7.733452855845682
17,7.116315472108984,7.11775157143345,8.016861043212721
18,7.187074535964468,7.149577846367703,8.377983099724908
19,7.255017380395327,7.245155910984162,8.647463612928483
20,7.353562385954495,7.274706259966924,8.92469814303025
21,7.385933832644163,7.297864658952446,9.436645522752865
22,7.444041916294362,7.316416351588179,9.854495055421562
23,7.454551171250294,7.323486394651224,10.198024083665624
24,7.502370073111822,7.36270718961792,10.388627134737945
25,7.5156003243987595,7.374624639563447,10.67723385894966
26,7.534014372023192,7.438805464271941,10.90552295183981
27,7.5808522332563495,7.447197144348003,11.265471651736382
28,7.59201056980247,7.480978808952436,11.577017179864738
29,7.595080808529735,7.527447697019971,11.950159041764405
30,7.666958282921934,7.602692810268995,12.113422028772677
31,7.671777123363448,7.6044414119832435,12.286820082108639
32,7.704155322737305,7.6044414119832435,12.699846732614873
33,7.715923155320188,7.617165045093259,13.002001884957147
34,7.726432410276121,7.6834677439746795,13.442634981095122
35,7.729502649003386,7.690869935735899,13.626429189281865
36,7.748340524649312,7.705342170560161,14.01069411148477
37,7.751107181119371,7.713430268379017,14.219992549260803
38,7.758692678030945,7.7350348004950025,14.629440007314226
39,7.815254416146535,7.740356241843799,15.006651705443096
40,7.856774950510496,7.759094630528939,15.363191240164227
41,7.86553560375218,7.763609888713248,15.545647434221848
42,7.878006741639711,7.788843822672395,15.812182247198725
43,7.8863984217157705,7.790592424386643,15.981844565405407
44,7.894790101791831,7.796420483912362,16.31826440366391
45,7.897860340519097,7.8034905269754065,16.700005275292103
46,7.948067427937626,7.808811968324202,17.055391541843274
47,7.951137666664891,7.814133409672996,17.297289238031144
