Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound,ThompsonSampling
0,0.48951742921290603,0.4900977195956365,0.3430693018232166,0.3430693018232166
1,1.1175333186191883,0.841624145861398,0.7413561107690233,0.7413561107690233
2,1.5641500187005914,1.311923524575075,1.255358499378476,1.255358499378476
3,2.0030605084169175,1.707241654652061,1.9123885989099367,1.9123885989099367
4,2.284461987612063,1.9919104415359858,2.414411927965118,2.414411927965118
5,2.6561079905029623,2.32566946820126,2.779059849450644,2.779059849450644
6,2.9646416761112,2.695885791478429,3.1438713277413344,3.1438713277413344
7,3.3905574745369136,3.084238926250008,3.749502662010632,3.749502662010632
8,3.634677355245117,3.3083643241447533,4.2011620938384535,4.2011620938384535
9,4.061635838833274,3.713085650934551,4.613743109375749,4.613743109375749
10,4.300270371480307,3.9616432037265286,4.891115226121064,5.1679720839949805
11,4.464211245359712,4.116587107262395,5.169123499697634,5.619037610067835
12,4.692494761900625,4.242832880591792,5.4493918692752255,5.900284296025655
13,4.9087217564989265,4.492525561947619,5.623477209389996,6.195636015810194
14,4.997731373709469,4.7198364841567875,5.858824054902024,6.6960309209999975
15,5.152484526648583,4.931629429441765,6.071086547740975,7.100190144520447
16,5.298398781295264,5.216155963319869,6.364965499827284,7.4523596170487805
17,5.515402659160533,5.465605060922162,6.5799650056385035,7.7384714277482605
18,5.7849094558547325,5.638549675218007,6.783035306398558,8.139200050046606
19,5.908369033757302,5.95714925908414,7.000805124623268,8.429467508365628
20,6.075779250919053,6.0999927229196125,7.392045110215318,8.866707530295816
21,6.305388133606509,6.33110392365959,7.76974915555901,9.152471457839422
22,6.622483591931015,6.490798225950954,8.036561705851943,9.630526915517422
23,6.693777231182642,6.744885943113475,8.243945744487949,10.022883381209564
24,6.831522615868276,6.875389478280129,8.452933488805355,10.36300300146591
25,6.994037782294882,7.067336690154773,8.749768530845554,10.686472382998996
26,7.171886273455138,7.167634524718984,9.011172810661332,11.096745421736149
27,7.343832349690641,7.3509651209932585,9.243276979255189,11.429451743332349
28,7.588839485158646,7.516333502842274,9.388080847204183,11.804529557366958
29,7.933932990441318,7.696539077598733,9.510799557799713,12.102725358838548
30,8.290137134686962,7.872062358279588,9.71650634751307,12.584859337423929
31,8.653876383003523,8.01134033705454,9.835679887537943,12.868919140004158
32,8.808841901664726,8.273731295959594,10.052664432703258,13.368064426314263
33,8.990732036596636,8.42676912530725,10.280470415377271,13.731747750293431
34,8.99712354960738,8.542016036444217,10.436290516048384,14.020322720423284
35,9.102343791601477,8.856744379507955,10.631704716780595,14.469724683276686
36,9.22808020679204,8.92341932948932,10.859034785030138,14.901257990064611
37,9.42490531678423,9.154947929473886,11.189509083448774,15.300487193176275
38,9.63657462072584,9.268321442380614,11.31828643197733,15.684438421889208
39,9.73362011412085,9.531181484059262,11.54862190684654,16.15581454237216
40,9.779989833155307,9.678198482141037,11.919140441316216,16.567087588649688
41,9.935821613994126,9.735762519008821,12.294033867345066,16.98207955247353
42,10.205323759754139,9.91565151627625,12.53524430721939,17.28356543649767
43,10.252639412525706,10.066259995018509,12.756208630241058,17.751723944163366
44,10.327083901210862,10.138457252785651,13.040870404804645,17.994178296365444
45,10.333475414221606,10.375166312746856,13.244746502857032,18.47523631528317
46,10.411440325301232,10.654302009720997,13.537410684818013,18.850448107016696
47,10.614615953804378,10.88431380039562,13.929904708105443,19.129195902516607
48,10.759200132447322,11.041649191498959,14.055316722649172,19.550639482632615
49,10.863274446831605,11.11242189344724,14.487074894526014,19.841156297455218
50,11.04500702259254,11.217378372113249,14.653488523878588,20.12451614188651
51,11.051398535603285,11.267467052840104,14.872913332655292,20.574523694810882
52,11.197409537462704,11.443671045716876,15.120530243423897,21.113010431150542
53,11.272221415089923,11.548524444838632,15.431048072147174,21.538095282157038
54,11.396711134575208,11.691304508378705,15.585448515063785,21.915560907108635
55,11.484244652723172,11.70780649609259,15.799743175556022,22.1906899139
56,11.558493631246622,11.827077358204175,15.918268878635548,22.609765927315404
57,11.68830110686187,11.987778648647996,16.25191332701117,22.939359292579166
58,11.891286159541366,12.218251731893524,16.466221218905265,23.184796203905012
59,12.178375278996969,12.286674636343994,16.5862730909113,23.53747118998168
60,12.344552453624555,12.437616991106584,16.82314878412785,23.78374383783566
61,12.564168512911161,12.656328662589981,17.072179119223918,24.114615838827145
62,12.65170526003983,12.798460064293158,17.29454625652014,24.527111474731807
63,12.87415619864124,12.953684836276185,17.492905514714504,24.907693775171584
64,12.961864430117728,13.132702785044582,17.7465296429971,25.290675062919192
65,13.11359522830107,13.255931891717074,17.897605339431344,25.5873694296474
66,13.233267195727327,13.476245776809765,18.21898406359025,25.88045537807314
67,13.239658708738071,13.663157979159092,18.54153655273259,26.204668492014683
68,13.36767530090493,13.745387303625034,18.769258493079388,26.519323385206484
69,13.50016196734315,13.90958919326709,18.921237617251624,26.834532639906445
70,13.650692922838928,14.005568854075046,19.076820217033845,27.225478056974065
71,13.746236011273634,14.05442470266964,19.32488174497579,27.623638701077784
72,13.843281504668644,14.41944637955775,19.692335046714735,28.065004931611448
73,13.909963127558191,14.427562519875744,19.92244214246646,28.357310733077362
74,14.03384822456383,14.544028548151905,20.041862893262376,28.87216837946832
75,14.162007221706187,14.68866705604589,20.21659837574068,29.332126603741653
76,14.304747862943199,14.772644610058938,20.364319992826914,29.739386753100984
77,14.452534099232258,14.862007496538132,20.56708452443784,30.007628949812947
78,14.552930943757648,15.058605885529786,20.739179310655324,30.330244244481122
