Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta,LinTSTheta,LinPHETheta
0,0.9287357186820764,0.9219853004743784,0.9219853004743784,0.9219853004743784
1,0.8607466541380342,0.8909360187003863,0.8909360187003863,0.8909360187003863
2,0.7854138614771041,0.8491883238002942,0.8491883238002942,0.8491883238002942
3,0.757306951645849,0.8016936551500201,0.8016936551500201,0.8016936551500201
4,0.7426349838012798,0.745646075750674,0.745646075750674,0.745646075750674
5,0.7164249045637676,0.6977110139956039,0.6977110139956039,0.6977110139956039
6,0.6847312628597614,0.6255169380121277,0.6255169380121277,0.6255169380121277
7,0.6732215336121377,0.5877565558240028,0.5877565558240028,0.5877565558240028
8,0.6441132723762857,0.5647382506260422,0.5647382506260422,0.5647382506260422
9,0.5336807252399182,0.5447788453015626,0.5447788453015626,0.5447788453015626
