Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta,LinTSTheta,LinPHETheta
0,0.9541074153372749,0.933491939562314,0.933491939562314,0.933491939562314
1,0.8489007878703084,0.862134108006758,0.862134108006758,0.8455084679163118
2,0.8294990995581364,0.8279574150187721,0.8279574150187721,0.7510090746537984
3,0.8013409382615831,0.7677881051386494,0.7677881051386494,0.6831630119422726
4,0.748367858938532,0.716398335342969,0.716398335342969,0.6417998125390881
5,0.746639797514095,0.7016608083649815,0.7016608083649815,0.5619824256101351
6,0.6998090719761257,0.688644331729628,0.688644331729628,0.49440666510510606
7,0.657505855702414,0.6947099614465203,0.6947099614465203,0.455428904928156
8,0.65013961551631,0.6761064202833765,0.6761064202833765,0.42913442527619494
9,0.624378539010881,0.5897833417352794,0.5897833417352794,0.3837157528869021
10,0.6016329805502749,0.4626237017989693,0.5528791078845762,0.3686113705155875
11,0.5938280703602697,0.46156492213389805,0.5447940419105313,0.34734455381060964
12,0.5929653190656823,0.4564109555274558,0.5397703892063123,0.3434365925374112
13,0.5902577020081108,0.45837190718666615,0.5395911601219262,0.3463758598887935
14,0.5829451455162156,0.4517711481315551,0.5407569594328828,0.3291957023123059
15,0.570101983834153,0.44608518600836156,0.5397765991661213,0.3146691330399192
16,0.5819138364593288,0.4480980536380333,0.5433573837383053,0.30948974238544563
17,0.5657984145836515,0.4475865028717168,0.5400389607920701,0.3178830773264776
18,0.5726113327808215,0.44503049094552444,0.5416147241573875,0.3156273774086258
19,0.5658811697445452,0.4473805864477868,0.5427771775540136,0.3103232634667517
20,0.5125754725769085,0.4457699357754178,0.541697491552733,0.31029946009676335
21,0.5108610284612447,0.4470699672857362,0.5417386166927939,0.28943963406583684
22,0.510834045684679,0.44661630483550346,0.5395702787034238,0.2762877941708462
23,0.5052145577475244,0.4464924138937241,0.537250175911348,0.26454192868876525
24,0.5037006968406148,0.44807945518893727,0.5375083584098175,0.26842123644378113
25,0.49557617871074333,0.4440045805174807,0.5350714368080536,0.2678342011076344
26,0.49253720589825534,0.4397314622563641,0.5350562737570832,0.27135338730116415
27,0.4780961557160654,0.4416515976441239,0.536033052694202,0.2728271471771281
28,0.4719103336049657,0.43706178503489584,0.534508489407932,0.2714927983298603
29,0.4680425434241459,0.43640750682566154,0.5353948768719996,0.2728343439022124
30,0.46713540151949795,0.4352758208066474,0.5357588875399436,0.2738744141368279
31,0.46796984163070804,0.43652371878073576,0.5362572304896591,0.27250240793986136
32,0.4398489234236814,0.4371928110535851,0.5360769028077107,0.27222567197239184
33,0.4484144624313709,0.43766284348959184,0.5361960484694668,0.2717066100756643
34,0.42983042110405434,0.4314140274100781,0.537152771962519,0.27171074104048604
35,0.41042510296451706,0.43305456538508935,0.537657103119488,0.2720528905888423
36,0.411089660080224,0.43324854888134573,0.5377708979216889,0.2730043909942876
37,0.4093143952722542,0.43351763759620265,0.53761616385221,0.2727741557048652
38,0.40357302836455017,0.43338759576625013,0.5375167379571176,0.27239513705241214
