Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta,LinTSTheta
0,0.9842687242549133,0.9557808962538383,0.9557808962538383
1,0.946373716279157,0.9228912390628008,0.9228912390628008
2,0.9224975587906565,0.8827149597398114,0.8827149597398114
3,0.841500585360542,0.845519399147765,0.845519399147765
4,0.7855007222402681,0.823325820808925,0.823325820808925
5,0.7419690942748034,0.7700922205153115,0.7700922205153115
6,0.7117550742968346,0.6540764438754594,0.6540764438754594
7,0.6513591727287787,0.6497657868330264,0.6497657868330264
8,0.618554587878808,0.6160920370527904,0.6160920370527904
9,0.6161558980558666,0.608732520831843,0.608732520831843
10,0.6280096258561377,0.5277519550199682,0.5632559459028622
11,0.6214013604963009,0.4750095799418905,0.5502255403954164
12,0.6152879721502822,0.45802971347686183,0.5547182481447511
13,0.6033670467935778,0.4456797695882293,0.55176997672878
14,0.6034469299988127,0.4421496651096192,0.5514584927037627
15,0.5951896995047108,0.42951833706367715,0.5496856255503221
16,0.5702280759355094,0.4309919523350977,0.5508377159098524
17,0.566992078835786,0.43638789006374656,0.5480800016655579
18,0.5414375866734809,0.4327623310261687,0.5468723103014959
19,0.5507643374109146,0.4377330051787808,0.5364466242224473
20,0.5488282879389267,0.44962686732850105,0.5476167507707782
21,0.5543822941487926,0.45334399345006837,0.5441552649737289
22,0.5247430975844438,0.45491724406147255,0.5446335077406602
23,0.5210568329898835,0.4553070077919588,0.5429514565617691
24,0.5195342126716083,0.45830341912951866,0.5459794019535165
25,0.46146286002095777,0.4556357816570625,0.5430201119059624
26,0.4616436231755848,0.454589468904257,0.5430798716834934
27,0.4232848176103666,0.45443650863759755,0.5429437663618185
28,0.40427417338462196,0.45393318458911924,0.5419296461339798
29,0.3970830689652932,0.45551327216173315,0.5430316554091846
30,0.39157871088774854,0.4550066487075511,0.5422123446245866
31,0.386329804470943,0.4543408639021493,0.5420411984305312
32,0.3855122665072182,0.4546077631909885,0.5418922750194358
33,0.37825042427225913,0.4531742069285758,0.5412261244024903
34,0.38100225698213575,0.45333614031218605,0.5415276416244221
35,0.38472907780883936,0.45444818469617304,0.5413141079443407
36,0.3859719461984092,0.4545653273181645,0.5411477156612313
37,0.3835773763625296,0.4542105551128451,0.5408034920366054
38,0.38109469800274476,0.45316682176167344,0.5399726910558995
