Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta,LinTSTheta,LinPHETheta
0,0.9730560984417427,0.9371050230491644,0.9371050230491644,0.9371050230491644
1,0.9099430749893092,0.9064308479955383,0.9064308479955383,0.9064308479955383
2,0.8427524505909016,0.8882996911565059,0.8882996911565059,0.8882996911565059
3,0.8279310556704104,0.8164010115344775,0.8164010115344775,0.8164010115344775
4,0.7901797962734489,0.7662593261430002,0.7662593261430002,0.7662593261430002
5,0.7652816046991858,0.7264089799952569,0.7264089799952569,0.7264089799952569
6,0.7194251650555743,0.6657341764069414,0.6657341764069414,0.6657341764069414
7,0.6895158361034674,0.6301348741136761,0.6301348741136761,0.6301348741136761
8,0.6827679397278492,0.5704047958294951,0.5704047958294951,0.5704047958294951
9,0.693914055910785,0.525249355550603,0.525249355550603,0.525249355550603
