Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound,ThompsonSampling
0,0.529694542583319,0.6831191663101828,0.4017888336511328,0.4017888336511328
1,0.9543572905259662,1.132458969051489,0.7562006222259311,0.7562006222259311
2,1.360747038295791,1.516886188321797,1.2913014887326557,1.2913014887326557
3,1.923416293438453,1.8487087092959271,1.5514198141671511,1.5514198141671511
4,2.3134730975778384,2.320675825177249,2.018374255254481,2.018374255254481
5,2.5410900634059232,2.6828410684611335,2.5143510927582104,2.5143510927582104
6,3.019297180930324,3.032347501913409,2.998848386589498,2.998848386589498
7,3.293892289127517,3.3938440427585768,3.4499355335172566,3.4499355335172566
8,3.5362497480531134,3.7922102394139996,3.886132898341887,3.886132898341887
9,3.7974455052994225,4.015712887851747,4.3035487191629525,4.3035487191629525
10,3.9479622418924913,4.174797812711943,4.699792628585921,4.419626847457236
11,4.246711061950644,4.5353426434766275,5.2126040834633445,4.531299030022598
12,4.397306866534757,4.767095078959172,5.676159364400701,4.647377158316882
13,4.630474117692488,4.934781752755036,5.7813064102877885,4.7688017927132424
14,4.920531803146792,5.21534795020978,5.844128018474746,4.884879921007526
15,5.357825962283988,5.488376832412966,5.936962957326935,4.9965521035728875
16,5.547075881424331,5.667488691259151,5.996485238292129,5.10822428613825
17,5.71825947063306,5.912940888295165,6.062724965625074,5.2228219441736785
18,5.872874146565148,6.211002668354757,6.157756095529422,5.347172054040105
19,6.054766619274083,6.465944688135241,6.2548837005313604,5.471522163906532
20,6.390935768155759,6.647307582223876,6.306857285795247,5.586119821941961
21,6.5251673188935175,6.832445017612416,6.356710606753337,5.697792004507322
22,6.672685532230874,7.097979588281068,6.3763351662263,5.809464187072685
23,6.7430220099859834,7.32671803575172,6.410733609401933,5.924061845108113
24,6.7911917267147,7.544084566561439,6.486560221525726,6.046142103031848
25,7.059125088545942,7.7642937005732335,6.5283095322985245,6.1651457067961974
