Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta,LinTSTheta
0,0.9328750135308436,0.9504735290752417,0.9504735290752417
1,0.8634874790252021,0.8758135907011061,0.8758135907011061
2,0.8252062883474812,0.8108655079493801,0.8108655079493801
3,0.7891667069034758,0.8000813997589908,0.8000813997589908
4,0.7635481946173965,0.7740218038038628,0.7740218038038628
5,0.7320208577987352,0.7074177240608683,0.7074177240608683
6,0.7144638013090173,0.6589641345227317,0.6589641345227317
7,0.6983841444889254,0.6470869864863612,0.6470869864863612
8,0.6859591551790165,0.6345525521052002,0.6345525521052002
9,0.6735631468369109,0.5502738715737666,0.5502738715737666
10,0.631874208495949,0.525960512666339,0.5447709087670028
11,0.6291825112779889,0.4756452875321971,0.5147699282846605
12,0.6211913852306701,0.45005444059151556,0.49666111490551756
13,0.6030243599219267,0.42890671215653225,0.48943927577641755
14,0.5837107968294887,0.4224880803471994,0.4885361781852226
15,0.5744953372513553,0.4149315852423543,0.4813779070361446
16,0.5793430785505621,0.41875439348849686,0.4852580479565235
17,0.563636553886149,0.4161239897178436,0.4849830432286021
18,0.5535111901828564,0.4170953467359471,0.4845239532513765
19,0.5297934244832445,0.41697564932790554,0.48357907825414426
20,0.5288045942366096,0.41295927441574537,0.47961679868675666
21,0.523484155010401,0.4198326548134916,0.4783602046050707
22,0.5267121247945281,0.4220481400937781,0.4778550073533768
23,0.5408429375764741,0.42434934798583146,0.478803254945559
24,0.5249320360852082,0.4230966062067127,0.4769489255414747
25,0.5043680394716743,0.4197927190697901,0.47521627276480194
26,0.49474450612422816,0.41835019958608444,0.4741190902464794
27,0.49727781286628625,0.41820958497623695,0.4725273486052598
28,0.49607211239475146,0.41590427964781523,0.47310459253438325
29,0.507006476394868,0.4262112048904405,0.47585025511665435
30,0.5061645575760023,0.4260750297784995,0.476338364681799
31,0.49674272954041027,0.42535274019359626,0.4757676449595861
32,0.4938418635398164,0.42483425074460507,0.4745389704407018
33,0.49293389019833295,0.41808537019814906,0.4745262039322557
34,0.4962281226639524,0.41868789693495884,0.47567707580149954
35,0.4764698926104856,0.4195626543435208,0.47575365580124584
36,0.46727592101049886,0.42630307893105746,0.47375398074510705
37,0.46484117612159104,0.4261484465269332,0.47316915249784275
38,0.45688704173799727,0.42514490753864254,0.4717519958760491
39,0.44797334669568506,0.42410397386218274,0.47152087124290853
40,0.44706533417804784,0.4239335511804935,0.4715654253423606
41,0.44098907808039955,0.4239471889123643,0.47105199659238306
42,0.43953869030788023,0.42370646108600407,0.47083280744171885
43,0.4461632792166408,0.42406515676434264,0.4709509916067908
44,0.45032782167735685,0.4237846239248427,0.47083155826786316
45,0.4215582330918293,0.4238941248488407,0.4706347114755764
46,0.4071952062790289,0.42388495530910336,0.46976274796230755
47,0.40411620210531707,0.4239266661810541,0.46977859029629687
48,0.4016234699622757,0.42380792550306784,0.4699981608750683
49,0.40052391959035366,0.42447709322007904,0.4698655295416178
50,0.3945351018528403,0.42443545908456193,0.47045193795344276
51,0.3920881762746709,0.4243787164612779,0.4697334562007396
52,0.39162836567927695,0.42321895790699005,0.46931683295515664
53,0.38563138332654184,0.4230983560892499,0.46942350164352425
54,0.3831524987259685,0.42283541544373887,0.46877913568502355
55,0.3811396704842177,0.42234990591534294,0.4683831314137774
56,0.38204120871592095,0.42236422157706743,0.46860216534744126
57,0.3539421166603146,0.42264162790474036,0.468757942642149
58,0.35385684832783776,0.4223603745461366,0.4687365268880577
59,0.34234538598964187,0.42263589289874437,0.46961864321806923
60,0.33718288782806216,0.4225387824528747,0.46931956229799116
61,0.3380541472637709,0.4230526397630694,0.46947854226682484
62,0.3292392487736501,0.4233117193423036,0.4700666112378708
63,0.3289133264484788,0.4232543981943122,0.47012390895201783
64,0.32863814506711664,0.4230416867525976,0.4699772015297169
65,0.32862608253903103,0.42299877825110654,0.4699981880803712
66,0.31857239587311315,0.4235045853287214,0.4701441545722543
67,0.3193165747499787,0.4234793238783367,0.4702717530547427
68,0.31927491291028876,0.42323678935318193,0.47007074834989365
69,0.32031442900238327,0.4234436879873467,0.4696492106003262
70,0.31661345453489426,0.4233721958171198,0.46998612569206183
71,0.321291145198221,0.4233066735760781,0.4698494438959725
72,0.3281947397113231,0.42344204419847714,0.46966227606569344
73,0.32548080130764595,0.42362470568260935,0.47000581797392044
74,0.32627066818949546,0.4237666187610406,0.47020519022500684
75,0.31926452443165215,0.42354277488925857,0.4698935431780483
76,0.3212742263572624,0.423448540685464,0.46980419565223397
77,0.3175280006803374,0.42357815783888436,0.46946965616924013
78,0.31588959020353785,0.42158188568470684,0.4692578646844855
79,0.32020526756156226,0.4214503110948994,0.469075919959439
80,0.3223077514697491,0.42140408713613126,0.4691164778935749
81,0.3213759719913134,0.4213768763411002,0.4691448819746471
82,0.3221161396645171,0.4218659057310793,0.4694799322021869
83,0.32003313589013943,0.42197388594303276,0.46934990521745795
84,0.3195466089454867,0.42222810226209295,0.46933840647632225
85,0.31833780703557674,0.42253801572423233,0.46932877062733314
86,0.31417303209813874,0.422493142576238,0.4693398900334512
87,0.31062961525154703,0.42264659158918416,0.4689519029462782
88,0.3108571355851811,0.42257870117038776,0.46878615412069874
89,0.3101191849192941,0.4225245798264732,0.46903160318950565
90,0.3082916552898266,0.42209668732809985,0.46877340309390003
91,0.2979218322970378,0.4215683189684999,0.4682860094735558
92,0.2968004868330447,0.4216738654796105,0.46785167221493784
93,0.29683522284412317,0.42184559462619536,0.4677746418299799
94,0.296003033597308,0.42192547148059256,0.46777300091925705
95,0.29773488594422876,0.421563030550022,0.4674303790575311
96,0.2982097041397508,0.4223962788713071,0.46750728304301276
97,0.29040873094726893,0.4249448686565095,0.467962166352085
98,0.2875449964445854,0.42500009483685275,0.46784448497365083
99,0.29068659131479174,0.42415670862146787,0.46753199647638227
100,0.29096235563260286,0.423338688454132,0.46747279591624685
