Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta
0,0.9412659640547227,0.963896924830116
1,0.8539114002327975,0.8572947486507392
2,0.7841575747662662,0.8015534043210156
3,0.7609110340086964,0.7542664211054285
4,0.7544784280542481,0.7346985213784607
5,0.7123922645620857,0.6767167098376686
6,0.6025697351620467,0.6454686126489811
7,0.599964547612204,0.5606955799845471
8,0.5899107995794282,0.5347166178862193
9,0.5849089489326021,0.5216750733161593
10,0.5681236673973016,0.4670132902173448
11,0.5541039781355085,0.44895701730010307
12,0.4965153389559577,0.4569999960951378
13,0.4868852689361785,0.44645925718143775
14,0.4732716264027113,0.4452630410663373
15,0.4820271715615042,0.4430544538998967
16,0.4680594874511101,0.4430631857549628
17,0.44059623673600673,0.4455861970071754
18,0.4417896709264676,0.44314647357613096
19,0.4344527403047029,0.44559616328769486
20,0.42156675250534814,0.443015813091798
21,0.4170373783386151,0.44078374268133036
22,0.4055721975377747,0.44256617842948287
23,0.40334592357511106,0.4418800447919396
24,0.39849735349761567,0.4418798644535943
25,0.3965260931700821,0.41976491783985476
26,0.3970599543432879,0.4173817564007908
27,0.39096462796043446,0.41847882867113817
28,0.38899345698807114,0.411338112598769
29,0.37932944876510644,0.4122902430572804
30,0.3805363143575554,0.4132287551183783
31,0.3778157096720456,0.41270492786370294
32,0.3716856816298311,0.4117255548174404
33,0.3647803726964328,0.41112877713048174
34,0.3605957186275939,0.41092358436403326
35,0.35534753429915034,0.4099970770195126
36,0.35545836936020975,0.4100138442510753
37,0.3405421887430703,0.4093731077725204
38,0.33062248436028996,0.41103425523560555
39,0.33435007177495296,0.4114071138400891
40,0.3394088245379258,0.4112869278739524
41,0.33613195180514305,0.41214771238376435
42,0.3379504762080458,0.412247251307558
43,0.3424014959825274,0.41243104094338634
44,0.3336814244440471,0.41190694615829476
45,0.34991410459126765,0.4126751392940856
46,0.3501392633425134,0.41257589764918434
47,0.34952270654713,0.4122983212500859
48,0.3471070270650517,0.4130776104597091
49,0.3458973537916926,0.4136912169035883
50,0.3432953066206273,0.41310694523807373
51,0.3410205481388791,0.41325761996552524
52,0.3432295360773499,0.41273139157808625
53,0.3286756240083127,0.412497891759197
54,0.3283619014621591,0.41225458614569666
55,0.32814042152401546,0.4124412822419412
56,0.32572237365858114,0.4128701966219901
57,0.3277787905184371,0.4127653632195389
58,0.32431585012968184,0.412639718454593
59,0.32568598106377883,0.412134310720658
60,0.32383096089665747,0.41183281855521753
61,0.3202653179029535,0.41181212698318825
62,0.32318442193620583,0.41217575316331556
63,0.32219845201946457,0.4122687402218258
64,0.31811960110494825,0.4134594743859673
65,0.3180632336861405,0.41509603079239377
66,0.31292973277601105,0.41509216783751546
67,0.3115451836825678,0.41539883480030104
68,0.2948618958908438,0.41522716756220446
69,0.2954288909495392,0.4155981346802774
70,0.2957486389369508,0.41542749858078604
71,0.28480603491247536,0.4154759084999545
72,0.2850727476741299,0.41558183333919657
73,0.2844395217935413,0.415863143122972
74,0.28508655308681036,0.41624212242673614
75,0.28602893036747074,0.415876017469982
76,0.2845887129539332,0.4154575756168266
77,0.2830005470390683,0.4153787999737742
78,0.280704080632335,0.4157390740749699
79,0.2767082528804393,0.4157967005226061
80,0.27535119553808773,0.4161484986669599
81,0.2793791266673783,0.4160062434481631
82,0.2799621369183972,0.4160326592294726
83,0.27720255663393534,0.4161123013949174
84,0.26579251270027615,0.4160704034960472
85,0.2629235696688542,0.416286186481641
86,0.2623439428576616,0.41632019003525605
87,0.26164131617246456,0.4165098945866531
88,0.26153345538326833,0.41647407910335
89,0.260281562971527,0.41610941351817754
90,0.2592829446369248,0.4162960429662813
91,0.2514176131904541,0.4161830952120204
92,0.2533911796784843,0.41610299964139885
93,0.2526440843029834,0.41622181266927366
94,0.25067833020935226,0.41627269567309017
95,0.24898547480168814,0.4163075243101863
96,0.24867410193855682,0.41583776150421203
97,0.2483522978275452,0.4157600349973847
98,0.2384483987632457,0.4158334124402373
99,0.22929418739072333,0.41591574039208457
100,0.22337763111159595,0.41592359472088913
101,0.2212916227450789,0.41578749450624974
102,0.2208360651258358,0.4158622355081437
103,0.22122043116250217,0.4161906771759174
104,0.2218085060619698,0.41645106427071826
105,0.2235528870723173,0.41642949203141316
106,0.2236889130172254,0.4163477820777571
107,0.2226941278916696,0.41633099908088134
108,0.2232926962966153,0.41611374218298874
109,0.22343560196099413,0.415984830364852
110,0.22351058470350274,0.4159865554422265
111,0.22429261416284824,0.4159989782331855
112,0.22414646296169266,0.41583852733818905
113,0.22406565341204962,0.41569029837406263
114,0.22095714585709558,0.4158315333111403
115,0.22035562316548257,0.41584638031279847
116,0.21779090308099613,0.41599353854764987
117,0.2140410461896744,0.415860050593594
118,0.2148870164003346,0.41583970077169263
119,0.21482660126394287,0.41594158127659747
120,0.2142195997827327,0.4162851469552771
121,0.21104392909573827,0.4163872746743433
122,0.20685545719633777,0.4164435296182548
123,0.2059275691428116,0.4162141327616994
124,0.2027927238226015,0.4161264653219816
125,0.20070397764550205,0.4162616468279195
126,0.20181611012607506,0.41656286247828944
127,0.20183666197364553,0.4163278036758574
128,0.20224712870255726,0.4161263242397605
129,0.1955891326460759,0.4162143631323437
130,0.19543972545077654,0.41634050862821737
131,0.19446548307708195,0.4164489459790734
132,0.19474436954033325,0.41652983872265964
133,0.1858833030676978,0.41647808714206597
134,0.1857540500559149,0.41659407310509433
135,0.18612171896839194,0.41669956022283905
136,0.18641938399482688,0.41666500588449057
137,0.18477037464625382,0.4165359898099325
138,0.1838382056955802,0.4164132412710244
139,0.1828570564996016,0.41645021488337175
140,0.18199144337508144,0.41662087353863075
141,0.18067083822619717,0.4165374085364304
142,0.18091504293832256,0.4168164971592887
143,0.18174839590638622,0.41660574600100764
144,0.18223276355360085,0.4166494909346713
145,0.18260056953840192,0.41655156868090887
146,0.18408356526684483,0.4166779802853364
147,0.18345647048637143,0.41688069864458227
148,0.17925196667006854,0.41685937682878915
149,0.1789823615897661,0.41702087998735937
150,0.1776838423265004,0.4169989769412953
151,0.18049795464368057,0.4170352967775723
152,0.1806631808496392,0.41689333547670665
153,0.18055507360510992,0.41681066989137194
154,0.17944499925696872,0.4166860752512731
155,0.175596960855711,0.41671432509416545
156,0.17518894661731405,0.41682052736919684
157,0.17529714145399494,0.4167731461548822
158,0.17483463688880538,0.4168732316754447
159,0.17438269878304055,0.4169915600902259
160,0.1744381562800681,0.417029355908266
161,0.17531806292815366,0.41709947028770833
162,0.17354362166028844,0.4171680571148991
163,0.1736793350501935,0.4171058322426684
164,0.17218151147084568,0.4170638003024149
165,0.17150045561039007,0.4170785082228677
166,0.16648540906054485,0.4172697311336904
167,0.16598893502411877,0.417134370045242
168,0.1675649755066073,0.4172371984673034
169,0.16471473925147523,0.4171626577849791
170,0.16490004256427118,0.4170447335256811
171,0.16184464967937423,0.4170547576071084
172,0.1619824232846972,0.41703202561751
173,0.1575585533562608,0.4169669663986141
174,0.15655391945302247,0.4169204185773152
175,0.1601112902136981,0.4168993436392688
176,0.159200920397649,0.41678612028775835
177,0.16253018911617464,0.41662761678844024
178,0.16229289831108606,0.41670321577158226
179,0.16477347186413321,0.4165558608370087
180,0.16500822933576104,0.4166046031559887
181,0.16557365484584355,0.4166293893411443
182,0.1653734844886395,0.41666378951254013
183,0.16329988680637245,0.4166344526619035
184,0.1628686680976567,0.4166010142908735
185,0.16266857939193363,0.4166642285415339
186,0.16236034361797594,0.4167003322581844
187,0.16312909239229903,0.416781279994294
188,0.16239061675701852,0.416785275661808
189,0.16315923335997268,0.4165804308472182
190,0.16188188967781364,0.416484500527981
191,0.16124036242236733,0.4166185601431366
192,0.1601602176951908,0.4166206369244908
193,0.15953548106902748,0.41659979262352775
194,0.16212165011412,0.41659982224601455
195,0.16238826840472073,0.41675047817466193
196,0.16245316431052093,0.4167072028570401
197,0.16031612591400082,0.4164817259666821
198,0.1608255011099379,0.41647994389919535
199,0.15838488166780618,0.4163478206389919
