Time(Iteration),UppperConfidenceBound,ThompsonSampling,PHE
0,0.5833731120840844,0.5833731120840844,0.5833731120840844
1,1.0080033577673726,1.0080033577673726,1.0080033577673726
2,1.5595438823536265,1.5595438823536265,1.5595438823536265
3,2.0040045060420812,2.0040045060420812,2.0040045060420812
4,2.6427611212364277,2.6427611212364277,2.6427611212364277
5,3.1442268847691026,3.1442268847691026,3.1442268847691026
6,3.7135457827760106,3.7135457827760106,3.7135457827760106
7,4.213542351018008,4.213542351018008,4.213542351018008
8,4.801923425565321,4.801923425565321,4.801923425565321
9,5.201055785470937,5.201055785470937,5.201055785470937
10,5.801245511343518,5.708176421998603,5.686588220789352
11,6.214190417108422,6.08886273816511,6.173419135519259
12,6.70898207940062,6.645837799758627,6.622606418447115
13,6.866136814624066,6.858734206874621,6.862875498409816
14,7.028626577176253,7.028626577176253,7.208037616134433
15,7.096405870081066,7.093485030499312,7.686675003652338
16,7.117725570326238,7.100290850557504,8.014677517224342
17,7.171187483205626,7.20668358896999,8.213571888545106
18,7.238372769482299,7.27687108403582,8.703688019216141
19,7.29498994157982,7.335159052821839,9.060224528468131
20,7.332717469401864,7.378880236068445,9.40551155040746
21,7.378563589538421,7.461924967085598,9.773381218431878
22,7.452442382462126,7.482706672728506,10.109463150328567
23,7.538877884687705,7.544568738299333,10.457944090286741
24,7.590550196050826,7.619994449916108,10.87066444707914
25,7.635963126398008,7.628689375626287,11.118948874278315
26,7.645836975212285,7.676762640268395,11.555122038935156
27,7.663245292657713,7.722502552949666,11.941672363794135
28,7.721340234776082,7.743284258592574,12.181864790830117
29,7.7335233215062855,7.7878432598602085,12.699114350110829
30,7.760412685464972,7.815832980601821,13.165004337760076
31,7.772595772195176,7.85069122847535,13.595957223175173
32,7.788039284722967,7.862632071903233,14.043431763538203
33,7.801575225573702,7.876480487008175,14.52303725607951
34,7.811841570767409,7.890328902113116,14.704303764182878
35,7.8205364964775885,7.90776362188185,15.100187803192961
36,7.845253562276433,7.916477013617099,15.362779591543386
37,7.877929274331423,7.9244432907543185,15.740753840568876
38,7.877929274331423,7.932409567891538,16.06754494728664
39,7.877929274331423,7.9403758450287585,16.48658947699594
40,7.944359646720306,7.958617637219125,16.873413333164557
41,7.946267218397364,7.976850259550052,17.20519615461582
42,7.993478924686133,7.984816536687272,17.65424123046364
43,8.000026527735894,8.001496205559741,18.115860484023166
44,8.01030204278904,8.026870800142389,18.474585704379976
45,8.01899696849922,8.035584191877637,18.945060289612243
46,8.032532909349953,8.04943260698258,19.28147205898555
47,8.039080512399714,8.04943260698258,19.746610041797958
48,8.054524024927506,8.059698952176287,20.224734773875465
49,8.066697941798271,8.059698952176287,20.64441225763019
50,8.095030584523986,8.059698952176287,20.953925998129826
51,8.10721367125419,8.059698952176287,21.338402805417793
52,8.10721367125419,8.059698952176287,21.641147379624897
53,8.122456200014131,8.066246555226048,21.927422479353844
54,8.124363771691188,8.073052375284238,22.267905190464138
55,8.124363771691188,8.081747300994419,22.616850308487518
56,8.124363771691188,8.081747300994419,22.956612268917155
57,8.124363771691188,8.081747300994419,23.255972490812113
58,8.133058697401367,8.081747300994419,23.388806071609114
59,8.141753623111546,8.081747300994419,23.531452099843072
60,8.150448548821725,8.081747300994419,23.745438449802705
61,8.160724063874872,8.081747300994419,24.062876732449894
62,8.160724063874872,8.081747300994419,24.54259231306854
63,8.160724063874872,8.081747300994419,24.84150066748049
64,8.162631635551929,8.083654872671476,25.339207679566755
65,8.164539207228987,8.085562444348533,25.603289662890724
66,8.166446778906044,8.08747001602559,25.96987032122841
67,8.196664995406868,8.089377587702646,26.441527116101707
68,8.198572567083925,8.091285159379705,26.887429774500617
69,8.200480138760984,8.093192731056762,27.07265224791295
70,8.20238771043804,8.095100302733819,27.3795835756958
71,8.204295282115098,8.097007874410876,27.89192930625211
72,8.206202853792155,8.098915446087933,28.24505864833448
73,8.208110425469211,8.100823017764991,28.48252951886486
74,8.21001799714627,8.102730589442048,28.94505087511497
75,8.211925568823327,8.104638161119105,29.35294814807124
76,8.213833140500384,8.106545732796162,29.62045467567507
77,8.21574071217744,8.108453304473219,29.909156281423954
78,8.217648283854498,8.110360876150278,30.187668333130347
79,8.219555855531556,8.112268447827335,30.381687694594245
80,8.221463427208613,8.114176019504391,30.704061979425934
81,8.22337099888567,8.116083591181448,31.07422001678404
82,8.225278570562727,8.116083591181448,31.504872484308045
83,8.227186142239784,8.116083591181448,31.82655187594974
84,8.229093713916843,8.116083591181448,32.3370071707614
85,8.2310012855939,8.116083591181448,32.549457975933
86,8.232908857270957,8.116083591181448,32.89961877531595
87,8.232908857270957,8.116083591181448,33.17409721407531
88,8.232908857270957,8.116083591181448,33.584783816712935
89,8.232908857270957,8.116083591181448,33.884063274178494
90,8.232908857270957,8.116083591181448,34.14967093966368
91,8.232908857270957,8.116083591181448,34.388171244056004
92,8.232908857270957,8.116083591181448,34.574889926749265
93,8.234816428948013,8.117991162858505,34.831667834409174
94,8.23672400062507,8.119898734535564,35.114570127688104
95,8.238631572302129,8.121806306212621,35.30067623092006
96,8.240539143979186,8.123713877889678,35.54895896045357
97,8.242446715656243,8.125621449566735,35.81803441794215
98,8.2443542873333,8.127529021243792,36.15318939599571
99,8.246261859010357,8.12943659292085,36.419581518812706
