Time(Iteration),UppperConfidenceBound,ThompsonSampling,PHE
0,0.6103118128898538,0.6103118128898538,0.6103118128898538
1,1.2251888107769768,1.2251888107769768,1.2251888107769768
2,1.7004787620044475,1.7004787620044475,1.7004787620044475
3,2.1830267318710073,2.1830267318710073,2.1830267318710073
4,2.4624331278817673,2.4624331278817673,2.4624331278817673
5,2.7919233061784396,2.7919233061784396,2.7919233061784396
6,3.278438113984656,3.278438113984656,3.278438113984656
7,3.724438884693389,3.724438884693389,3.724438884693389
8,4.302173905290649,4.302173905290649,4.302173905290649
9,4.6218799081257895,4.6218799081257895,4.6218799081257895
10,5.110134020258154,4.988225337520349,4.880577402123295
11,5.496141013807779,5.33965283502125,5.116921711200243
12,5.70341593061132,5.7027288704204215,5.409119875305909
13,5.973717137931618,5.973717137931618,5.664086987838827
14,5.995043625639116,5.9890247790377895,5.891466781823096
15,6.097194113107792,6.100846269784677,5.9926314589071605
16,6.147142042314383,6.150794198991268,6.149888554541365
17,6.2385594649429175,6.29239076264828,6.217901466438971
18,6.32098493324388,6.38256801844811,6.3508962988188475
19,6.3739811252198715,6.407362377457936,6.4785932846320335
20,6.398116215199863,6.440394350710728,6.575891608044898
21,6.445264227043419,6.49603451429185,6.698320280122559
22,6.477235695451233,6.53858628231507,6.779914229544689
23,6.53547838312627,6.549363540967619,6.888928192273086
24,6.546935665602104,6.619617650621615,6.966544067533981
25,6.569465738458343,6.653479121633528,7.0488180407793966
26,6.575362406590545,6.677202620468632,7.0929249959455305
27,6.575362406590545,6.7042206673527645,7.16986084738314
28,6.5872103079567905,6.713143606892767,7.25145479680527
29,6.61241965193622,6.713143606892767,7.333728770050685
30,6.677859383646833,6.7649553641783085,7.4160027432961
31,6.74705080592868,6.780385183753604,7.4936186185569955
32,6.763724732713432,6.827245229086418,7.5377255737231295
33,6.865298204544418,6.868327154136575,7.581832528889263
34,6.874242012971988,6.895433950422527,7.658694962447416
35,6.898862231396919,6.941634184284943,7.736310837708311
36,6.93679933718973,6.947946054847774,7.780417792874445
37,6.947475286260722,6.9606431197226115,7.848430704772052
38,6.962710096363556,7.016144355701582,7.9307046780174675
39,6.999662262102786,7.078845385503124,8.007640529455077
40,7.099248699662287,7.083624666441912,8.089234478877206
41,7.133939622302544,7.095567077362686,8.133341434043341
42,7.165672111361623,7.118840886439135,8.21493538346547
43,7.186646642466355,7.162491767200315,8.259042338631605
44,7.188500961578901,7.218217418454886,8.30314929379774
45,7.190355280691447,7.244268793143446,8.347256248963873
46,7.190355280691447,7.249533202527175,8.392043227953293
47,7.239418271986878,7.272063275383414,8.436150183119427
48,7.279410581153857,7.276842556322203,8.480937162108848
49,7.30024950857446,7.296099082307521,8.525724141098268
50,7.315191767862859,7.309944068605576,8.569831096264402
51,7.3172202275603,7.357385287801255,8.613938051430535
52,7.334863496278805,7.357385287801255,8.658725030419955
53,7.38355337511063,7.391396186618226,8.70283198558609
54,7.390039386258356,7.393424646315667,8.746938940752225
55,7.390039386258356,7.395278965428213,8.791045895918359
56,7.412339414496481,7.43058835326975,8.835152851084493
57,7.416796965946766,7.4369002238325805,8.879259806250626
58,7.418825425644206,7.448357506308414,8.923366761416762
59,7.418999566229101,7.450385966005856,8.967473716582896
60,7.419173706813996,7.452414425703296,9.01158067174903
61,7.419347847398891,7.454442885400736,9.055687626915164
62,7.419521987983785,7.454617025985631,9.099794582081298
63,7.421550447681225,7.463539965525634,9.143901537247434
64,7.4304733872212285,7.465568425223074,9.188008492413568
65,7.445234331748952,7.467596884920515,9.232115447579702
66,7.4560115904015,7.467771025505409,9.276222402745836
67,7.4667888490540495,7.4679451660903045,9.32032935791197
68,7.4686431681665955,7.468119306675199,9.364436313078105
69,7.470497487279141,7.468293447260093,9.40854326824424
70,7.472351806391687,7.468467587844988,9.452650223410373
71,7.474206125504233,7.4704960475424285,9.496757178576507
72,7.474206125504233,7.470670188127324,9.540864133742641
73,7.496251069915532,7.472698647824764,9.584971088908777
74,7.50585403327882,7.474727107522204,9.62907804407491
75,7.50585403327882,7.476755567219645,9.673184999241045
76,7.5187606586939975,7.4787840269170855,9.717291954407179
77,7.531667284109176,7.480812486614527,9.761398909573312
78,7.540590223649178,7.482840946311967,9.805505864739448
79,7.540764364234073,7.484869406009407,9.849612819905582
80,7.540764364234073,7.486897865706848,9.893719775071716
81,7.540764364234073,7.488926325404289,9.93782673023785
82,7.542618683346619,7.489100465989184,9.981933685403984
83,7.542618683346619,7.491128925686624,10.02604064057012
84,7.562809308645372,7.502101193811635,10.070147595736254
85,7.562809308645372,7.504129653509075,10.114254550902388
86,7.580495214999338,7.52643331978976,10.158361506068522
87,7.5905833068075665,7.52643331978976,10.202468461234655
88,7.5905833068075665,7.52643331978976,10.246575416400791
89,7.5905833068075665,7.5269184482347,10.290682371566925
90,7.627378468873731,7.5274035766796406,10.334789326733059
91,7.631836020324016,7.52788870512458,10.378896281899193
92,7.631836020324016,7.52837383356952,10.423003237065327
93,7.631836020324016,7.5384619253777485,10.467110192231463
94,7.634935122735153,7.540801372935235,10.511217147397597
95,7.662884094701566,7.542829832632675,10.55532410256373
96,7.664738413814112,7.557590777160399,10.599431057729864
97,7.685948541967861,7.559445096272945,10.643538012895998
98,7.687802861080407,7.561784543830432,10.687644968062134
99,7.687802861080407,7.573115941986106,10.731751923228268
