Time(Iteration),UppperConfidenceBound,ThompsonSampling,PHE
0,0.3015807104198792,0.3015807104198792,0.3015807104198792
1,0.8193335138916451,0.8193335138916451,0.8193335138916451
2,1.2262866094075318,1.2262866094075318,1.2262866094075318
3,1.8180010584515034,1.8180010584515034,1.8180010584515034
4,2.3686623528411834,2.3686623528411834,2.3686623528411834
5,2.6809290308468348,2.6809290308468348,2.6809290308468348
6,3.053859943861858,3.053859943861858,3.053859943861858
7,3.3747712243043133,3.3747712243043133,3.3747712243043133
8,3.8688398572914595,3.8688398572914595,3.8688398572914595
9,4.306750752051149,4.306750752051149,4.306750752051149
10,4.830314098345708,5.002446013499158,4.51645543454499
11,5.224024710786928,5.322831895237924,4.587227088726846
12,5.437084041858112,5.550906711699713,4.680066826843975
13,5.6867158475921284,5.706775536213419,4.761076379831647
14,5.762543782247372,5.762543782247372,4.855894080898413
15,5.874407064701112,5.874407064701112,4.918359776218421
16,5.977169625089856,5.952833355997554,4.983484095788919
17,6.055431590643492,6.040271739201099,5.045949791108927
18,6.150357860197174,6.150357860197174,5.111074110679426
19,6.202584537601384,6.2190333907244675,5.179187140610791
20,6.2928802223474625,6.2551161934440955,5.249958794792646
21,6.325505128621352,6.294675242693256,5.310544997616104
22,6.344943762649615,6.399250700687628,5.373010692936112
23,6.397301264697654,6.490135702383592,5.43547638825612
24,6.441692749653342,6.598989916461031,5.4960625910795775
25,6.502326622075873,6.6264990016026335,5.558528286399586
26,6.605626156299218,6.683810966149807,5.620993981719594
27,6.66166366226139,6.7336739462305015,5.683459677039602
28,6.724507632811632,6.7542052905550936,5.7459253723596095
29,6.805431846890125,6.797592340958969,5.808391067679618
30,6.861546981709944,6.838590633289516,5.870856762999626
31,6.861546981709944,6.838590633289516,5.933322458319634
32,6.909294466373913,6.84370285166195,5.9957881536396425
33,6.924474528993523,6.905465321093127,6.05825384895965
34,6.947496464190719,6.950459297898746,6.120719544279658
35,6.977344822266403,6.975195437601995,6.183185239599666
36,6.99797317814903,6.995823793484623,6.2456509349196745
37,7.014084012837803,7.000244303120441,6.308116630239683
38,7.019196231210238,7.04799178778441,6.37058232555969
39,7.019196231210238,7.04799178778441,6.433048020879698
40,7.052240123487783,7.064102622473183,6.495513716199707
41,7.057352341860218,7.069214840845618,6.557979411519716
42,7.100972846797741,7.080453783765212,6.620445106839725
43,7.106085065170175,7.080453783765212,6.682910802159734
44,7.1111972835426105,7.093942990954156,6.745376497479742
45,7.116309501915045,7.093942990954156,6.807842192799751
46,7.116309501915045,7.093942990954156,6.8703078881197595
47,7.116309501915045,7.093942990954156,6.932773583439769
48,7.129798709103989,7.1431810739848745,6.995239278759778
49,7.129798709103989,7.1431810739848745,7.057704974079786
50,7.140558262087779,7.148293292357309,7.120170669399795
51,7.145670480460214,7.148293292357309,7.182636364719803
52,7.186531574674423,7.148293292357309,7.245102060039812
53,7.1916437930468575,7.148293292357309,7.3075677553598215
54,7.196756011419292,7.172629561449611,7.37003345067983
55,7.201868229791726,7.172629561449611,7.432499145999839
56,7.2069804481641615,7.172629561449611,7.494964841319847
57,7.212092666536596,7.172629561449611,7.557430536639856
58,7.21720488490903,7.172629561449611,7.619896231959865
59,7.222317103281465,7.172629561449611,7.6823619272798735
60,7.227429321653899,7.172629561449611,7.744827622599883
61,7.227429321653899,7.172629561449611,7.807293317919891
62,7.240918528842843,7.172629561449611,7.8697590132399
63,7.262723478200795,7.172629561449611,7.932224708559909
64,7.267143987836613,7.172629561449611,7.994690403879917
65,7.267143987836613,7.172629561449611,8.057156099199926
66,7.288806903920171,7.186118768638555,8.119621794519935
67,7.288806903920171,7.186118768638555,8.182087489839944
68,7.288806903920171,7.186118768638555,8.244553185159953
69,7.288806903920171,7.186118768638555,8.307018880479962
70,7.288806903920171,7.186118768638555,8.36948457579997
71,7.288806903920171,7.186118768638555,8.431950271119979
72,7.288806903920171,7.186118768638555,8.494415966439988
73,7.288806903920171,7.186118768638555,8.556881661759997
74,7.288806903920171,7.186118768638555,8.619347357080006
75,7.309230254084386,7.186118768638555,8.681813052400013
76,7.3256791072074705,7.186118768638555,8.744278747720022
77,7.3256791072074705,7.186118768638555,8.806744443040031
78,7.3256791072074705,7.186118768638555,8.86921013836004
79,7.3256791072074705,7.186118768638555,8.93167583368005
80,7.3256791072074705,7.186118768638555,8.994141529000057
81,7.3256791072074705,7.186118768638555,9.056607224320066
82,7.3256791072074705,7.20301638552755,9.119072919640075
83,7.3256791072074705,7.20301638552755,9.181538614960084
84,7.3256791072074705,7.20301638552755,9.244004310280094
85,7.3256791072074705,7.20301638552755,9.3064700056001
86,7.3256791072074705,7.20301638552755,9.36893570092011
87,7.3256791072074705,7.20301638552755,9.431401396240119
88,7.3256791072074705,7.20301638552755,9.493867091560128
89,7.3256791072074705,7.20301638552755,9.556332786880137
90,7.3256791072074705,7.20301638552755,9.618798482200145
91,7.3256791072074705,7.20301638552755,9.681264177520154
92,7.3256791072074705,7.20301638552755,9.743729872840163
93,7.3256791072074705,7.20301638552755,9.806195568160172
94,7.3256791072074705,7.20301638552755,9.868661263480181
95,7.3256791072074705,7.20301638552755,9.931126958800188
96,7.3256791072074705,7.20301638552755,9.993592654120198
97,7.3256791072074705,7.20301638552755,10.056058349440207
98,7.3256791072074705,7.20301638552755,10.118524044760216
99,7.3256791072074705,7.20301638552755,10.180989740080225
