Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound,ThompsonSampling,PHE
0,0.616532025327045,0.6102755637785146,0.5064771815627858,0.5064771815627858,0.5064771815627858
1,1.0877577962133758,1.04280908958663,0.9404847470518808,0.9404847470518808,0.9404847470518808
2,1.6921175291207358,1.564348197150089,1.3369901014920862,1.3369901014920862,1.3369901014920862
3,2.139379018487783,1.8832485114503945,1.780410511655828,1.780410511655828,1.780410511655828
4,2.692871100470419,2.290593831103364,2.41645936883691,2.41645936883691,2.41645936883691
5,3.1484324157233305,2.6527746030766712,2.973932080157394,2.973932080157394,2.973932080157394
6,3.517200580236014,3.010886621116268,3.4957206458654775,3.4957206458654775,3.4957206458654775
7,4.075126163987993,3.2955921923717737,4.0887715906386015,4.0887715906386015,4.0887715906386015
8,4.493091219407098,3.5852588094501896,4.7356721427228745,4.7356721427228745,4.7356721427228745
9,4.95167061768425,3.6667291461813107,5.378947273582531,5.378947273582531,5.378947273582531
