Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound,ThompsonSampling
0,0.45493285928694494,0.5231954981552782,0.4423717954857501,0.4423717954857501
1,0.9433231570454177,0.9859971711399126,1.0642304666275568,1.0642304666275568
2,1.3795727396913402,1.4683469781157592,1.5864418131306461,1.5864418131306461
3,1.7898936390159854,2.014717855981956,2.1140754411427407,2.1140754411427407
4,2.50202595688391,2.3669183694353144,2.63935314472073,2.63935314472073
5,2.9289469352466635,2.7862397456934866,3.2189653270062792,3.2189653270062792
6,3.5092304188557506,3.1668450721257715,3.786263967107005,3.786263967107005
7,3.79274765228068,3.5792727068613734,4.290504443818806,4.290504443818806
8,4.044676137774614,3.9483579618705766,4.802099107027899,4.802099107027899
9,4.387538274304024,4.177368948873007,5.441327829313829,5.441327829313829
10,4.665321472627959,4.353056205660348,5.802263258298154,5.653837014718608
11,5.055531035393465,4.5905371888502975,6.293282616150189,5.866346200123386
12,5.373182307877842,4.9096032103955345,6.879659291691942,6.078855385528166
13,5.806339349075172,5.315234743332093,7.071473416940185,6.291364570932944
14,6.044845655422613,5.700010789346655,7.131199069330725,6.493823483274885
15,6.341910245671648,5.897228620839618,7.158524129255639,6.696282395616824
16,6.519793466048012,6.120567706776625,7.217699549409652,6.903357541358311
17,6.840309925083348,6.413949439229073,7.223014983933536,7.110432687099798
18,7.089295359135967,6.552303859209438,7.260383472259413,7.317507832841285
19,7.368920823966673,6.810275795622101,7.300156189033055,7.519966745183224
20,7.7986887439787225,6.96766309278842,7.379842138551557,7.727041890924712
21,8.018338797212289,7.378774760220189,7.389382171367595,7.9295008032666505
22,8.129783781841358,7.509881519435529,7.389382171367595,8.13195971560859
23,8.224029421370222,7.729962186954407,7.417674788073571,8.339034861350076
24,8.631286261049539,7.807792072783515,7.465866835521075,8.546110007091563
25,8.962512505946375,7.882338867693994,7.489930297953744,8.753185152833051
26,9.199960235761058,8.041958372669923,7.495245732477628,8.960260298574537
27,9.461512825254747,8.091746130067849,7.528889588872173,9.167335444316025
28,9.803678070095609,8.183370881689275,7.538429621688211,9.374410590057511
29,10.068568313952458,8.474061526366793,7.546219545521048,9.581485735799
30,10.260174090848516,8.651183962790236,7.552527584500895,9.783944648140938
31,10.599903959651906,8.739281147775724,7.552527584500895,9.986403560482877
32,10.884523228481214,8.783801570205856,7.555534368946743,10.188862472824816
33,11.162349752357274,8.96870649250469,7.641077113862266,10.391321385166755
34,11.340482070005908,9.036419865510904,7.641077113862266,10.593780297508694
35,11.819684652911578,9.23562985162603,7.643091293852152,10.796239209850633
36,12.050858277079662,9.364167556357362,7.679227298903927,10.998698122192572
37,12.143209079113735,9.580756527954492,7.681241478893813,11.20115703453451
38,12.294546240752103,9.73044649638772,7.71693456491937,11.40361594687645
39,12.558980400326593,9.85259677905878,7.735295513701914,11.606074859218388
40,12.673674831920433,9.918271266115159,7.741925927091347,11.808533771560327
41,12.982668162979717,10.202616740059732,7.74855634048078,12.010992683902266
42,13.23023961537912,10.3103564529324,7.755186753870214,12.213451596244205
43,13.376714050864152,10.38197039173083,7.767592911102599,12.415910508586144
44,13.554794417552998,10.5534356538426,7.7742233244920325,12.618369420928083
45,13.927963337605604,10.625878598181176,7.7742233244920325,12.820828333270024
46,14.07104243941159,10.837879177697445,7.7742233244920325,13.023287245611963
47,14.322054058963994,10.854079227558971,7.777524579026031,13.225746157953902
