Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta
0,0.95890469682234,0.9296259612516717
1,0.9456545050077321,0.9125868735287049
2,0.9270761296271071,0.8613854865653721
3,0.8908651565509045,0.8406162700542316
4,0.865693737841784,0.7901551794753547
5,0.8463735685495264,0.7500928565140301
6,0.8146642536092923,0.6657453373048289
7,0.7922778898396678,0.6197369448857937
8,0.796054691047848,0.5896486460668701
9,0.7570603582997635,0.5618239541645907
10,0.6916625313344297,0.5261991066569618
11,0.6292979687165831,0.516129945306523
12,0.64135295379363,0.49766827946583525
13,0.6106528360567469,0.5030297824787314
14,0.6107422258418975,0.47409095638448767
15,0.5914588288682701,0.4661476897954824
16,0.5922016902202174,0.47499130487584945
17,0.581184229951042,0.4765596330761559
18,0.5517945175288498,0.47115126170983135
19,0.4913201258259713,0.4758470656306598
20,0.4848924692265458,0.4700404677116639
21,0.48074674399307504,0.47309876599610623
22,0.47030800381615395,0.47328609425533436
23,0.4448913202939181,0.4750588450492169
24,0.46244978692076355,0.47486196487125315
25,0.42330334966202104,0.4752208250942613
26,0.42518246444849533,0.47399609969487305
27,0.4237059140958177,0.4731563637515305
28,0.4164629954556577,0.4739420377534671
29,0.4076918688875941,0.4719720811128553
30,0.4017610255103853,0.4724478603010982
31,0.4046166771991124,0.4702798314735054
32,0.40482032463802753,0.4691537654025015
33,0.410750976371257,0.46981251747588104
34,0.402812869107362,0.46953646484286404
35,0.4025603932903062,0.46927023411999763
36,0.3926162087273859,0.46801534309954695
37,0.389398532798629,0.468080229391816
38,0.38731875450568964,0.4681217605381036
39,0.380993938650241,0.4684571437399324
40,0.3770318898392026,0.46792434441227854
41,0.36506198974352033,0.4674322275646527
42,0.3663492824713977,0.46676953085759293
43,0.36539864520624543,0.46694483157580935
44,0.35983404055548057,0.4660252913393035
45,0.3620320534642434,0.46655535708527635
46,0.36148027828848095,0.466815021759136
47,0.361710935485654,0.46710621011592723
48,0.3492768745147674,0.46718036830161463
49,0.3487386213802418,0.4670234190375712
50,0.33706778649591124,0.46713155066496415
51,0.33525581456144404,0.46736675419509544
52,0.33204263060663075,0.46757274786895664
53,0.3314096787695894,0.46792460880612
54,0.32758631122251913,0.46810741005031753
55,0.32689263389929135,0.4680341056190141
56,0.30417692360193466,0.46831282363826804
57,0.2908286780907981,0.4684818799944215
58,0.29353832569028415,0.46897894646792204
59,0.2937373599912029,0.469102935886015
