Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
94,20.449827237580973,18.43688575415597
95,20.649874099619474,18.59627327797214
96,20.694684611996358,18.792135084417517
97,20.871430011090375,18.85602210371146
98,21.02780816975423,18.954924923299625
99,21.05499722710069,18.954924923299625
100,21.164847049407676,19.075673906875004
101,21.285873628250055,19.19300965959399
102,21.313062685596513,19.273808451576834
103,21.39903645469436,19.509650545474816
104,21.453018372715775,19.709157421248445
105,21.537502603804526,19.875574523795045
106,21.626790355367984,19.945745010850157
107,21.806422741797963,20.026952616270332
108,22.225818445622572,20.151776776498032
109,22.284867125022373,20.173421001170542
110,22.349399473255342,20.173421001170542
111,22.54975314274027,20.173421001170542
112,22.746941697661512,20.528708895613615
113,22.830819316300488,20.5905458564363
114,22.974153726797265,20.769664806490947
115,23.195872977992583,20.90991244413442
116,23.294756211787195,20.950607799940574
117,23.353804891187,21.054172656660462
118,23.480120789846985,21.196999190783078
119,23.589970612153973,21.305229396443508
120,23.81524050897002,21.413437950503262
121,23.90721598348051,21.538408967091705
122,24.125940234543382,21.624688543265812
123,24.213606047007403,21.624688543265812
124,24.473719634352367,21.631595851850985
125,24.554850801409152,21.83442120864684
126,24.773040681451356,21.83442120864684
127,24.935905317549853,21.83442120864684
128,24.963094374896308,21.93596955624216
129,25.11229128702933,22.251925721195295
130,25.199949580675685,22.449322740161104
131,25.487903180893266,22.70488064520576
132,25.515092238239724,22.871161915223464
133,25.546493216761068,22.871161915223464
134,25.66679366864262,22.90732509381409
135,25.75876914315311,22.977495580869206
136,25.883819687753014,22.995117035899636
137,26.00412013963457,23.08142256383278
138,26.031309196981027,23.302393853410738
139,26.189744272948985,23.527536218502767
140,26.374682576903535,23.572437534275966
141,26.48315775895561,23.572437534275966
142,26.57785700962633,23.6497532286305
143,26.80354726996095,23.73820084425201
144,26.902908890243516,23.73820084425201
145,26.930097947589974,23.86779423229693
146,27.138464053459323,23.907187581654703
147,27.28489035555291,23.983226642991916
148,27.39965720843325,23.983226642991916
149,27.48353482707223,24.086952681823067
150,27.589733582227858,24.19015314715279
151,27.72021301308997,24.24577325090995
152,27.807878825553995,24.45630798839546
153,27.835067882900454,24.79292661600043
154,27.883901164919422,24.79292661600043
155,27.958409146168304,24.95994168872931
156,28.00053541818833,24.95994168872931
157,28.166692516480857,25.135921388563172
158,28.193881573827316,25.218658789163097
159,28.40764423550504,25.36687257408027
160,28.493618004602887,25.51156662476248
161,28.608755518848493,25.636656754717592
162,28.709780082480613,25.655540012012445
163,28.905381966615302,25.770679353577442
164,29.06326178281946,25.850031399428
165,29.151197115849904,25.9921905636428
166,29.46888220429588,26.22424269654679
167,29.6868171748296,26.306734799818702
168,29.939268677037745,26.40455484582278
169,29.99860227739324,26.529270821761532
170,30.19392574682979,26.529270821761532
171,30.28855561242284,26.687637267986638
172,30.475504313788104,26.864729368030744
173,30.6197472619365,26.9432639055219
174,30.646936319282958,27.081358384993486
175,30.748749366469276,27.259416433651268
176,30.96919395196847,27.348401764476346
177,31.249544281319324,27.356490010920083
178,31.363038866598924,27.481205986858832
179,31.459340521092276,27.481205986858832
180,31.557497333100052,27.549930254414726
181,31.645163145564077,27.604609160325914
182,31.703842608589063,27.604609160325914
183,31.874863466774663,27.604609160325914
184,31.974497261386507,27.719596077244983
185,32.080642167912025,27.780065313544885
186,32.25095135631978,27.89124411071706
187,32.310284956675275,27.89124411071706
188,32.47748531668667,28.062396980777045
189,32.484392625271845,28.096821030147662
190,32.50467437403313,28.134297737294624
191,32.556758871399595,28.15594196196713
192,32.66917745370125,28.21263052325965
193,32.66917745370125,28.21263052325965
194,32.84878682574095,28.238188367012942
195,33.050282997871456,28.306953498601064
196,33.11075975298902,28.306953498601064
197,33.11075975298902,28.514815703507388
198,33.19133014853564,28.631946372648876
199,33.28786601060089,28.909784175218686
