Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta,LinTSTheta,LinPHETheta
0,0.9629708701065935,0.9553236432253224,0.9553236432253224,0.9553236432253224
1,0.9010206024531525,0.9225908083738293,0.9225908083738293,0.9225908083738293
2,0.8915224417815546,0.8485560680763647,0.8485560680763647,0.8485560680763647
3,0.8851944851589522,0.8278662132528348,0.8278662132528348,0.8278662132528348
4,0.8381254704022758,0.8191697665591068,0.8191697665591068,0.8191697665591068
5,0.8049271662222637,0.8048768738532706,0.8048768738532706,0.8048768738532706
6,0.7955943141055053,0.7286481344183294,0.7286481344183294,0.7286481344183294
7,0.7827886692118501,0.6938629697404317,0.6938629697404317,0.6938629697404317
8,0.7574026416748549,0.6598736323077571,0.6598736323077571,0.6598736323077571
9,0.7562555973524616,0.6259635165952575,0.6259635165952575,0.6259635165952575
