Time(Iteration),EpsilonGreedyLinearBanditTheta,LinUCBTheta
0,0.941584872078516,0.9275389076804448
1,0.9272334654867762,0.8386259578417159
2,0.879565690978751,0.7846939197860647
3,0.8502797428370352,0.778840652510507
4,0.8391727720443944,0.7531098167332702
5,0.8300556252288013,0.7356156295283058
6,0.7894994745283028,0.7080656523232978
7,0.7584174385332954,0.7118201796193928
8,0.7143363111792799,0.6549400160004184
9,0.6739694725391329,0.6339479232998129
10,0.6485488624701218,0.5837601674758589
11,0.6016916748250203,0.577523973674442
12,0.5863277103039379,0.5751635071752246
13,0.5756074068656025,0.5774396418328955
14,0.5665106381170688,0.5785468141413682
15,0.5514936248372169,0.5772788857642841
16,0.5501857061550098,0.5771252927717577
17,0.5534281915396178,0.5750999496699316
18,0.5414057567704987,0.5764638446889091
19,0.5484356024796098,0.5748828534513815
20,0.5461441052567998,0.5735917791764182
21,0.538089961833413,0.5737660552667079
22,0.5460536993167506,0.5738345945620572
23,0.5323082280689675,0.5744550351662634
24,0.5029501469546285,0.5739536466233112
25,0.5007047603257833,0.5744082359864667
26,0.5055848672794957,0.5744119316434545
27,0.5026274440178435,0.574534276965762
28,0.45426077364668166,0.5738801452695101
29,0.426768481733739,0.5742208764293423
30,0.40379143679349677,0.5743458057282784
31,0.40127922736292626,0.5741968499220585
32,0.3974504809388323,0.5744175190252606
33,0.38798973537467024,0.574543016660735
34,0.388379634014727,0.5742987501098542
35,0.38748361847243273,0.5738793781752985
36,0.384109429836155,0.5740099622136576
37,0.38039462737388313,0.5736136228006676
38,0.39995985964203284,0.5730798161152986
39,0.3963861260666711,0.5729684710511183
40,0.3850883014921475,0.5727994666948859
41,0.3646621296127607,0.5729394116736416
42,0.36254888020213777,0.5729121861724955
43,0.3371182845110199,0.5733084487456268
44,0.3367636992443598,0.5734053418780578
45,0.3370392435391283,0.573521031533158
46,0.33667979897850603,0.5737426365346139
47,0.334155059198226,0.5743235815726444
48,0.3327481161895084,0.573794605375411
49,0.3329208418680495,0.5736422739453709
50,0.32839538723770867,0.5736934110700106
51,0.3267347162964392,0.5735630685821514
52,0.3101641733732444,0.5737301709971105
53,0.30843021943750387,0.5741081399243797
54,0.28702219051423294,0.5743658875790105
55,0.28411702962347235,0.5742924391464225
56,0.28433315585196756,0.5742007348783889
57,0.28402089186627344,0.5741744993498055
58,0.2789439433804485,0.5741029707100405
59,0.2778919970331063,0.5737010339789649
60,0.2825350833892598,0.5737325929919355
61,0.28660599561415234,0.5736866337770037
62,0.2875732799799974,0.5739923985355894
63,0.2872779887548903,0.5742668621953888
64,0.2658253233562694,0.5741183496877684
65,0.26618183233946735,0.5741309815706266
66,0.2667966407954761,0.5745070915690076
67,0.2670042039172133,0.5745742490662842
68,0.2711147086107767,0.5747281086004347
69,0.2709710898126196,0.5747291535385413
70,0.267621456407016,0.574905838005104
71,0.25458575151935026,0.574970904678027
72,0.25533208482666025,0.5746892846645922
73,0.260290476454921,0.5748338963895466
74,0.25290640554581156,0.5745364748855903
75,0.25767839687767774,0.5746104675178272
76,0.2559734035689331,0.5745229771888251
77,0.2566770678189618,0.5745394990603339
78,0.25615286606221754,0.5744705283977487
79,0.2546741171722803,0.5747096778047721
80,0.25431819916868975,0.574782362117441
81,0.24876426373090887,0.5750493788695417
82,0.24908833229549643,0.574905667984434
83,0.24364259487351406,0.5749552845244666
84,0.2437557149932593,0.5745041668398736
85,0.24751919174824613,0.5749218938562624
86,0.2441263189942795,0.5751071768472908
87,0.24416680407602387,0.5748920216151767
88,0.23789917033358413,0.5749392134904555
89,0.23888209164555058,0.574980993928804
90,0.23885278052983444,0.5749807869926858
91,0.24002884866372715,0.5750275810953963
92,0.2407538685966628,0.5748719269406722
93,0.2402641378207946,0.5747638830308965
94,0.23946226258851558,0.5745654138715058
95,0.2387498351842252,0.5743524901287962
96,0.23786506287951137,0.5741900580821817
97,0.23958405377839717,0.5740450732379196
98,0.23004918441670846,0.5739101986275703
99,0.23015263768492072,0.5739191864609746
100,0.22542561707437367,0.5738008720017264
101,0.22299895470282408,0.5738665739297947
102,0.2250058620194438,0.5739035684262702
103,0.2254735966121571,0.573873573141846
104,0.22553147149618996,0.5738412418180812
105,0.2161727418429194,0.5736850937420992
106,0.21436295890607432,0.5737561941576199
107,0.2144051952600495,0.5737882131145454
108,0.21413718945174076,0.5736950370974346
109,0.21038576226517508,0.5736134941355384
110,0.20154582944791916,0.5735139381385557
111,0.19895771844302373,0.5732990176481706
112,0.19652775097579242,0.5733503078018687
113,0.19667719492510743,0.5732464796654909
114,0.19432822880868958,0.5730375812802155
115,0.18881282111652564,0.5730195643556201
116,0.19027033396004173,0.5730033643294462
117,0.1920096071332224,0.5729228129867712
118,0.19512134801402875,0.573044614290193
119,0.19568706200894645,0.5730163851217063
120,0.19577221565089625,0.5730924081177856
121,0.19396317920838624,0.5729829325958862
122,0.1901360333276152,0.5731454968558466
123,0.19282092463626066,0.5731642015777842
124,0.19161917594229344,0.5733027581415584
125,0.1916841572156501,0.5732600131705937
126,0.195219446774689,0.573285348131657
127,0.19526895741700415,0.5731566758526038
128,0.19367846265199595,0.5730970202940007
129,0.19226892374791044,0.5730663347417091
130,0.19133641043379918,0.5730733242204902
131,0.18978280930635835,0.5731343813901091
132,0.18893814794458186,0.5730176675571477
133,0.18581722761635316,0.572923695679606
134,0.18574272989308965,0.5728070663037788
135,0.18561628602562671,0.5727833766662207
136,0.18460790460543286,0.5727518728230383
137,0.18374797532185344,0.5726349965886982
138,0.17874480231899736,0.5725570340151698
139,0.17816634345128315,0.5726300569374011
140,0.17882937400217366,0.5727556877766904
141,0.1784387218771222,0.572812984423927
142,0.177500102886308,0.5729268121266907
143,0.17750081897216624,0.5728928127667433
144,0.17855875616710953,0.5727528558636904
145,0.17854607775483528,0.5728540590727838
146,0.17540323405455363,0.5726770337954299
147,0.1768960454499247,0.5725103770943527
148,0.17082590364465408,0.57246337897604
149,0.16999091384135565,0.572495611246071
150,0.17097473222026358,0.5725770107388971
151,0.16530760933498365,0.5725894004423806
152,0.16556243143862243,0.5725647714302526
153,0.1666818279640308,0.572510404213528
154,0.16666258009841803,0.5726197630158343
155,0.1688130482320999,0.572641285881019
156,0.1682761495362673,0.5726403252411153
157,0.1680181796631446,0.5725831151908876
158,0.1672205204960479,0.5726090691951042
159,0.1656495825590122,0.5725343956860766
160,0.1635397771853639,0.572580185210206
161,0.16341949881899603,0.5726681435613419
162,0.16192502740196574,0.5726430945938478
163,0.16297298215777717,0.5724504725976334
164,0.16294568539194423,0.5722861827290185
165,0.1609910193013025,0.5723119802537876
166,0.1610591371100138,0.5723581848913477
167,0.16169294945477222,0.5722122548021134
168,0.1616702747944962,0.5722870820473608
169,0.1599043221232534,0.5722663380528984
170,0.1616617450345958,0.5723525553241224
171,0.16154900867230854,0.572382366766798
172,0.1611281350834616,0.572465651252145
173,0.15738439655598319,0.5724522273679812
174,0.15522416773391995,0.5725076328696916
175,0.15509898841343722,0.572424001255486
176,0.15559803748616605,0.5723692307003985
177,0.15180430301631104,0.5724033487761514
178,0.1517860872982118,0.5724223320940998
179,0.15004503650496157,0.5724180138620599
180,0.1500127345568835,0.5722841539821061
181,0.14805575551778585,0.572220572077791
182,0.14737631766528012,0.5722305422238474
183,0.14897180573787447,0.5720972059562043
184,0.14935838362152773,0.5721613118452862
185,0.14940864980080598,0.5721806718683397
186,0.1499660497440607,0.5722155131561958
187,0.14988898038679563,0.5722197292507334
188,0.14961818133625523,0.572236496192111
189,0.14956793335952734,0.5721687920475459
190,0.14912164537347147,0.5721384777489951
