Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UppperConfidenceBound,ThompsonSampling,PHE
163,20.825166180563595,21.412653226528583,7.779218228011355,7.62684232559175,7.743103497603634
164,20.835813329002665,21.50687452049986,7.779218228011355,7.62684232559175,7.743103497603634
165,20.937774367474518,21.692728705547474,7.779218228011355,7.62684232559175,7.743103497603634
166,21.00716619774319,21.69763319327813,7.779218228011355,7.62684232559175,7.743103497603634
167,21.164228038592817,21.859166091752414,7.779218228011355,7.62684232559175,7.743103497603634
168,21.27888257206356,21.859166091752414,7.779218228011355,7.62684232559175,7.743103497603634
169,21.37071109566937,21.928905747193404,7.779218228011355,7.62684232559175,7.743103497603634
170,21.417983413161615,22.065915506057852,7.779218228011355,7.62684232559175,7.743103497603634
171,21.681688334967696,22.127281291222427,7.779218228011355,7.62684232559175,7.743103497603634
172,21.709016914838966,22.127281291222427,7.779218228011355,7.62684232559175,7.743103497603634
173,21.92012548199515,22.191346544528017,7.779218228011355,7.62684232559175,7.743103497603634
174,22.05419187435823,22.397214101554013,7.779218228011355,7.62684232559175,7.743103497603634
175,22.090753665831237,22.397214101554013,7.779218228011355,7.62684232559175,7.743103497603634
176,22.312672313839762,22.502485133069023,7.779218228011355,7.62684232559175,7.743103497603634
177,22.365867315779546,22.542314480791756,7.779218228011355,7.62684232559175,7.751184111396978
178,22.48143932034973,22.593710704517946,7.779218228011355,7.62684232559175,7.751184111396978
179,22.656129182945136,22.691117942632705,7.779218228011355,7.62684232559175,7.751184111396978
180,22.70196266252884,22.81762873692657,7.779218228011355,7.62684232559175,7.751184111396978
181,22.703761440742433,22.892704375125795,7.779218228011355,7.62684232559175,7.751184111396978
182,22.844500708521483,23.069048479675946,7.779218228011355,7.62684232559175,7.751184111396978
183,22.846299486735074,23.137045235189994,7.779218228011355,7.62684232559175,7.751184111396978
184,22.962863499267424,23.25050810047545,7.779218228011355,7.62684232559175,7.751184111396978
185,22.988338767467116,23.25050810047545,7.779218228011355,7.62684232559175,7.751184111396978
186,22.990137545680707,23.300670720202625,7.794479972036103,7.62684232559175,7.751184111396978
187,23.062509475919605,23.300670720202625,7.809741716060851,7.62684232559175,7.751184111396978
188,23.19493111760163,23.544622382342908,7.809741716060851,7.62684232559175,7.751184111396978
189,23.2222596974729,23.64125441143694,7.809741716060851,7.62684232559175,7.751184111396978
190,23.224058475686494,23.772693165043215,7.809741716060851,7.62684232559175,7.751184111396978
191,23.309615201471424,23.872855425301474,7.809741716060851,7.62684232559175,7.751184111396978
192,23.394268685277286,23.872855425301474,7.809741716060851,7.62684232559175,7.751184111396978
193,23.452447768388453,23.977747555137093,7.809741716060851,7.62684232559175,7.751184111396978
194,23.574386901434426,24.07515479325185,7.809741716060851,7.62684232559175,7.751184111396978
195,23.576185679648017,24.200698966200815,7.809741716060851,7.62684232559175,7.751184111396978
196,23.604246491781886,24.278262166755653,7.809741716060851,7.62684232559175,7.751184111396978
197,23.625955943982753,24.278262166755653,7.809741716060851,7.62684232559175,7.751184111396978
198,23.627754722196347,24.36403804490961,7.809741716060851,7.62684232559175,7.751184111396978
199,23.80045710316984,24.529442038538413,7.809741716060851,7.62684232559175,7.751184111396978
