Time(Iteration),EpsilonGreedyLinearBandit,LinUCB,LinTS
0,0.7217763811365153,0.6991263368398528,0.6991263368398528
1,1.340024281950807,1.3794687056789203,1.3794687056789203
2,2.0182100489943346,2.1427821116913144,2.1427821116913144
3,2.4877383232139385,2.642413187076731,2.642413187076731
4,2.9631309108522985,3.465462673152377,3.465462673152377
5,3.4576664067898784,4.192530867777202,4.192530867777202
6,3.974329609184177,4.698419829748362,4.698419829748362
7,4.482641147462174,5.504109346144516,5.504109346144516
8,4.902133279652259,6.355415644475704,6.355415644475704
9,5.311638420350351,7.2670867565275925,7.2670867565275925
10,5.762884545293588,7.399046663662398,7.365778235422151
11,6.0477218476234444,7.657922666899705,7.439529320737913
12,6.443058671791886,7.677032295649873,7.513986591167146
13,6.567998649551244,7.686806998568055,7.58844386159638
14,6.92012587997403,7.686806998568055,7.662901132025614
15,7.295283570081679,7.686806998568055,7.737358402454848
16,7.7457257391997585,7.686806998568055,7.811815672884082
17,8.045676742904744,7.686806998568055,7.886272943313315
18,8.231639653641327,7.686806998568055,7.960730213742549
19,8.563306681678203,7.686806998568055,8.035187484171782
20,9.037759272871572,7.686806998568055,8.109644754601018
21,9.42684828368234,7.686806998568055,8.184102025030251
22,9.769013991933289,7.686806998568055,8.258559295459484
23,9.909046692130651,7.686806998568055,8.333016565888718
24,9.996978924367257,7.686806998568055,8.407473836317951
25,10.007672702933615,7.686806998568055,8.481931106747187
26,10.063580939247686,7.686806998568055,8.55638837717642
27,10.251045318130798,7.686806998568055,8.630845647605653
28,10.276431622980041,7.686806998568055,8.705302918034887
29,10.537622459749674,7.686806998568055,8.77976018846412
30,10.779789749354435,7.686806998568055,8.854217458893356
31,10.959514419604416,7.686806998568055,8.928674729322589
32,11.110021587758915,7.686806998568055,9.003131999751822
33,11.269058260169764,7.686806998568055,9.077589270181056
34,11.387189872451815,7.686806998568055,9.15204654061029
35,11.507154182502394,7.686806998568055,9.226503811039525
36,11.696286067550698,7.686806998568055,9.300961081468758
37,11.839819330709,7.686806998568055,9.375418351897991
38,12.136915574692342,7.686806998568055,9.449875622327225
39,12.376882859591122,7.686806998568055,9.524332892756458
40,12.491037519939237,7.686806998568055,9.598790163185694
41,12.85834725486902,7.686806998568055,9.673247433614927
42,13.1324790245697,7.686806998568055,9.74770470404416
43,13.378566875661837,7.686806998568055,9.822161974473394
44,13.566711267853705,7.686806998568055,9.896619244902627
45,13.876233612901808,7.686806998568055,9.971076515331863
46,14.296360794303737,7.686806998568055,10.045533785761096
47,14.42910955335103,7.686806998568055,10.11999105619033
48,14.557083136011025,7.686806998568055,10.194448326619563
49,14.700130156061709,7.686806998568055,10.268905597048796
50,14.86656430080206,7.686806998568055,10.343362867478032
51,14.964022546670805,7.686806998568055,10.417820137907265
52,15.051426985368735,7.686806998568055,10.492277408336498
53,15.322797334586616,7.686806998568055,10.566734678765732
54,15.505985969531618,7.686806998568055,10.641191949194965
55,15.574573220678982,7.686806998568055,10.7156492196242
